"","subj","word","rt","acc","wordLength","realpseudo","visit_age"
"1501",7,"de",1.064255,1,2,"pseudo",6.83333333333333
"1502",7,"find",0.645585,1,4,"real",6.83333333333333
"1503",7,"down",0.771645,1,4,"real",6.83333333333333
"1504",7,"swane",1.052425,1,5,"pseudo",6.83333333333333
"1505",7,"rebosks",1.082595,1,7,"pseudo",6.83333333333333
"1506",7,"going",0.846135,1,5,"real",6.83333333333333
"1507",7,"nop",0.892405,1,3,"pseudo",6.83333333333333
"1508",7,"wared",0.94449,0,5,"pseudo",6.83333333333333
"1509",7,"bawed",1.362765,1,5,"pseudo",6.83333333333333
"1510",7,"runey",1.636195,0,5,"pseudo",6.83333333333333
"1511",7,"leld",1.331135,0,4,"pseudo",6.83333333333333
"1512",7,"hom",1.350055,1,3,"pseudo",6.83333333333333
"1513",7,"ees",1.00768,1,3,"pseudo",6.83333333333333
"1514",7,"resolve",1.794475,0,7,"real",6.83333333333333
"1515",7,"cok",0.867315,1,3,"pseudo",6.83333333333333
"1516",7,"stamp",0.760055,1,5,"real",6.83333333333333
"1517",7,"doubtful",2.585545,0,8,"real",6.83333333333333
"1518",7,"ways",0.930095,0,4,"real",6.83333333333333
"1519",7,"business",1.067625,0,8,"real",6.83333333333333
"1520",7,"money",1.162155,1,5,"real",6.83333333333333
"1521",7,"garden",5.489865,0,6,"real",6.83333333333333
"1522",7,"time",1.105825,1,4,"real",6.83333333333333
"1523",7,"napery",1.28547,0,6,"real",6.83333333333333
"1524",7,"immiterise",1.82551,1,10,"pseudo",6.83333333333333
"1525",7,"mun",2.77695,1,3,"pseudo",6.83333333333333
"1526",7,"see",0.8184,1,3,"real",6.83333333333333
"1527",7,"stain",1.64148,0,5,"real",6.83333333333333
"1528",7,"wass",3.013325,0,4,"pseudo",6.83333333333333
"1529",7,"han",1.06344,0,3,"pseudo",6.83333333333333
"1530",7,"answer",1.22895,1,6,"real",6.83333333333333
"1531",7,"distance",1.73223,0,8,"real",6.83333333333333
"1532",7,"acquisitiveness",1.301915,0,15,"real",6.83333333333333
"1533",7,"collapse",2.43401,1,8,"real",6.83333333333333
"1534",7,"and",1.249165,1,3,"real",6.83333333333333
"1535",7,"contive",1.7324,1,7,"pseudo",6.83333333333333
"1536",7,"sun",1.03769,1,3,"real",6.83333333333333
"1537",7,"collosks",2.866285,1,8,"pseudo",6.83333333333333
"1538",7,"kind",1.809785,1,4,"real",6.83333333333333
"1539",7,"him",0.833825,1,3,"real",6.83333333333333
"1540",7,"ston",2.05578,0,4,"pseudo",6.83333333333333
