"","subj","word","rt","acc","wordLength","realpseudo","visit_age"
"4501",13,"arsher",0.622085,1,6,"pseudo",14.0833333333333
"4502",13,"him",0.558005,1,3,"real",14.0833333333333
"4503",13,"lant",0.53204,1,4,"pseudo",14.0833333333333
"4504",13,"milk",0.535625,1,4,"real",14.0833333333333
"4505",13,"impoverish",0.723005,0,10,"real",14.0833333333333
"4506",13,"baafness",0.671455,1,8,"pseudo",14.0833333333333
"4507",13,"ggnoi",0.573495,1,5,"pseudo",14.0833333333333
"4508",13,"vosery",0.478465,1,6,"pseudo",14.0833333333333
"4509",13,"acquisitiveness",0.618845,0,15,"real",14.0833333333333
"4510",13,"fattify",0.704715,1,7,"pseudo",14.0833333333333
"4511",13,"sun",0.40904,1,3,"real",14.0833333333333
"4512",13,"stass",0.623145,1,5,"pseudo",14.0833333333333
"4513",13,"han",0.627085,1,3,"pseudo",14.0833333333333
"4514",13,"ancrusinishness",0.440945,1,15,"pseudo",14.0833333333333
"4515",13,"idthepiates",0.489495,1,11,"pseudo",14.0833333333333
"4516",13,"distides",0.55984,1,8,"pseudo",14.0833333333333
"4517",13,"fimp",0.59235,1,4,"pseudo",14.0833333333333
"4518",13,"fish",0.4682,1,4,"real",14.0833333333333
"4519",13,"napery",0.54288,0,6,"real",14.0833333333333
"4520",13,"hitter",0.69925,1,6,"pseudo",14.0833333333333
"4521",13,"runey",0.600745,1,5,"pseudo",14.0833333333333
"4522",13,"bangs",0.632615,1,5,"real",14.0833333333333
"4523",13,"see",0.4295,1,3,"real",14.0833333333333
"4524",13,"stail",0.497875,0,5,"pseudo",14.0833333333333
"4525",13,"molk",0.332285,1,4,"pseudo",14.0833333333333
"4526",13,"part",0.410095,0,4,"real",14.0833333333333
"4527",13,"contive",0.6572,1,7,"pseudo",14.0833333333333
"4528",13,"warpen",0.68156,1,6,"pseudo",14.0833333333333
"4529",13,"tice",0.61051,0,4,"pseudo",14.0833333333333
"4530",13,"distance",0.49176,0,8,"real",14.0833333333333
"4531",13,"mun",0.52678,1,3,"pseudo",14.0833333333333
"4532",13,"garden",0.6782,1,6,"real",14.0833333333333
"4533",13,"imeyits",0.56043,1,7,"pseudo",14.0833333333333
"4534",13,"special",0.499885,1,7,"real",14.0833333333333
"4535",13,"answer",0.53617,1,6,"real",14.0833333333333
"4536",13,"wared",0.55692,1,5,"pseudo",14.0833333333333
"4537",13,"nop",0.57086,1,3,"pseudo",14.0833333333333
"4538",13,"stop",0.49933,1,4,"real",14.0833333333333
"4539",13,"resolve",0.5815,1,7,"real",14.0833333333333
"4540",13,"fite",0.52715,1,4,"pseudo",14.0833333333333
"4541",13,"seashell",0.61062,1,8,"real",14.0833333333333
"4542",13,"land",0.552475,1,4,"real",14.0833333333333
"4543",13,"oenc",0.576915,1,4,"pseudo",14.0833333333333
"4544",13,"rebosks",0.59833,1,7,"pseudo",14.0833333333333
"4545",13,"arm",0.5159,1,3,"real",14.0833333333333
"4546",13,"stamp",0.648665,1,5,"real",14.0833333333333
"4547",13,"and",0.50659,1,3,"real",14.0833333333333
"4548",13,"imagine",0.539435,1,7,"real",14.0833333333333
"4549",13,"stain",0.536735,1,5,"real",14.0833333333333
"4550",13,"collapse",0.630925,0,8,"real",14.0833333333333
"4551",13,"once",0.579885,1,4,"real",14.0833333333333
"4552",13,"time",0.53001,1,4,"real",14.0833333333333
"4553",13,"down",0.460365,1,4,"real",14.0833333333333
"4554",13,"alk",0.49022,1,3,"pseudo",14.0833333333333
"4555",13,"left",0.50895,1,4,"real",14.0833333333333
"4556",13,"me",0.498135,1,2,"real",14.0833333333333
"4557",13,"de",0.463505,1,2,"pseudo",14.0833333333333
"4558",13,"swane",0.543345,1,5,"pseudo",14.0833333333333
"4559",13,"appropriates",0.72894,0,12,"real",14.0833333333333
"4560",13,"contain",0.56825,1,7,"real",14.0833333333333
"4561",13,"fatter",0.47546,1,6,"real",14.0833333333333
"4562",13,"wndo",0.56427,1,4,"pseudo",14.0833333333333
"4563",13,"jewel",0.549805,1,5,"real",14.0833333333333
"4564",13,"doubtful",0.517625,0,8,"real",14.0833333333333
"4565",13,"going",0.54972,1,5,"real",14.0833333333333
"4566",13,"ees",0.550135,1,3,"pseudo",14.0833333333333
"4567",13,"testify",0.53187,1,7,"real",14.0833333333333
"4568",13,"plane",0.51401,1,5,"real",14.0833333333333
"4569",13,"kind",0.453175,1,4,"real",14.0833333333333
"4570",13,"kile",0.562,1,4,"pseudo",14.0833333333333
"4571",13,"cok",0.552995,1,3,"pseudo",14.0833333333333
"4572",13,"wass",0.535195,1,4,"pseudo",14.0833333333333
"4573",13,"river",0.44646,1,5,"real",14.0833333333333
"4574",13,"we",0.46939,1,2,"real",14.0833333333333
"4575",13,"speveal",0.686275,0,7,"pseudo",14.0833333333333
"4576",13,"ston",0.38338,1,4,"pseudo",14.0833333333333
"4577",13,"library",0.447625,1,7,"real",14.0833333333333
"4578",13,"seadrill",0.68621,1,8,"pseudo",14.0833333333333
"4579",13,"man",0.44713,1,3,"real",14.0833333333333
"4580",13,"waves",0.517775,1,5,"real",14.0833333333333
"4581",13,"cow",0.37209,1,3,"real",14.0833333333333
"4582",13,"money",0.554565,1,5,"real",14.0833333333333
"4583",13,"ase",0.63955,1,3,"pseudo",14.0833333333333
"4584",13,"dooseful",0.64377,0,8,"pseudo",14.0833333333333
"4585",13,"find",0.444615,0,4,"real",14.0833333333333
"4586",13,"fistory",0.51345,1,7,"pseudo",14.0833333333333
"4587",13,"bawed",0.51879,1,5,"pseudo",14.0833333333333
"4588",13,"strarms",0.61931,1,7,"pseudo",14.0833333333333
"4589",13,"leld",0.46453,0,4,"pseudo",14.0833333333333
"4590",13,"immiterise",0.53176,1,10,"pseudo",14.0833333333333
"4591",13,"strange",0.572415,1,7,"real",14.0833333333333
"4592",13,"te",0.51726,1,2,"pseudo",14.0833333333333
"4593",13,"business",0.665695,1,8,"real",14.0833333333333
"4594",13,"jixel",0.608455,1,5,"pseudo",14.0833333333333
"4595",13,"nap",0.692565,1,3,"real",14.0833333333333
"4596",13,"ways",0.501785,1,4,"real",14.0833333333333
"4597",13,"pame",0.538715,0,4,"pseudo",14.0833333333333
"4598",13,"hom",0.590035,1,3,"pseudo",14.0833333333333
"4599",13,"collosks",0.569135,1,8,"pseudo",14.0833333333333
"4600",13,"roder",0.481355,1,5,"pseudo",14.0833333333333
"4601",13,"live",0.609205,1,4,"real",14.0833333333333
"4602",13,"could",0.43411,1,5,"real",14.0833333333333
"4603",13,"ot",0.34079,0,2,"pseudo",14.0833333333333
"4604",13,"signal",0.39297,1,6,"real",14.0833333333333
"4605",13,"garment",0.72872,0,7,"real",14.0833333333333
"4606",13,"must",0.453,1,4,"real",14.0833333333333
"4607",13,"cag",0.65422,0,3,"pseudo",14.0833333333333
"4608",13,"pumer",0.435,1,5,"pseudo",14.0833333333333
"4609",13,"potent",0.530045,0,6,"real",14.0833333333333
"4610",13,"new",0.39749,1,3,"real",14.0833333333333
"4611",13,"sheas",0.648005,0,5,"pseudo",14.0833333333333
"4612",13,"then",0.455845,1,4,"real",14.0833333333333
"4613",13,"famous",0.57425,1,6,"real",14.0833333333333
"4614",13,"trood",0.507625,1,5,"pseudo",14.0833333333333
"4615",13,"liffs",0.499995,0,5,"pseudo",14.0833333333333
"4616",13,"the",0.425425,0,3,"real",14.0833333333333
"4617",13,"vlei",0.625625,1,4,"pseudo",14.0833333333333
"4618",13,"is",0.623505,1,2,"real",14.0833333333333
"4619",13,"lame",0.524345,1,4,"real",14.0833333333333
"4620",13,"fing",0.46277,0,4,"pseudo",14.0833333333333
