"","subj","word","rt","acc","wordLength","realpseudo","visit_age"
"3501",11,"appropriates",0.464835,0,12,"real",10.8333333333333
"3502",11,"hitter",0.517855,1,6,"pseudo",10.8333333333333
"3503",11,"time",0.57814,1,4,"real",10.8333333333333
"3504",11,"pame",0.558005,0,4,"pseudo",10.8333333333333
"3505",11,"distance",0.403135,0,8,"real",10.8333333333333
"3506",11,"ways",0.244315,1,4,"real",10.8333333333333
"3507",11,"part",0.30806,1,4,"real",10.8333333333333
"3508",11,"testify",0.30883,0,7,"real",10.8333333333333
"3509",11,"fatter",0.294515,1,6,"real",10.8333333333333
"3510",11,"hom",0.34448,0,3,"pseudo",10.8333333333333
"3511",11,"baafness",0.43718,1,8,"pseudo",10.8333333333333
"3512",11,"collapse",0.27064,1,8,"real",10.8333333333333
"3513",11,"imagine",0.220495,0,7,"real",10.8333333333333
"3514",11,"bangs",0.302645,1,5,"real",10.8333333333333
"3515",11,"bawed",0.29794,0,5,"pseudo",10.8333333333333
"3516",11,"business",0.55138,1,8,"real",10.8333333333333
"3517",11,"doubtful",0.366775,0,8,"real",10.8333333333333
"3518",11,"see",0.442625,1,3,"real",10.8333333333333
"3519",11,"ancrusinishness",1.56044,1,15,"pseudo",10.8333333333333
"3520",11,"seadrill",0.291915,0,8,"pseudo",10.8333333333333
"3521",11,"speveal",0.16047,1,7,"pseudo",10.8333333333333
"3522",11,"roder",0.32108,1,5,"pseudo",10.8333333333333
"3523",11,"fattify",0.109875,1,7,"pseudo",10.8333333333333
"3524",11,"imeyits",0.28646,0,7,"pseudo",10.8333333333333
"3525",11,"fish",0.11004,0,4,"real",10.8333333333333
"3526",11,"seashell",0.805525,0,8,"real",10.8333333333333
"3527",11,"man",0.35351,1,3,"real",10.8333333333333
"3528",11,"strarms",0.11952,0,7,"pseudo",10.8333333333333
"3529",11,"answer",0.160085,0,6,"real",10.8333333333333
"3530",11,"once",0.30375,1,4,"real",10.8333333333333
"3531",11,"resolve",0.582425,0,7,"real",10.8333333333333
"3532",11,"te",0.10771,0,2,"pseudo",10.8333333333333
"3533",11,"stail",0.504955,1,5,"pseudo",10.8333333333333
"3534",11,"nop",0.11696,0,3,"pseudo",10.8333333333333
"3535",11,"alk",0.28485,1,3,"pseudo",10.8333333333333
"3536",11,"warpen",0.269015,1,6,"pseudo",10.8333333333333
"3537",11,"sun",0.489755,1,3,"real",10.8333333333333
"3538",11,"vosery",0.62003,1,6,"pseudo",10.8333333333333
"3539",11,"immiterise",0.260745,0,10,"pseudo",10.8333333333333
"3540",11,"oenc",0.44357,1,4,"pseudo",10.8333333333333
"3541",11,"kile",0.27088,1,4,"pseudo",10.8333333333333
"3542",11,"contive",0.836235,1,7,"pseudo",10.8333333333333
"3543",11,"mun",0.797245,1,3,"pseudo",10.8333333333333
"3544",11,"fimp",0.807285,1,4,"pseudo",10.8333333333333
"3545",11,"waves",0.73661,1,5,"real",10.8333333333333
"3546",11,"and",0.5066,1,3,"real",10.8333333333333
"3547",11,"stop",0.592775,1,4,"real",10.8333333333333
"3548",11,"molk",0.608015,0,4,"pseudo",10.8333333333333
"3549",11,"acquisitiveness",1.67236,0,15,"real",10.8333333333333
"3550",11,"swane",1.207435,1,5,"pseudo",10.8333333333333
"3551",11,"han",0.985545,1,3,"pseudo",10.8333333333333
"3552",11,"cok",0.551865,1,3,"pseudo",10.8333333333333
"3553",11,"dooseful",0.99903,1,8,"pseudo",10.8333333333333
"3554",11,"collosks",0.64561,1,8,"pseudo",10.8333333333333
"3555",11,"napery",0.473055,0,6,"real",10.8333333333333
"3556",11,"stass",0.8013,0,5,"pseudo",10.8333333333333
"3557",11,"plane",0.89387,1,5,"real",10.8333333333333
"3558",11,"lant",0.91995,1,4,"pseudo",10.8333333333333
"3559",11,"idthepiates",1.302385,1,11,"pseudo",10.8333333333333
"3560",11,"stain",0.782895,1,5,"real",10.8333333333333
"3561",11,"nap",0.788965,1,3,"real",10.8333333333333
"3562",11,"de",1.02318,1,2,"pseudo",10.8333333333333
"3563",11,"wared",0.545905,1,5,"pseudo",10.8333333333333
"3564",11,"rebosks",0.571795,1,7,"pseudo",10.8333333333333
"3565",11,"impoverish",0.45454,0,10,"real",10.8333333333333
"3566",11,"down",0.503735,1,4,"real",10.8333333333333
"3567",11,"tice",0.523315,0,4,"pseudo",10.8333333333333
"3568",11,"kind",0.57666,1,4,"real",10.8333333333333
"3569",11,"we",0.61004,1,2,"real",10.8333333333333
"3570",11,"special",0.648275,1,7,"real",10.8333333333333
"3571",11,"ees",0.60697,1,3,"pseudo",10.8333333333333
"3572",11,"land",0.81417,0,4,"real",10.8333333333333
"3573",11,"library",0.808585,1,7,"real",10.8333333333333
"3574",11,"me",0.6179,1,2,"real",10.8333333333333
"3575",11,"fistory",0.59504,0,7,"pseudo",10.8333333333333
"3576",11,"him",0.61313,1,3,"real",10.8333333333333
