"","subj","word","rt","acc","wordLength","realpseudo","visit_age"
"1001",4,"we",1.038335,1,2,"real",15.4166666666667
"1002",4,"rebosks",0.720185,1,7,"pseudo",15.4166666666667
"1003",4,"ancrusinishness",0.615745,1,15,"pseudo",15.4166666666667
"1004",4,"river",0.44408,1,5,"real",15.4166666666667
"1005",4,"doubtful",0.56708,1,8,"real",15.4166666666667
"1006",4,"dooseful",0.683975,1,8,"pseudo",15.4166666666667
"1007",4,"leld",0.636145,1,4,"pseudo",15.4166666666667
"1008",4,"seadrill",0.8227,1,8,"pseudo",15.4166666666667
"1009",4,"strarms",0.86639,1,7,"pseudo",15.4166666666667
"1010",4,"ways",0.5378,1,4,"real",15.4166666666667
"1011",4,"napery",0.88348,0,6,"real",15.4166666666667
"1012",4,"stain",0.58525,1,5,"real",15.4166666666667
"1013",4,"han",0.807585,1,3,"pseudo",15.4166666666667
"1014",4,"wndo",0.750715,0,4,"pseudo",15.4166666666667
"1015",4,"ees",1.23151,1,3,"pseudo",15.4166666666667
"1016",4,"nop",0.83115,1,3,"pseudo",15.4166666666667
"1017",4,"immiterise",2.070995,1,10,"pseudo",15.4166666666667
"1018",4,"once",0.533385,1,4,"real",15.4166666666667
"1019",4,"stass",1.525775,1,5,"pseudo",15.4166666666667
"1020",4,"fimp",0.817115,1,4,"pseudo",15.4166666666667
"1021",4,"money",0.63467,1,5,"real",15.4166666666667
"1022",4,"jixel",0.80004,1,5,"pseudo",15.4166666666667
"1023",4,"seashell",1.219635,1,8,"real",15.4166666666667
"1024",4,"find",0.67024,1,4,"real",15.4166666666667
"1025",4,"stop",0.70095,1,4,"real",15.4166666666667
"1026",4,"milk",0.55725,1,4,"real",15.4166666666667
"1027",4,"fite",0.698295,1,4,"pseudo",15.4166666666667
"1028",4,"plane",0.6551,1,5,"real",15.4166666666667
"1029",4,"him",0.56659,1,3,"real",15.4166666666667
"1030",4,"contive",1.819785,1,7,"pseudo",15.4166666666667
"1031",4,"special",0.65703,1,7,"real",15.4166666666667
"1032",4,"distance",0.71615,1,8,"real",15.4166666666667
"1033",4,"waves",0.86653,1,5,"real",15.4166666666667
"1034",4,"nap",3.03411,1,3,"real",15.4166666666667
"1035",4,"speveal",0.801875,1,7,"pseudo",15.4166666666667
"1036",4,"tice",0.7866,1,4,"pseudo",15.4166666666667
"1037",4,"collapse",1.24943,1,8,"real",15.4166666666667
"1038",4,"bangs",1.099585,1,5,"real",15.4166666666667
"1039",4,"baafness",0.76691,1,8,"pseudo",15.4166666666667
"1040",4,"hom",0.68334,1,3,"pseudo",15.4166666666667
"1041",4,"ggnoi",0.584755,1,5,"pseudo",15.4166666666667
"1042",4,"pame",0.840835,1,4,"pseudo",15.4166666666667
"1043",4,"fish",0.733575,1,4,"real",15.4166666666667
"1044",4,"cok",0.639315,1,3,"pseudo",15.4166666666667
"1045",4,"left",0.66698,1,4,"real",15.4166666666667
"1046",4,"idthepiates",0.85954,1,11,"pseudo",15.4166666666667
"1047",4,"bawed",0.715955,1,5,"pseudo",15.4166666666667
"1048",4,"kile",0.79114,1,4,"pseudo",15.4166666666667
"1049",4,"library",0.67196,1,7,"real",15.4166666666667
"1050",4,"answer",0.63301,1,6,"real",15.4166666666667
"1051",4,"sun",0.757555,1,3,"real",15.4166666666667
"1052",4,"garden",0.72022,1,6,"real",15.4166666666667
"1053",4,"going",0.75031,1,5,"real",15.4166666666667
"1054",4,"ase",0.76737,1,3,"pseudo",15.4166666666667
"1055",4,"part",0.67421,1,4,"real",15.4166666666667
"1056",4,"testify",1.116465,1,7,"real",15.4166666666667
"1057",4,"oenc",0.751275,1,4,"pseudo",15.4166666666667
"1058",4,"molk",0.768615,1,4,"pseudo",15.4166666666667
"1059",4,"collosks",1.82456,1,8,"pseudo",15.4166666666667
"1060",4,"imagine",0.60801,1,7,"real",15.4166666666667
"1061",4,"land",0.73181,1,4,"real",15.4166666666667
"1062",4,"business",0.916945,1,8,"real",15.4166666666667
"1063",4,"warpen",1.38479,1,6,"pseudo",15.4166666666667
"1064",4,"fattify",0.98437,1,7,"pseudo",15.4166666666667
"1065",4,"strange",1.038715,1,7,"real",15.4166666666667
"1066",4,"impoverish",1.83582,1,10,"real",15.4166666666667
"1067",4,"cow",0.615735,1,3,"real",15.4166666666667
"1068",4,"man",0.58356,1,3,"real",15.4166666666667
"1069",4,"alk",1.35127,1,3,"pseudo",15.4166666666667
"1070",4,"acquisitiveness",1.62206,0,15,"real",15.4166666666667
"1071",4,"distides",1.788005,1,8,"pseudo",15.4166666666667
"1072",4,"appropriates",0.86477,1,12,"real",15.4166666666667
"1073",4,"down",0.59268,1,4,"real",15.4166666666667
"1074",4,"stail",3.83421,0,5,"pseudo",15.4166666666667
"1075",4,"wared",1.56744,1,5,"pseudo",15.4166666666667
"1076",4,"arsher",1.65199,1,6,"pseudo",15.4166666666667
"1077",4,"time",0.650075,1,4,"real",15.4166666666667
