"","word","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"1","able",1.0643025,0.909556333333333,1.12905594339623,1.61366455357143,1.39885431818182,0.690191666666667,0.775160909090909,NA,0.6350025,0.856373333333333,0.598455,0.63494,NA,1.03778,NA,NA,0.63754,NA,NA,NA,NA,0.601465,0.532405
"2","ablood",4.01251,0.681115,1.16483028301887,1.41886044642857,1.19817568181818,1.60615916666667,0.938929090909091,NA,0.7543125,1.55274333333333,1.298625,0.72184,NA,0.936245,NA,NA,0.671035,NA,NA,NA,NA,0.524855,0.649145
"3","accastanct",1.399245,1.31946333333333,0.980535754716981,1.16409991071429,1.71789931818182,14.9438,0.996888636363636,NA,0.5024575,1.33603833333333,0.954415,0.754295,NA,0.68705,NA,NA,0.694495,NA,NA,NA,NA,0.472925,0.643985
"4","accustomed",2.20166,0.820414,1.07462943396226,0.866120892857143,0.834029545454545,1.06638416666667,1.15334545454545,NA,0.5474325,1.17158,0.74884,0.70744,NA,0.808615,NA,NA,0.584995,NA,NA,NA,NA,0.60019,0.76394
"5","acquisitiveness",1.0944125,0.893815333333333,1.20191349056604,1.02539428571429,2.00467409090909,0.9642525,0.983873636363636,NA,0.5164225,1.50840333333333,0.99671,0.49248,NA,0.97298,NA,NA,2.331665,NA,NA,NA,NA,0.631585,0.716535
"6","after",2.4302025,0.771910666666667,0.775912169811321,0.861785089285714,0.860606818181818,0.729868333333333,0.888359090909091,NA,0.537915,0.657106666666667,0.651255,0.54274,NA,0.633625,NA,NA,0.78252,NA,NA,NA,NA,0.51721,0.46466
"7","ag",1.6963525,0.765655666666667,2.56209632075472,1.002441875,1.33653545454545,0.909995,0.776555909090909,NA,0.62603,0.649495,0.51462,0.535615,NA,0.550875,NA,NA,0.552545,NA,NA,NA,NA,0.532545,0.914125
"8","again",1.185555,1.79475466666667,0.78472641509434,0.984538214285714,0.834652045454546,0.64339,0.730907272727273,NA,0.5307325,0.728365,0.632395,0.517075,NA,0.77393,NA,NA,0.590775,NA,NA,NA,NA,0.548175,0.47078
"9","agreed",2.29762,1.00763866666667,1.02135160377358,1.42068303571429,0.963857954545455,0.987866666666667,0.795888181818182,NA,0.5660425,0.858396666666667,0.777635,0.501725,NA,0.58467,NA,NA,0.585,NA,NA,NA,NA,0.432515,0.55562
"10","air",2.472005,0.585231,1.05539132075472,0.850165803571429,0.844420681818182,0.736813333333333,0.848820909090909,NA,0.6274125,0.768286666666667,0.65088,0.65131,NA,0.871265,NA,NA,0.69521,NA,NA,NA,NA,0.42171,0.635855
"11","albust",2.5680125,1.062558,0.874567641509434,1.10184910714286,1.03085113636364,1.15444166666667,1.15099727272727,NA,0.527855,1.33859,0.77251,0.6519,NA,0.58699,NA,NA,0.5093,NA,NA,NA,NA,0.51352,0.68361
"12","alipol",4.178835,0.747582666666667,2.15216216981132,1.25395892857143,1.32240613636364,0.967674166666667,0.929988636363636,NA,0.65838,2.27435333333333,0.63245,0.466195,NA,0.720465,NA,NA,0.53942,NA,NA,NA,NA,0.49958,0.51289
"13","alk",1.472615,0.758486,1.42041698113208,1.49896071428571,1.02594522727273,1.2389125,0.772900454545455,NA,0.46911,1.44713333333333,0.654115,0.535215,NA,0.770475,NA,NA,0.636755,NA,NA,NA,NA,0.478905,0.71669
