"","realpseudo"
"3406","pseudo"
"3407","real"
"3408","pseudo"
"3409","pseudo"
"3410","pseudo"
"3411","pseudo"
"3412","real"
"3413","real"
"3414","real"
"3415","pseudo"
"3416","real"
"3417","real"
"3418","pseudo"
"3419","pseudo"
"3420","real"
"3421","pseudo"
"3422","real"
"3423","pseudo"
"3424","real"
"3425","pseudo"
"3426","pseudo"
"3427","real"
"3428","pseudo"
"3429","real"
"3430","real"
"3431","real"
"3432","pseudo"
"3433","pseudo"
"3434","pseudo"
"3435","pseudo"
"3436","pseudo"
"3437","real"
"3438","pseudo"
"3439","pseudo"
"3440","real"
"3441","pseudo"
"3442","pseudo"
"3443","pseudo"
"3444","real"
"3445","real"
"3446","pseudo"
"3447","real"
"3448","real"
"3449","pseudo"
"3450","real"
"3451","pseudo"
"3452","pseudo"
"3453","real"
"3454","real"
"3455","pseudo"
"3456","pseudo"
"3457","real"
"3458","pseudo"
"3459","pseudo"
"3460","pseudo"
"3461","pseudo"
"3462","real"
"3463","pseudo"
"3464","real"
"3465","real"
"3466","real"
"3467","real"
"3468","real"
"3469","pseudo"
"3470","pseudo"
"3471","real"
"3472","pseudo"
"3473","real"
"3474","real"
"3475","pseudo"
"3476","pseudo"
"3477","pseudo"
"3478","pseudo"
"3479","real"
"3480","pseudo"
"3481","pseudo"
"3482","real"
"3483","real"
"3484","real"
"3485","pseudo"
"3486","real"
"3487","pseudo"
"3488","real"
"3489","real"
"3490","real"
"3491","real"
"3492","real"
"3493","real"
"3494","real"
"3495","pseudo"
"3496","real"
"3497","real"
"3498","real"
"3499","real"
"3500","pseudo"
"3501","pseudo"
"3502","real"
"3503","real"
"3504","real"
"3505","real"
"3506","pseudo"
"3507","real"
"3508","pseudo"
"3509","pseudo"
"3510","real"
"3511","pseudo"
"3512","real"
"3513","real"
"3514","real"
"3515","pseudo"
"3516","real"
"3517","real"
"3518","real"
"3519","real"
"3520","real"
"3521","real"
"3522","pseudo"
"3523","pseudo"
"3524","real"
"3525","real"
"3526","real"
"3527","pseudo"
"3528","real"
"3529","real"
"3530","real"
"3531","pseudo"
"3532","pseudo"
"3533","pseudo"
"3534","pseudo"
"3535","pseudo"
"3536","pseudo"
"3537","pseudo"
"3538","real"
"3539","real"
"3540","pseudo"
"3541","pseudo"
"3542","pseudo"
"3543","pseudo"
"3544","real"
"3545","pseudo"
"3546","real"
"3547","real"
"3548","pseudo"
"3549","pseudo"
"3550","real"
"3551","real"
"3552","pseudo"
"3553","real"
"3554","real"
"3555","real"
"3556","pseudo"
"3557","pseudo"
"3558","real"
"3559","real"
"3560","real"
"3561","real"
"3562","real"
"3563","pseudo"
"3564","pseudo"
"3565","real"
"3566","real"
"3567","real"
"3568","pseudo"
"3569","pseudo"
"3570","real"
"3571","pseudo"
"3572","pseudo"
"3573","real"
"3574","real"
"3575","pseudo"
"3576","pseudo"
"3577","pseudo"
"3578","pseudo"
"3579","real"
"3580","pseudo"
"3581","real"
"3582","pseudo"
"3583","pseudo"
"3584","pseudo"
"3585","pseudo"
"3586","real"
"3587","pseudo"
"3588","pseudo"
"3589","real"
"3590","pseudo"
"3591","real"
"3592","real"
"3593","pseudo"
"3594","pseudo"
"3595","pseudo"
"3596","real"
"3597","pseudo"
"3598","real"
"3599","pseudo"
"3600","pseudo"
"3601","pseudo"
"3602","real"
"3603","pseudo"
"3604","pseudo"
"3605","pseudo"
"3606","real"
"3607","pseudo"
"3608","real"
"3609","pseudo"
"3610","pseudo"
"3611","real"
"3612","real"
"3613","pseudo"
"3614","pseudo"
"3615","real"
"3616","pseudo"
"3617","pseudo"
"3618","real"
"3619","pseudo"
"3620","real"
"3621","pseudo"
"3622","real"
"3623","pseudo"
"3624","real"
"3625","pseudo"
"3626","pseudo"
"3627","pseudo"
"3628","real"
"3629","pseudo"
"3630","pseudo"
"3631","real"
"3632","real"
"3633","pseudo"
"3634","pseudo"
"3635","real"
"3636","pseudo"
"3637","pseudo"
"3638","pseudo"
"3639","pseudo"
"3640","real"
"3641","real"
"3642","pseudo"
"3643","pseudo"
"3644","real"
"3645","real"
"3646","pseudo"
"3647","real"
"3648","pseudo"
"3649","real"
"3650","real"
"3651","real"
"3652","pseudo"
"3653","pseudo"
"3654","pseudo"
"3655","pseudo"
"3656","real"
"3657","pseudo"
"3658","real"
"3659","real"
"3660","pseudo"
"3661","real"
"3662","real"
"3663","real"
"3664","pseudo"
"3665","real"
"3666","real"
"3667","real"
"3668","real"
"3669","pseudo"
"3670","pseudo"
"3671","pseudo"
"3672","real"
"3673","real"
"3674","real"
"3675","real"
"3676","pseudo"
"3677","real"
"3678","real"
"3679","pseudo"
"3680","real"
"3681","pseudo"
"3682","pseudo"
"3683","real"
"3684","real"
"3685","real"
"3686","pseudo"
"3687","real"
"3688","real"
"3689","pseudo"
"3690","real"
"3691","pseudo"
"3692","pseudo"
"3693","real"
"3694","pseudo"
"3695","real"
"3696","real"
"3697","real"
"3698","pseudo"
"3699","real"
"3700","pseudo"
"3701","pseudo"
"3702","real"
"3703","pseudo"
"3704","real"
"3705","pseudo"
"3706","real"
"3707","pseudo"
"3708","pseudo"
"3709","real"
"3710","real"
"3711","pseudo"
"3712","real"
"3713","pseudo"
"3714","real"
"3715","real"
"3716","real"
"3717","real"
"3718","real"
"3719","real"
"3720","real"
"3721","pseudo"
"3722","real"
"3723","pseudo"
"3724","real"
"3725","real"
"3726","pseudo"
"3727","pseudo"
"3728","real"
"3729","real"
"3730","real"
"3731","pseudo"
"3732","pseudo"
"3733","pseudo"
"3734","real"
"3735","pseudo"
"3736","real"
"3737","real"
"3738","real"
"3739","pseudo"
"3740","pseudo"
"3741","real"
"3742","real"
"3743","real"
"3744","pseudo"
"3745","pseudo"
"3746","pseudo"
"3747","pseudo"
"3748","real"
"3749","pseudo"
"3750","pseudo"
"3751","pseudo"
"3752","pseudo"
"3753","pseudo"
"3754","real"
"3755","pseudo"
"3756","pseudo"
"3757","pseudo"
"3758","real"
"3759","pseudo"
"3760","real"
"3761","real"
"3762","pseudo"
"3763","pseudo"
"3764","real"
"3765","real"
"3766","real"
"3767","real"
"3768","pseudo"
"3769","pseudo"
"3770","real"
"3771","pseudo"
"3772","real"
"3773","real"
"3774","real"
"3775","real"
"3776","pseudo"
"3777","pseudo"
"3778","real"
"3779","real"
"3780","real"
"3781","real"
"3782","pseudo"
"3783","pseudo"
"3784","real"
"3785","pseudo"
"3786","real"
"3787","real"
"3788","pseudo"
"3789","pseudo"
"3790","pseudo"
"3791","pseudo"
"3792","pseudo"
"3793","pseudo"
"3794","pseudo"
"3795","real"
"3796","real"
"3797","pseudo"
"3798","pseudo"
"3799","real"
"3800","pseudo"
"3801","real"
"3802","pseudo"
"3803","pseudo"
"3804","pseudo"
"3805","pseudo"
"3806","real"
"3807","real"
"3808","pseudo"
"3809","pseudo"
"3810","real"
"3811","real"
"3812","pseudo"
"3813","real"
"3814","pseudo"
"3815","pseudo"
"3816","real"
"3817","pseudo"
"3818","pseudo"
"3819","pseudo"
"3820","real"
"3821","pseudo"
"3822","pseudo"
"3823","real"
"3824","real"
"3825","real"
"3826","real"
"3827","pseudo"
"3828","pseudo"
"3829","pseudo"
"3830","real"
"3831","pseudo"
"3832","pseudo"
"3833","real"
"3834","pseudo"
"3835","real"
"3836","real"
"3837","real"
"3838","pseudo"
"3839","pseudo"
"3840","pseudo"
"3841","pseudo"
"3842","pseudo"
"3843","real"
"3844","pseudo"
"3845","pseudo"
"3846","real"
"3847","pseudo"
"3848","pseudo"
"3849","pseudo"
"3850","real"
"3851","pseudo"
"3852","pseudo"
"3853","pseudo"
"3854","real"
"3855","pseudo"
"3856","real"
"3857","real"
"3858","pseudo"
"3859","real"
"3860","pseudo"
"3861","real"
"3862","real"
"3863","pseudo"
"3864","real"
"3865","real"
"3866","real"
"3867","real"
"3868","real"
"3869","pseudo"
"3870","pseudo"
"3871","real"
"3872","real"
"3873","real"
"3874","real"
"3875","pseudo"
"3876","real"
"3877","real"
"3878","real"
"3879","real"
"3880","real"
"3881","pseudo"
"3882","pseudo"
"3883","pseudo"
"3884","real"
"3885","real"
"3886","real"
"3887","pseudo"
"3888","pseudo"
"3889","real"
"3890","pseudo"
"3891","pseudo"
"3892","real"
"3893","pseudo"
"3894","real"
"3895","real"
"3896","pseudo"
"3897","real"
"3898","real"
"3899","real"
"3900","pseudo"
"3901","real"
"3902","real"
"3903","pseudo"
"3904","pseudo"
"3905","pseudo"
"3906","pseudo"
"3907","pseudo"
"3908","real"
"3909","pseudo"
"3910","real"
"3911","pseudo"
"3912","real"
"3913","pseudo"
"3914","real"
"3915","real"
"3916","pseudo"
"3917","real"
"3918","pseudo"
"3919","real"
"3920","real"
"3921","real"
"3922","real"
"3923","pseudo"
"3924","pseudo"
"3925","pseudo"
"3926","real"
"3927","pseudo"
"3928","real"
"3929","pseudo"
"3930","real"
"3931","real"
"3932","real"
"3933","pseudo"
"3934","pseudo"
"3935","real"
"3936","real"
"3937","real"
"3938","pseudo"
"3939","pseudo"
"3940","real"
"3941","pseudo"
"3942","real"
"3943","pseudo"
"3944","pseudo"
"3945","pseudo"
"3946","real"
"3947","real"
"3948","real"
"3949","pseudo"
"3950","real"
"3951","real"
"3952","pseudo"
"3953","real"
"3954","pseudo"
"3955","pseudo"
"3956","real"
"3957","pseudo"
"3958","real"
"3959","pseudo"
"3960","real"
"3961","pseudo"
"3962","pseudo"
"3963","pseudo"
"3964","real"
"3965","real"
"3966","pseudo"
"3967","pseudo"
"3968","pseudo"
"3969","pseudo"
"3970","pseudo"
"3971","pseudo"
"3972","real"
"3973","pseudo"
"3974","pseudo"
"3975","real"
"3976","pseudo"
"3977","pseudo"
"3978","real"
"3979","real"
"3980","real"
"3981","real"
"3982","pseudo"
"3983","real"
"3984","real"
"3985","pseudo"
"3986","pseudo"
"3987","real"
"3988","pseudo"
"3989","real"
"3990","real"
"3991","pseudo"
"3992","real"
"3993","real"
"3994","real"
"3995","real"
"3996","real"
"3997","pseudo"
"3998","pseudo"
"3999","pseudo"
"4000","real"
"4001","pseudo"
"4002","real"
"4003","pseudo"
"4004","real"
"4005","real"
"4006","pseudo"
"4007","real"
"4008","pseudo"
"4009","pseudo"
"4010","real"
"4011","real"
"4012","pseudo"
"4013","real"
"4014","pseudo"
"4015","pseudo"
"4016","real"
"4017","real"
"4018","real"
"4019","real"
"4020","pseudo"
"4021","pseudo"
"4022","pseudo"
"4023","pseudo"
"4024","real"
"4025","real"
"4026","real"
"4027","pseudo"
"4028","real"
"4029","real"
"4030","real"
"4031","real"
"4032","pseudo"
"4033","pseudo"
"4034","pseudo"
"4035","pseudo"
"4036","real"
"4037","real"
"4038","real"
"4039","real"
"4040","pseudo"
"4041","real"
"4042","pseudo"
"4043","pseudo"
"4044","pseudo"
"4045","real"
"4046","pseudo"
"4047","real"
"4048","real"
"4049","real"
"4050","real"
"4051","real"
"4052","real"
"4053","real"
"4054","real"
"4055","pseudo"
"4056","real"
"4057","real"
"4058","pseudo"
"4059","pseudo"
"4060","real"
"4061","real"
"4062","pseudo"
"4063","pseudo"
"4064","pseudo"
"4065","pseudo"
"4066","real"
"4067","pseudo"
"4068","real"
"4069","pseudo"
"4070","real"
"4071","pseudo"
"4072","pseudo"
"4073","pseudo"
"4074","pseudo"
"4075","real"
"4076","real"
"4077","real"
"4078","pseudo"
"4079","pseudo"
"4080","real"
"4081","pseudo"
"4082","real"
"4083","pseudo"
"4084","pseudo"
"4085","pseudo"
"4086","pseudo"
"4087","real"
"4088","real"
"4089","pseudo"
"4090","pseudo"
"4091","pseudo"
"4092","pseudo"
"4093","real"
"4094","pseudo"
"4095","real"
"4096","pseudo"
"4097","real"
"4098","pseudo"
"4099","real"
"4100","pseudo"
"4101","pseudo"
"4102","pseudo"
"4103","real"
"4104","pseudo"
"4105","real"
"4106","pseudo"
"4107","pseudo"
"4108","pseudo"
"4109","pseudo"
"4110","real"
"4111","pseudo"
"4112","pseudo"
"4113","real"
"4114","pseudo"
"4115","real"
"4116","real"
"4117","pseudo"
"4118","pseudo"
"4119","real"
"4120","real"
"4121","real"
"4122","pseudo"
"4123","pseudo"
"4124","real"
"4125","real"
"4126","real"
"4127","pseudo"
"4128","real"
"4129","real"
"4130","pseudo"
"4131","real"
"4132","real"
"4133","real"
"4134","pseudo"
"4135","pseudo"
"4136","real"
"4137","pseudo"
"4138","pseudo"
"4139","real"
"4140","pseudo"
"4141","pseudo"
"4142","real"
"4143","real"
"4144","pseudo"
"4145","real"
"4146","pseudo"
"4147","pseudo"
"4148","real"
"4149","pseudo"
"4150","real"
"4151","real"
"4152","pseudo"
"4153","pseudo"
"4154","pseudo"
"4155","real"
"4156","pseudo"
"4157","real"
"4158","pseudo"
"4159","real"
"4160","pseudo"
"4161","real"
"4162","real"
"4163","real"
"4164","pseudo"
"4165","real"
"4166","real"
"4167","real"
"4168","pseudo"
"4169","real"
"4170","real"
"4171","pseudo"
"4172","pseudo"
"4173","real"
"4174","pseudo"
"4175","real"
"4176","pseudo"
"4177","pseudo"
"4178","pseudo"
"4179","real"
"4180","real"
"4181","pseudo"
"4182","real"
"4183","real"
"4184","pseudo"
"4185","pseudo"
"4186","pseudo"
"4187","pseudo"
"4188","real"
"4189","real"
"4190","pseudo"
"4191","pseudo"
"4192","pseudo"
"4193","real"
"4194","real"
"4195","real"
"4196","real"
"4197","pseudo"
"4198","real"
"4199","pseudo"
"4200","real"
"4201","pseudo"
"4202","pseudo"
"4203","real"
"4204","real"
"4205","real"
"4206","pseudo"
"4207","pseudo"
"4208","pseudo"
"4209","real"
"4210","real"
"4211","pseudo"
"4212","pseudo"
"4213","real"
"4214","real"
"4215","pseudo"
"4216","real"
"4217","pseudo"
"4218","real"
"4219","real"
"4220","real"
"4221","real"
"4222","pseudo"
"4223","pseudo"
"4224","real"
"4225","pseudo"
"4226","pseudo"
"4227","pseudo"
"4228","pseudo"
"4229","pseudo"
"4230","real"
"4231","pseudo"
"4232","pseudo"
"4233","real"
"4234","real"
"4235","pseudo"
"4236","real"
"4237","real"
"4238","real"
"4239","pseudo"
"4240","real"
"4241","real"
"4242","pseudo"
"4243","pseudo"
"4244","real"
"4245","pseudo"
"4246","pseudo"
"4247","pseudo"
"4248","real"
"4249","real"
"4250","real"
"4251","real"
"4252","pseudo"
"4253","real"
"4254","pseudo"
"4255","real"
"4256","pseudo"
"4257","real"
"4258","real"
"4259","pseudo"
"4260","pseudo"
"4261","real"
"4262","real"
"4263","pseudo"
"4264","pseudo"
"4265","real"
"4266","pseudo"
"4267","real"
"4268","real"
"4269","pseudo"
"4270","real"
"4271","real"
"4272","pseudo"
"4273","real"
"4274","pseudo"
"4275","real"
"4276","pseudo"
"4277","real"
"4278","real"
"4279","pseudo"
"4280","real"
"4281","real"
"4282","pseudo"
"4283","pseudo"
"4284","real"
"4285","pseudo"
"4286","pseudo"
"4287","pseudo"
"4288","pseudo"
"4289","real"
"4290","pseudo"
"4291","real"
"4292","real"
"4293","pseudo"
"4294","pseudo"
"4295","pseudo"
"4296","real"
"4297","real"
"4298","real"
"4299","pseudo"
"4300","pseudo"
"4301","pseudo"
"4302","pseudo"
"4303","real"
"4304","pseudo"
"4305","pseudo"
"4306","real"
"4307","real"
"4308","pseudo"
"4309","pseudo"
"4310","pseudo"
"4311","real"
"4312","pseudo"
"4313","real"
"4314","pseudo"
"4315","real"
"4316","real"
"4317","pseudo"
"4318","real"
"4319","pseudo"
"4320","pseudo"
"4321","pseudo"
"4322","pseudo"
"4323","real"
"4324","real"
"4325","real"
"4326","pseudo"
"4327","real"
"4328","pseudo"
"4329","pseudo"
"4330","pseudo"
"4331","pseudo"
"4332","real"
"4333","pseudo"
"4334","pseudo"
"4335","pseudo"
"4336","pseudo"
"4337","real"
"4338","pseudo"
"4339","pseudo"
"4340","pseudo"
"4341","pseudo"
"4342","pseudo"
"4343","real"
"4344","real"
"4345","pseudo"
"4346","real"
"4347","real"
"4348","pseudo"
"4349","pseudo"
"4350","real"
"4351","real"
"4352","real"
"4353","real"
"4354","pseudo"
"4355","real"
"4356","real"
"4357","real"
"4358","pseudo"
"4359","pseudo"
"4360","real"
"4361","pseudo"
"4362","real"
"4363","real"
"4364","pseudo"
"4365","real"
"4366","real"
"4367","real"
"4368","pseudo"
"4369","real"
"4370","real"
"4371","real"
"4372","pseudo"
"4373","pseudo"
"4374","real"
"4375","real"
"4376","real"
"4377","pseudo"
"4378","real"
"4379","real"
"4380","pseudo"
"4381","real"
"4382","pseudo"
"4383","real"
"4384","pseudo"
"4385","real"
"4386","pseudo"
"4387","pseudo"
"4388","real"
"4389","real"
"4390","real"
"4391","pseudo"
"4392","pseudo"
"4393","real"
"4394","real"
"4395","pseudo"
"4396","pseudo"
"4397","real"
"4398","real"
"4399","pseudo"
"4400","real"
"4401","real"
"4402","real"
"4403","pseudo"
"4404","pseudo"
"4405","pseudo"
"4406","real"
"4407","real"
"4408","pseudo"
"4409","real"
"4410","real"
"4411","real"
"4412","real"
"4413","real"
"4414","pseudo"
"4415","pseudo"
"4416","pseudo"
"4417","real"
"4418","pseudo"
"4419","pseudo"
"4420","real"
"4421","pseudo"
"4422","real"
"4423","real"
"4424","pseudo"
"4425","real"
"4426","pseudo"
"4427","pseudo"
"4428","pseudo"
"4429","real"
"4430","pseudo"
"4431","real"
"4432","pseudo"
"4433","pseudo"
"4434","pseudo"
"4435","real"
"4436","real"
"4437","real"
"4438","real"
"4439","pseudo"
"4440","pseudo"
"4441","pseudo"
"4442","real"
"4443","pseudo"
"4444","real"
"4445","pseudo"
"4446","real"
"4447","pseudo"
"4448","real"
"4449","pseudo"
"4450","real"
"4451","real"
"4452","pseudo"
"4453","real"
"4454","real"
"4455","real"
"4456","real"
"4457","real"
"4458","pseudo"
"4459","pseudo"
"4460","pseudo"
"4461","pseudo"
"4462","real"
"4463","pseudo"
"4464","real"
"4465","real"
"4466","real"
"4467","pseudo"
"4468","pseudo"
"4469","real"
"4470","pseudo"
"4471","pseudo"
"4472","pseudo"
"4473","real"
"4474","real"
"4475","real"
"4476","pseudo"
"4477","pseudo"
"4478","real"
"4479","pseudo"
"4480","pseudo"
"4481","real"
"4482","pseudo"
"4483","pseudo"
"4484","real"
"4485","real"
"4486","pseudo"
"4487","pseudo"
"4488","pseudo"
"4489","real"
"4490","pseudo"
"4491","pseudo"
"4492","pseudo"
"4493","real"
"4494","real"
"4495","real"
"4496","real"
"4497","real"
"4498","pseudo"
"4499","pseudo"
"4500","real"
"4501","pseudo"
"4502","pseudo"
"4503","real"
"4504","real"
"4505","pseudo"
"4506","real"
"4507","real"
"4508","real"
"4509","pseudo"
"4510","real"
"4511","pseudo"
"4512","real"
"4513","pseudo"
"4514","real"
"4515","real"
"4516","pseudo"
"4517","pseudo"
"4518","real"
"4519","pseudo"
"4520","real"
"4521","pseudo"
"4522","pseudo"
"4523","real"
"4524","pseudo"
"4525","real"
"4526","real"
"4527","real"
"4528","pseudo"
"4529","real"
"4530","pseudo"
"4531","real"
"4532","pseudo"
"4533","pseudo"
"4534","real"
"4535","real"
"4536","real"
"4537","real"
"4538","real"
"4539","pseudo"
"4540","real"
"4541","real"
"4542","real"
"4543","pseudo"
"4544","real"
"4545","pseudo"
"4546","real"
"4547","pseudo"
"4548","pseudo"
"4549","pseudo"
"4550","pseudo"
"4551","real"
"4552","pseudo"
"4553","pseudo"
"4554","real"
"4555","real"
"4556","real"
"4557","pseudo"
"4558","pseudo"
"4559","real"
"4560","pseudo"
"4561","real"
"4562","real"
"4563","real"
"4564","pseudo"
"4565","pseudo"
"4566","pseudo"
"4567","pseudo"
"4568","real"
"4569","pseudo"
"4570","pseudo"
"4571","pseudo"
"4572","pseudo"
"4573","pseudo"
"4574","pseudo"
"4575","pseudo"
"4576","pseudo"
"4577","real"
"4578","real"
"4579","pseudo"
"4580","real"
"4581","real"
"4582","pseudo"
"4583","pseudo"
"4584","pseudo"
"4585","pseudo"
"4586","real"
"4587","real"
"4588","real"
"4589","real"
"4590","real"
"4591","pseudo"
"4592","pseudo"
"4593","real"
"4594","real"
"4595","pseudo"
"4596","real"
"4597","real"
"4598","pseudo"
"4599","real"
"4600","pseudo"
"4601","real"
"4602","real"
"4603","real"
"4604","pseudo"
"4605","pseudo"
"4606","pseudo"
"4607","real"
"4608","pseudo"
"4609","pseudo"
"4610","pseudo"
"4611","real"
"4612","real"
"4613","real"
"4614","real"
"4615","real"
"4616","real"
"4617","real"
"4618","real"
"4619","real"
"4620","pseudo"
"4621","real"
"4622","real"
"4623","pseudo"
"4624","real"
"4625","pseudo"
"4626","pseudo"
"4627","pseudo"
"4628","real"
"4629","pseudo"
"4630","real"
"4631","real"
"4632","real"
"4633","pseudo"
"4634","real"
"4635","real"
"4636","real"
"4637","pseudo"
"4638","real"
"4639","real"
"4640","real"
"4641","pseudo"
"4642","real"
"4643","real"
"4644","real"
"4645","real"
"4646","real"
"4647","pseudo"
"4648","pseudo"
"4649","pseudo"
"4650","pseudo"
"4651","real"
"4652","real"
"4653","real"
"4654","real"
"4655","pseudo"
"4656","real"
"4657","pseudo"
"4658","pseudo"
"4659","real"
"4660","real"
"4661","pseudo"
"4662","pseudo"
"4663","real"
"4664","real"
"4665","pseudo"
"4666","pseudo"
"4667","pseudo"
"4668","pseudo"
"4669","pseudo"
"4670","pseudo"
"4671","real"
"4672","real"
"4673","pseudo"
"4674","pseudo"
"4675","pseudo"
"4676","pseudo"
"4677","pseudo"
"4678","pseudo"
"4679","real"
"4680","pseudo"
"4681","pseudo"
"4682","pseudo"
"4683","real"
"4684","pseudo"
"4685","pseudo"
"4686","pseudo"
"4687","pseudo"
"4688","pseudo"
"4689","pseudo"
"4690","pseudo"
"4691","pseudo"
"4692","real"
"4693","pseudo"
"4694","real"
"4695","real"
"4696","pseudo"
"4697","real"
"4698","pseudo"
"4699","real"
"4700","real"
"4701","real"
"4702","real"
"4703","real"
"4704","real"
"4705","pseudo"
"4706","real"
"4707","real"
"4708","pseudo"
"4709","pseudo"
"4710","real"
"4711","real"
"4712","pseudo"
"4713","real"
"4714","pseudo"
"4715","pseudo"
"4716","pseudo"
"4717","pseudo"
"4718","real"
"4719","real"
"4720","pseudo"
"4721","pseudo"
"4722","real"
"4723","real"
"4724","real"
"4725","pseudo"
"4726","real"
"4727","pseudo"
"4728","pseudo"
"4729","real"
"4730","real"
"4731","pseudo"
"4732","pseudo"
"4733","pseudo"
"4734","real"
"4735","pseudo"
"4736","real"
"4737","real"
"4738","pseudo"
"4739","pseudo"
"4740","pseudo"
"4741","real"
"4742","pseudo"
"4743","real"
"4744","pseudo"
"4745","real"
"4746","real"
"4747","real"
"4748","real"
"4749","real"
"4750","real"
"4751","real"
"4752","real"
"4753","real"
"4754","pseudo"
"4755","pseudo"
"4756","pseudo"
"4757","pseudo"
"4758","pseudo"
"4759","real"
"4760","pseudo"
"4761","real"
"4762","pseudo"
"4763","real"
"4764","real"
"4765","real"
"4766","pseudo"
"4767","pseudo"
"4768","pseudo"
"4769","pseudo"
"4770","pseudo"
"4771","pseudo"
"4772","real"
"4773","pseudo"
"4774","real"
"4775","pseudo"
"4776","real"
"4777","real"
"4778","real"
"4779","pseudo"
"4780","pseudo"
"4781","pseudo"
"4782","pseudo"
"4783","pseudo"
"4784","real"
"4785","real"
"4786","pseudo"
"4787","real"
"4788","pseudo"
"4789","real"
"4790","pseudo"
"4791","real"
"4792","real"
"4793","pseudo"
"4794","pseudo"
"4795","pseudo"
"4796","real"
"4797","real"
"4798","real"
"4799","pseudo"
"4800","pseudo"
"4801","pseudo"
"4802","pseudo"
"4803","real"
"4804","real"
"4805","pseudo"
"4806","pseudo"
"4807","real"
"4808","real"
"4809","real"
"4810","real"
"4811","pseudo"
"4812","pseudo"
"4813","real"
"4814","real"
"4815","pseudo"
"4816","real"
"4817","real"
"4818","real"
"4819","pseudo"
"4820","real"
"4821","real"
"4822","pseudo"
"4823","real"
"4824","pseudo"
"4825","real"
"4826","pseudo"
"4827","pseudo"
"4828","pseudo"
"4829","real"
"4830","pseudo"
"4831","pseudo"
"4832","real"
"4833","pseudo"
"4834","pseudo"
"4835","real"
"4836","pseudo"
"4837","real"
"4838","pseudo"
"4839","pseudo"
"4840","pseudo"
"4841","pseudo"
"4842","pseudo"
"4843","real"
"4844","real"
"4845","real"
"4846","pseudo"
"4847","pseudo"
"4848","pseudo"
"4849","real"
"4850","real"
"4851","real"
"4852","pseudo"
"4853","pseudo"
"4854","real"
"4855","pseudo"
"4856","real"
"4857","real"
"4858","pseudo"
"4859","real"
"4860","pseudo"
"4861","real"
"4862","real"
"4863","pseudo"
"4864","real"
"4865","pseudo"
"4866","real"
"4867","pseudo"
"4868","real"
"4869","real"
"4870","pseudo"
"4871","pseudo"
"4872","real"
"4873","real"
"4874","pseudo"
"4875","real"
"4876","pseudo"
"4877","real"
"4878","pseudo"
"4879","pseudo"
"4880","pseudo"
"4881","pseudo"
"4882","real"
"4883","real"
"4884","pseudo"
"4885","real"
"4886","pseudo"
"4887","real"
"4888","pseudo"
"4889","pseudo"
"4890","real"
"4891","pseudo"
"4892","real"
"4893","pseudo"
"4894","real"
"4895","pseudo"
"4896","real"
"4897","real"
"4898","pseudo"
"4899","real"
"4900","real"
"4901","pseudo"
"4902","real"
"4903","real"
"4904","real"
"4905","real"
"4906","pseudo"
"4907","pseudo"
"4908","real"
"4909","real"
"4910","real"
"4911","pseudo"
"4912","pseudo"
"4913","pseudo"
"4914","pseudo"
"4915","pseudo"
"4916","pseudo"
"4917","real"
"4918","pseudo"
"4919","pseudo"
"4920","real"
"4921","real"
"4922","real"
"4923","real"
"4924","pseudo"
"4925","pseudo"
"4926","real"
"4927","pseudo"
"4928","pseudo"
"4929","real"
"4930","real"
"4931","real"
"4932","real"
"4933","real"
"4934","real"
"4935","real"
"4936","pseudo"
"4937","pseudo"
"4938","real"
"4939","real"
"4940","pseudo"
"4941","pseudo"
"4942","real"
"4943","pseudo"
"4944","pseudo"
"4945","pseudo"
"4946","pseudo"
"4947","pseudo"
"4948","real"
"4949","real"
"4950","real"
"4951","real"
"4952","real"
"4953","pseudo"
"4954","real"
"4955","pseudo"
"4956","real"
"4957","pseudo"
"4958","pseudo"
"4959","pseudo"
"4960","pseudo"
"4961","real"
"4962","real"
"4963","pseudo"
"4964","real"
"4965","pseudo"
"4966","pseudo"
"4967","real"
"4968","pseudo"
"4969","pseudo"
"4970","pseudo"
"4971","real"
"4972","pseudo"
"4973","pseudo"
"4974","pseudo"
"4975","real"
"4976","real"
"4977","pseudo"
"4978","real"
"4979","real"
"4980","pseudo"
"4981","real"
"4982","real"
"4983","pseudo"
"4984","pseudo"
"4985","real"
"4986","real"
"4987","pseudo"
"4988","pseudo"
"4989","real"
"4990","real"
"4991","pseudo"
"4992","pseudo"
"4993","real"
"4994","pseudo"
"4995","pseudo"
"4996","pseudo"
"4997","real"
"4998","real"
"4999","real"
"5000","real"
"5001","pseudo"
"5002","pseudo"
"5003","real"
"5004","real"
"5005","real"
"5006","pseudo"
"5007","pseudo"
"5008","real"
"5009","pseudo"
"5010","pseudo"
"5011","real"
"5012","real"
"5013","real"
"5014","pseudo"
"5015","pseudo"
"5016","real"
"5017","real"
"5018","pseudo"
"5019","real"
"5020","real"
"5021","real"
"5022","pseudo"
"5023","pseudo"
"5024","pseudo"
"5025","real"
"5026","pseudo"
"5027","real"
"5028","pseudo"
"5029","pseudo"
"5030","real"
"5031","pseudo"
"5032","real"
"5033","pseudo"
"5034","pseudo"
"5035","real"
"5036","pseudo"
"5037","real"
"5038","real"
"5039","real"
"5040","pseudo"
"5041","real"
"5042","real"
"5043","pseudo"
"5044","pseudo"
"5045","real"
"5046","real"
"5047","real"
"5048","pseudo"
"5049","pseudo"
"5050","real"
"5051","pseudo"
