"","realpseudo"
"1760","real"
"1761","real"
"1762","pseudo"
"1763","pseudo"
"1764","real"
"1765","real"
"1766","real"
"1767","real"
"1768","pseudo"
"1769","pseudo"
"1770","real"
"1771","pseudo"
"1772","real"
"1773","real"
"1774","real"
"1775","real"
"1776","pseudo"
"1777","pseudo"
"1778","real"
"1779","real"
"1780","real"
"1781","real"
"1782","pseudo"
"1783","pseudo"
"1784","real"
"1785","pseudo"
"1786","real"
"1787","real"
"1788","pseudo"
"1789","pseudo"
"1790","pseudo"
"1791","pseudo"
"1792","pseudo"
"1793","pseudo"
"1794","pseudo"
"1795","real"
"1796","real"
"1797","pseudo"
"1798","pseudo"
"1799","real"
"1800","pseudo"
"1801","real"
"1802","pseudo"
"1803","pseudo"
"1804","pseudo"
"1805","pseudo"
"1806","real"
"1807","real"
"1808","pseudo"
"1809","pseudo"
"1810","real"
"1811","real"
"1812","pseudo"
"1813","real"
"1814","pseudo"
"1815","pseudo"
"1816","real"
"1817","pseudo"
"1818","pseudo"
"1819","pseudo"
"1820","real"
"1821","pseudo"
"1822","pseudo"
"1823","real"
"1824","real"
"1825","real"
"1826","real"
"1827","pseudo"
"1828","pseudo"
"1829","pseudo"
"1830","real"
"1831","pseudo"
"1832","pseudo"
"1833","real"
"1834","pseudo"
"1835","real"
"1836","real"
"1837","real"
"1838","pseudo"
"1839","pseudo"
"1840","pseudo"
"1841","pseudo"
"1842","pseudo"
"1843","real"
"1844","pseudo"
"1845","pseudo"
"1846","real"
"1847","pseudo"
"1848","pseudo"
"1849","pseudo"
"1850","real"
"1851","pseudo"
"1852","pseudo"
"1853","pseudo"
"1854","real"
"1855","pseudo"
"1856","real"
"1857","real"
"1858","pseudo"
"1859","real"
"1860","pseudo"
"1861","real"
"1862","real"
"1863","pseudo"
"1864","real"
"1865","real"
"1866","real"
"1867","real"
"1868","real"
"1869","pseudo"
"1870","pseudo"
"1871","real"
"1872","real"
"1873","real"
"1874","real"
"1875","pseudo"
"1876","real"
"1877","real"
"1878","real"
"1879","real"
"1880","real"
"1881","pseudo"
"1882","pseudo"
"1883","pseudo"
"1884","real"
"1885","real"
"1886","real"
"1887","pseudo"
"1888","pseudo"
"1889","real"
"1890","pseudo"
"1891","pseudo"
"1892","real"
"1893","pseudo"
"1894","real"
"1895","real"
"1896","pseudo"
"1897","real"
"1898","real"
"1899","real"
"1900","pseudo"
"1901","real"
"1902","real"
"1903","pseudo"
"1904","pseudo"
"1905","pseudo"
"1906","pseudo"
"1907","pseudo"
"1908","real"
"1909","pseudo"
"1910","real"
"1911","pseudo"
"1912","real"
"1913","pseudo"
"1914","real"
"1915","real"
"1916","pseudo"
"1917","real"
"1918","pseudo"
"1919","real"
"1920","real"
"1921","real"
"1922","real"
"1923","pseudo"
"1924","pseudo"
"1925","pseudo"
"1926","real"
"1927","pseudo"
"1928","real"
"1929","pseudo"
"1930","real"
"1931","real"
"1932","real"
"1933","pseudo"
"1934","pseudo"
"1935","real"
"1936","real"
"1937","real"
"1938","pseudo"
"1939","pseudo"
"1940","real"
"1941","pseudo"
"1942","real"
"1943","pseudo"
"1944","pseudo"
"1945","pseudo"
"1946","real"
"1947","real"
"1948","real"
"1949","pseudo"
"1950","real"
"1951","real"
"1952","pseudo"
"1953","real"
"1954","pseudo"
"1955","pseudo"
"1956","real"
"1957","pseudo"
"1958","real"
"1959","pseudo"
"1960","real"
"1961","pseudo"
"1962","pseudo"
"1963","pseudo"
"1964","real"
"1965","real"
"1966","pseudo"
"1967","pseudo"
"1968","pseudo"
"1969","pseudo"
"1970","pseudo"
"1971","pseudo"
"1972","real"
"1973","pseudo"
"1974","pseudo"
"1975","real"
"1976","pseudo"
"1977","pseudo"
"1978","real"
"1979","real"
"1980","real"
"1981","real"
"1982","pseudo"
"1983","real"
"1984","real"
"1985","pseudo"
"1986","pseudo"
"1987","real"
"1988","pseudo"
"1989","real"
"1990","real"
"1991","pseudo"
"1992","real"
"1993","real"
"1994","real"
"1995","real"
"1996","real"
"1997","pseudo"
"1998","pseudo"
"1999","pseudo"
"2000","real"
"2001","pseudo"
"2002","real"
"2003","pseudo"
"2004","real"
"2005","real"
"2006","pseudo"
"2007","real"
"2008","pseudo"
"2009","pseudo"
"2010","real"
"2011","real"
"2012","pseudo"
"2013","real"
"2014","pseudo"
"2015","pseudo"
"2016","real"
"2017","real"
"2018","real"
"2019","real"
"2020","pseudo"
"2021","pseudo"
"2022","pseudo"
"2023","pseudo"
"2024","real"
"2025","real"
"2026","real"
"2027","pseudo"
"2028","real"
"2029","real"
"2030","real"
"2031","real"
"2032","pseudo"
"2033","pseudo"
"2034","pseudo"
"2035","pseudo"
"2036","real"
"2037","real"
"2038","real"
"2039","real"
"2040","pseudo"
"2041","real"
"2042","pseudo"
"2043","pseudo"
"2044","pseudo"
"2045","real"
"2046","pseudo"
"2047","real"
"2048","real"
"2049","real"
"2050","real"
"2051","real"
"2052","real"
"2053","real"
"2054","real"
"2055","pseudo"
"2056","real"
"2057","real"
"2058","pseudo"
"2059","pseudo"
"2060","real"
"2061","real"
"2062","pseudo"
"2063","pseudo"
"2064","pseudo"
"2065","pseudo"
"2066","real"
"2067","pseudo"
"2068","real"
"2069","pseudo"
"2070","real"
"2071","pseudo"
"2072","pseudo"
"2073","pseudo"
"2074","pseudo"
"2075","real"
"2076","real"
"2077","real"
"2078","pseudo"
"2079","pseudo"
"2080","real"
"2081","pseudo"
"2082","real"
"2083","pseudo"
"2084","pseudo"
"2085","pseudo"
"2086","pseudo"
"2087","real"
"2088","real"
"2089","pseudo"
"2090","pseudo"
"2091","pseudo"
"2092","pseudo"
"2093","real"
"2094","pseudo"
"2095","real"
"2096","pseudo"
"2097","real"
"2098","pseudo"
"2099","real"
"2100","pseudo"
"2101","pseudo"
"2102","pseudo"
"2103","real"
"2104","pseudo"
"2105","real"
"2106","pseudo"
"2107","pseudo"
"2108","pseudo"
"2109","pseudo"
"2110","real"
"2111","pseudo"
"2112","pseudo"
"2113","real"
"2114","pseudo"
"2115","real"
"2116","real"
"2117","pseudo"
"2118","pseudo"
"2119","real"
"2120","real"
"2121","real"
"2122","pseudo"
"2123","pseudo"
"2124","real"
"2125","real"
"2126","real"
"2127","pseudo"
"2128","real"
"2129","real"
"2130","pseudo"
"2131","real"
"2132","real"
"2133","real"
"2134","pseudo"
"2135","pseudo"
"2136","real"
"2137","pseudo"
"2138","pseudo"
"2139","real"
"2140","pseudo"
"2141","pseudo"
"2142","real"
"2143","real"
"2144","pseudo"
"2145","real"
"2146","pseudo"
"2147","pseudo"
"2148","real"
"2149","pseudo"
"2150","real"
"2151","real"
"2152","pseudo"
"2153","pseudo"
"2154","pseudo"
"2155","real"
"2156","pseudo"
"2157","real"
"2158","pseudo"
"2159","real"
"2160","pseudo"
"2161","real"
"2162","real"
"2163","real"
"2164","pseudo"
"2165","real"
"2166","real"
"2167","real"
"2168","pseudo"
"2169","real"
"2170","real"
"2171","pseudo"
"2172","pseudo"
"2173","real"
"2174","pseudo"
"2175","real"
"2176","pseudo"
"2177","pseudo"
"2178","pseudo"
"2179","real"
"2180","real"
"2181","pseudo"
"2182","real"
"2183","real"
"2184","pseudo"
"2185","pseudo"
"2186","pseudo"
"2187","pseudo"
"2188","real"
"2189","real"
"2190","pseudo"
"2191","pseudo"
"2192","pseudo"
"2193","real"
"2194","real"
"2195","real"
"2196","real"
"2197","pseudo"
"2198","real"
"2199","pseudo"
"2200","real"
"2201","pseudo"
"2202","pseudo"
"2203","real"
"2204","real"
"2205","real"
"2206","pseudo"
"2207","pseudo"
"2208","pseudo"
"2209","real"
"2210","real"
"2211","pseudo"
"2212","pseudo"
"2213","real"
"2214","real"
"2215","pseudo"
"2216","real"
"2217","pseudo"
"2218","real"
"2219","real"
"2220","real"
"2221","real"
"2222","pseudo"
"2223","pseudo"
"2224","real"
"2225","pseudo"
"2226","pseudo"
"2227","pseudo"
"2228","pseudo"
"2229","pseudo"
"2230","real"
"2231","pseudo"
"2232","pseudo"
"2233","real"
"2234","real"
"2235","pseudo"
"2236","real"
"2237","real"
"2238","real"
"2239","pseudo"
"2240","real"
"2241","real"
"2242","pseudo"
"2243","pseudo"
"2244","real"
"2245","pseudo"
"2246","pseudo"
"2247","pseudo"
"2248","real"
"2249","real"
"2250","real"
"2251","real"
"2252","pseudo"
"2253","real"
"2254","pseudo"
"2255","real"
"2256","pseudo"
"2257","real"
"2258","real"
"2259","pseudo"
"2260","pseudo"
"2261","real"
"2262","real"
"2263","pseudo"
"2264","pseudo"
"2265","real"
"2266","pseudo"
"2267","real"
"2268","real"
"2269","pseudo"
"2270","real"
"2271","real"
"2272","pseudo"
"2273","real"
"2274","pseudo"
"2275","real"
"2276","pseudo"
"2277","real"
"2278","real"
"2279","pseudo"
"2280","real"
"2281","real"
"2282","pseudo"
"2283","pseudo"
"2284","real"
"2285","pseudo"
"2286","pseudo"
"2287","pseudo"
"2288","pseudo"
"2289","real"
"2290","pseudo"
"2291","real"
"2292","real"
"2293","pseudo"
"2294","pseudo"
"2295","pseudo"
"2296","real"
"2297","real"
"2298","real"
"2299","pseudo"
"2300","pseudo"
"2301","pseudo"
"2302","pseudo"
"2303","real"
"2304","pseudo"
"2305","pseudo"
"2306","real"
"2307","real"
"2308","pseudo"
"2309","pseudo"
"2310","pseudo"
"2311","real"
"2312","pseudo"
"2313","real"
"2314","pseudo"
"2315","real"
"2316","real"
"2317","pseudo"
"2318","real"
"2319","pseudo"
"2320","pseudo"
"2321","pseudo"
"2322","pseudo"
"2323","real"
"2324","real"
"2325","real"
"2326","pseudo"
"2327","real"
"2328","pseudo"
"2329","pseudo"
"2330","pseudo"
"2331","pseudo"
"2332","real"
"2333","pseudo"
"2334","pseudo"
"2335","pseudo"
"2336","pseudo"
"2337","real"
"2338","pseudo"
"2339","pseudo"
"2340","pseudo"
"2341","pseudo"
"2342","pseudo"
"2343","real"
"2344","real"
"2345","pseudo"
"2346","real"
"2347","real"
"2348","pseudo"
"2349","pseudo"
"2350","real"
"2351","real"
"2352","real"
"2353","real"
"2354","pseudo"
"2355","real"
"2356","real"
"2357","real"
"2358","pseudo"
"2359","pseudo"
"2360","real"
"2361","pseudo"
"2362","real"
"2363","real"
"2364","pseudo"
"2365","real"
"2366","real"
"2367","real"
"2368","pseudo"
"2369","real"
"2370","real"
"2371","real"
"2372","pseudo"
"2373","pseudo"
"2374","real"
"2375","real"
"2376","real"
"2377","pseudo"
"2378","real"
"2379","real"
"2380","pseudo"
"2381","real"
"2382","pseudo"
"2383","real"
"2384","pseudo"
"2385","real"
"2386","pseudo"
"2387","pseudo"
"2388","real"
"2389","real"
"2390","real"
"2391","pseudo"
"2392","pseudo"
"2393","real"
"2394","real"
"2395","pseudo"
"2396","pseudo"
"2397","real"
"2398","real"
"2399","pseudo"
"2400","real"
"2401","real"
"2402","real"
"2403","pseudo"
"2404","pseudo"
"2405","pseudo"
"2406","real"
"2407","real"
"2408","pseudo"
"2409","real"
"2410","real"
"2411","real"
"2412","real"
"2413","real"
"2414","pseudo"
"2415","pseudo"
"2416","pseudo"
"2417","real"
"2418","pseudo"
"2419","pseudo"
"2420","real"
"2421","pseudo"
"2422","real"
"2423","real"
"2424","pseudo"
"2425","real"
"2426","pseudo"
"2427","pseudo"
"2428","pseudo"
"2429","real"
"2430","pseudo"
"2431","real"
"2432","pseudo"
"2433","pseudo"
"2434","pseudo"
"2435","real"
"2436","real"
"2437","real"
"2438","real"
"2439","pseudo"
"2440","pseudo"
"2441","pseudo"
"2442","real"
"2443","pseudo"
"2444","real"
"2445","pseudo"
"2446","real"
"2447","pseudo"
"2448","real"
"2449","pseudo"
"2450","real"
"2451","real"
"2452","pseudo"
"2453","real"
"2454","real"
"2455","real"
"2456","real"
"2457","real"
"2458","pseudo"
"2459","pseudo"
"2460","pseudo"
"2461","pseudo"
"2462","real"
"2463","pseudo"
"2464","real"
"2465","real"
"2466","real"
"2467","pseudo"
"2468","pseudo"
"2469","real"
"2470","pseudo"
"2471","pseudo"
"2472","pseudo"
"2473","real"
"2474","real"
"2475","real"
"2476","pseudo"
"2477","pseudo"
"2478","real"
"2479","pseudo"
"2480","pseudo"
"2481","real"
"2482","pseudo"
"2483","pseudo"
"2484","real"
"2485","real"
"2486","pseudo"
"2487","pseudo"
"2488","pseudo"
"2489","real"
"2490","pseudo"
"2491","pseudo"
"2492","pseudo"
"2493","real"
"2494","real"
"2495","real"
"2496","real"
"2497","real"
"2498","pseudo"
"2499","pseudo"
"2500","real"
"2501","pseudo"
"2502","pseudo"
"2503","real"
"2504","real"
"2505","pseudo"
"2506","real"
"2507","real"
"2508","real"
"2509","pseudo"
"2510","real"
"2511","pseudo"
"2512","real"
"2513","pseudo"
"2514","real"
"2515","real"
"2516","pseudo"
"2517","pseudo"
"2518","real"
"2519","pseudo"
"2520","real"
"2521","pseudo"
"2522","pseudo"
"2523","real"
"2524","pseudo"
"2525","real"
"2526","real"
"2527","real"
"2528","pseudo"
"2529","real"
"2530","pseudo"
"2531","real"
"2532","pseudo"
"2533","pseudo"
"2534","real"
"2535","real"
"2536","real"
"2537","real"
"2538","real"
"2539","pseudo"
"2540","real"
"2541","real"
"2542","real"
"2543","pseudo"
"2544","real"
"2545","pseudo"
"2546","real"
"2547","pseudo"
"2548","pseudo"
"2549","pseudo"
"2550","pseudo"
"2551","real"
"2552","pseudo"
"2553","pseudo"
"2554","real"
"2555","real"
"2556","real"
"2557","pseudo"
"2558","pseudo"
"2559","real"
"2560","pseudo"
"2561","real"
"2562","real"
"2563","real"
"2564","pseudo"
"2565","pseudo"
"2566","pseudo"
"2567","pseudo"
"2568","real"
"2569","pseudo"
"2570","pseudo"
"2571","pseudo"
"2572","pseudo"
"2573","pseudo"
"2574","pseudo"
"2575","pseudo"
"2576","pseudo"
"2577","real"
"2578","real"
"2579","pseudo"
"2580","real"
"2581","real"
"2582","pseudo"
"2583","pseudo"
"2584","pseudo"
"2585","pseudo"
"2586","real"
"2587","real"
"2588","real"
"2589","real"
"2590","real"
"2591","pseudo"
"2592","pseudo"
"2593","real"
"2594","real"
"2595","pseudo"
"2596","real"
"2597","real"
"2598","pseudo"
"2599","real"
"2600","pseudo"
"2601","real"
"2602","real"
"2603","real"
"2604","pseudo"
"2605","pseudo"
"2606","pseudo"
"2607","real"
"2608","pseudo"
"2609","pseudo"
"2610","pseudo"
"2611","real"
"2612","real"
"2613","real"
"2614","real"
"2615","real"
"2616","real"
"2617","real"
"2618","real"
"2619","real"
"2620","pseudo"
"2621","real"
"2622","real"
"2623","pseudo"
"2624","real"
"2625","pseudo"
"2626","pseudo"
"2627","pseudo"
"2628","real"
"2629","pseudo"
"2630","real"
"2631","real"
"2632","real"
"2633","pseudo"
"2634","real"
"2635","real"
"2636","real"
"2637","pseudo"
"2638","real"
"2639","real"
"2640","real"
"2641","pseudo"
"2642","real"
"2643","real"
"2644","real"
"2645","real"
"2646","real"
"2647","pseudo"
"2648","pseudo"
"2649","pseudo"
"2650","pseudo"
"2651","real"
"2652","real"
"2653","real"
"2654","real"
"2655","pseudo"
"2656","real"
"2657","pseudo"
"2658","pseudo"
"2659","real"
"2660","real"
"2661","pseudo"
"2662","pseudo"
"2663","real"
"2664","real"
"2665","pseudo"
"2666","pseudo"
"2667","pseudo"
"2668","pseudo"
"2669","pseudo"
"2670","pseudo"
"2671","real"
"2672","real"
"2673","pseudo"
"2674","pseudo"
"2675","pseudo"
"2676","pseudo"
"2677","pseudo"
"2678","pseudo"
"2679","real"
"2680","pseudo"
"2681","pseudo"
"2682","pseudo"
"2683","real"
"2684","pseudo"
"2685","pseudo"
"2686","pseudo"
"2687","pseudo"
"2688","pseudo"
"2689","pseudo"
"2690","pseudo"
"2691","pseudo"
"2692","real"
"2693","pseudo"
"2694","real"
"2695","real"
"2696","pseudo"
"2697","real"
"2698","pseudo"
"2699","real"
"2700","real"
"2701","real"
"2702","real"
"2703","real"
"2704","real"
"2705","pseudo"
"2706","real"
"2707","real"
"2708","pseudo"
"2709","pseudo"
"2710","real"
"2711","real"
"2712","pseudo"
"2713","real"
"2714","pseudo"
"2715","pseudo"
"2716","pseudo"
"2717","pseudo"
"2718","real"
"2719","real"
"2720","pseudo"
"2721","pseudo"
"2722","real"
"2723","real"
"2724","real"
"2725","pseudo"
"2726","real"
"2727","pseudo"
"2728","pseudo"
"2729","real"
"2730","real"
"2731","pseudo"
"2732","pseudo"
"2733","pseudo"
"2734","real"
"2735","pseudo"
"2736","real"
"2737","real"
"2738","pseudo"
"2739","pseudo"
"2740","pseudo"
"2741","real"
"2742","pseudo"
"2743","real"
"2744","pseudo"
"2745","real"
"2746","real"
"2747","real"
"2748","real"
"2749","real"
"2750","real"
"2751","real"
"2752","real"
"2753","real"
"2754","pseudo"
"2755","pseudo"
"2756","pseudo"
"2757","pseudo"
"2758","pseudo"
"2759","real"
"2760","pseudo"
"2761","real"
"2762","pseudo"
"2763","real"
"2764","real"
"2765","real"
"2766","pseudo"
"2767","pseudo"
"2768","pseudo"
"2769","pseudo"
"2770","pseudo"
"2771","pseudo"
"2772","real"
"2773","pseudo"
"2774","real"
"2775","pseudo"
"2776","real"
"2777","real"
"2778","real"
"2779","pseudo"
"2780","pseudo"
"2781","pseudo"
"2782","pseudo"
"2783","pseudo"
"2784","real"
"2785","real"
"2786","pseudo"
"2787","real"
"2788","pseudo"
"2789","real"
"2790","pseudo"
"2791","real"
"2792","real"
"2793","pseudo"
"2794","pseudo"
"2795","pseudo"
"2796","real"
"2797","real"
"2798","real"
"2799","pseudo"
"2800","pseudo"
"2801","pseudo"
"2802","pseudo"
"2803","real"
"2804","real"
"2805","pseudo"
"2806","pseudo"
"2807","real"
"2808","real"
"2809","real"
"2810","real"
"2811","pseudo"
"2812","pseudo"
"2813","real"
"2814","real"
"2815","pseudo"
"2816","real"
"2817","real"
"2818","real"
"2819","pseudo"
"2820","real"
"2821","real"
"2822","pseudo"
"2823","real"
"2824","pseudo"
"2825","real"
"2826","pseudo"
"2827","pseudo"
"2828","pseudo"
"2829","real"
"2830","pseudo"
"2831","pseudo"
"2832","real"
"2833","pseudo"
"2834","pseudo"
"2835","real"
"2836","pseudo"
"2837","real"
"2838","pseudo"
"2839","pseudo"
"2840","pseudo"
"2841","pseudo"
"2842","pseudo"
"2843","real"
"2844","real"
"2845","real"
"2846","pseudo"
"2847","pseudo"
"2848","pseudo"
"2849","real"
"2850","real"
"2851","real"
"2852","pseudo"
"2853","pseudo"
"2854","real"
"2855","pseudo"
"2856","real"
"2857","real"
"2858","pseudo"
"2859","real"
"2860","pseudo"
"2861","real"
"2862","real"
"2863","pseudo"
"2864","real"
"2865","pseudo"
"2866","real"
"2867","pseudo"
"2868","real"
"2869","real"
"2870","pseudo"
"2871","pseudo"
"2872","real"
"2873","real"
"2874","pseudo"
"2875","real"
"2876","pseudo"
"2877","real"
"2878","pseudo"
"2879","pseudo"
"2880","pseudo"
"2881","pseudo"
"2882","real"
"2883","real"
"2884","pseudo"
"2885","real"
"2886","pseudo"
"2887","real"
"2888","pseudo"
"2889","pseudo"
"2890","real"
"2891","pseudo"
"2892","real"
"2893","pseudo"
"2894","real"
"2895","pseudo"
"2896","real"
"2897","real"
"2898","pseudo"
"2899","real"
"2900","real"
"2901","pseudo"
"2902","real"
"2903","real"
"2904","real"
"2905","real"
"2906","pseudo"
"2907","pseudo"
"2908","real"
"2909","real"
"2910","real"
"2911","pseudo"
"2912","pseudo"
"2913","pseudo"
"2914","pseudo"
"2915","pseudo"
"2916","pseudo"
"2917","real"
"2918","pseudo"
"2919","pseudo"
"2920","real"
"2921","real"
"2922","real"
"2923","real"
"2924","pseudo"
"2925","pseudo"
"2926","real"
"2927","pseudo"
"2928","pseudo"
"2929","real"
"2930","real"
"2931","real"
"2932","real"
"2933","real"
"2934","real"
"2935","real"
"2936","pseudo"
"2937","pseudo"
"2938","real"
"2939","real"
"2940","pseudo"
"2941","pseudo"
"2942","real"
"2943","pseudo"
"2944","pseudo"
"2945","pseudo"
"2946","pseudo"
"2947","pseudo"
"2948","real"
"2949","real"
"2950","real"
"2951","real"
"2952","real"
"2953","pseudo"
"2954","real"
"2955","pseudo"
"2956","real"
"2957","pseudo"
"2958","pseudo"
"2959","pseudo"
"2960","pseudo"
"2961","real"
"2962","real"
"2963","pseudo"
"2964","real"
"2965","pseudo"
"2966","pseudo"
"2967","real"
"2968","pseudo"
"2969","pseudo"
"2970","pseudo"
"2971","real"
"2972","pseudo"
"2973","pseudo"
"2974","pseudo"
"2975","real"
"2976","real"
"2977","pseudo"
"2978","real"
"2979","real"
"2980","pseudo"
"2981","real"
"2982","real"
"2983","pseudo"
"2984","pseudo"
"2985","real"
"2986","real"
"2987","pseudo"
"2988","pseudo"
"2989","real"
"2990","real"
"2991","pseudo"
"2992","pseudo"
"2993","real"
"2994","pseudo"
"2995","pseudo"
"2996","pseudo"
"2997","real"
"2998","real"
"2999","real"
"3000","real"
"3001","real"
"3002","pseudo"
"3003","pseudo"
"3004","real"
"3005","pseudo"
"3006","pseudo"
"3007","pseudo"
"3008","pseudo"
"3009","real"
"3010","pseudo"
"3011","real"
"3012","real"
"3013","real"
"3014","real"
"3015","pseudo"
"3016","pseudo"
"3017","pseudo"
"3018","real"
"3019","pseudo"
"3020","pseudo"
"3021","real"
"3022","real"
"3023","pseudo"
"3024","real"
"3025","pseudo"
"3026","pseudo"
"3027","real"
"3028","real"
"3029","real"
"3030","real"
"3031","real"
"3032","pseudo"
"3033","pseudo"
"3034","real"
"3035","pseudo"
"3036","real"
"3037","real"
"3038","pseudo"
"3039","real"
"3040","pseudo"
"3041","real"
"3042","pseudo"
"3043","pseudo"
"3044","real"
"3045","real"
"3046","real"
"3047","real"
"3048","pseudo"
"3049","real"
"3050","pseudo"
"3051","real"
"3052","pseudo"
"3053","pseudo"
"3054","real"
"3055","pseudo"
"3056","real"
"3057","pseudo"
"3058","pseudo"
"3059","pseudo"
"3060","real"
"3061","pseudo"
"3062","pseudo"
"3063","pseudo"
"3064","real"
"3065","pseudo"
"3066","real"
"3067","real"
"3068","real"
"3069","real"
"3070","pseudo"
"3071","pseudo"
"3072","real"
"3073","pseudo"
"3074","pseudo"
"3075","pseudo"
"3076","pseudo"
"3077","real"
"3078","pseudo"
"3079","pseudo"
"3080","real"
"3081","real"
"3082","real"
"3083","real"
"3084","pseudo"
"3085","pseudo"
"3086","pseudo"
"3087","real"
"3088","real"
"3089","pseudo"
"3090","real"
"3091","real"
"3092","real"
"3093","real"
"3094","real"
"3095","pseudo"
"3096","real"
"3097","real"
"3098","pseudo"
"3099","pseudo"
"3100","pseudo"
"3101","real"
"3102","pseudo"
"3103","real"
"3104","pseudo"
"3105","pseudo"
"3106","real"
"3107","pseudo"
"3108","real"
"3109","pseudo"
"3110","pseudo"
"3111","pseudo"
"3112","pseudo"
"3113","pseudo"
"3114","pseudo"
"3115","pseudo"
"3116","pseudo"
"3117","real"
"3118","real"
"3119","pseudo"
"3120","pseudo"
"3121","real"
"3122","pseudo"
"3123","real"
"3124","pseudo"
"3125","real"
"3126","pseudo"
"3127","pseudo"
"3128","pseudo"
"3129","real"
"3130","real"
"3131","real"
"3132","pseudo"
"3133","pseudo"
"3134","pseudo"
"3135","pseudo"
"3136","pseudo"
"3137","pseudo"
"3138","real"
"3139","pseudo"
"3140","pseudo"
"3141","pseudo"
"3142","pseudo"
"3143","real"
"3144","real"
"3145","pseudo"
"3146","pseudo"
"3147","pseudo"
"3148","real"
"3149","real"
"3150","real"
"3151","real"
"3152","real"
"3153","real"
"3154","pseudo"
"3155","real"
"3156","pseudo"
"3157","pseudo"
"3158","real"
"3159","real"
"3160","pseudo"
"3161","real"
"3162","real"
"3163","real"
"3164","real"
"3165","pseudo"
"3166","real"
"3167","pseudo"
"3168","real"
"3169","real"
"3170","real"
"3171","pseudo"
"3172","real"
"3173","real"
"3174","real"
"3175","pseudo"
"3176","real"
"3177","pseudo"
"3178","pseudo"
"3179","pseudo"
"3180","real"
"3181","real"
"3182","pseudo"
"3183","real"
"3184","real"
"3185","pseudo"
"3186","real"
"3187","real"
"3188","real"
"3189","pseudo"
"3190","real"
"3191","real"
"3192","pseudo"
"3193","pseudo"
"3194","real"
"3195","pseudo"
"3196","pseudo"
"3197","real"
"3198","real"
"3199","real"
"3200","real"
"3201","real"
"3202","real"
"3203","pseudo"
"3204","pseudo"
"3205","pseudo"
"3206","real"
"3207","real"
"3208","real"
"3209","pseudo"
"3210","real"
"3211","real"
"3212","pseudo"
"3213","real"
"3214","real"
"3215","real"
"3216","pseudo"
"3217","real"
"3218","real"
"3219","real"
"3220","pseudo"
"3221","real"
"3222","pseudo"
"3223","pseudo"
"3224","real"
"3225","pseudo"
"3226","real"
"3227","real"
"3228","pseudo"
"3229","pseudo"
"3230","pseudo"
"3231","pseudo"
"3232","pseudo"
"3233","pseudo"
"3234","real"
"3235","pseudo"
"3236","real"
"3237","pseudo"
"3238","real"
"3239","pseudo"
"3240","real"
"3241","real"
"3242","pseudo"
"3243","real"
"3244","pseudo"
"3245","pseudo"
"3246","pseudo"
"3247","pseudo"
"3248","pseudo"
"3249","pseudo"
"3250","pseudo"
"3251","real"
"3252","pseudo"
"3253","real"
"3254","pseudo"
"3255","pseudo"
"3256","real"
"3257","real"
"3258","pseudo"
"3259","pseudo"
"3260","pseudo"
"3261","real"
"3262","pseudo"
"3263","real"
"3264","pseudo"
"3265","pseudo"
"3266","real"
"3267","pseudo"
"3268","real"
"3269","real"
"3270","pseudo"
"3271","real"
"3272","real"
"3273","pseudo"
"3274","real"
"3275","real"
"3276","real"
"3277","pseudo"
"3278","pseudo"
"3279","pseudo"
"3280","real"
"3281","real"
"3282","real"
"3283","real"
"3284","pseudo"
"3285","real"
"3286","real"
"3287","pseudo"
"3288","pseudo"
"3289","real"
"3290","real"
"3291","real"
"3292","real"
"3293","pseudo"
"3294","real"
"3295","pseudo"
"3296","pseudo"
"3297","real"
"3298","pseudo"
"3299","pseudo"
"3300","real"
"3301","pseudo"
"3302","pseudo"
"3303","real"
"3304","pseudo"
"3305","real"
"3306","pseudo"
"3307","real"
"3308","pseudo"
"3309","pseudo"
"3310","real"
"3311","pseudo"
"3312","real"
"3313","pseudo"
"3314","real"
"3315","pseudo"
"3316","real"
"3317","pseudo"
"3318","real"
"3319","pseudo"
"3320","pseudo"
"3321","real"
"3322","real"
"3323","real"
"3324","real"
"3325","real"
"3326","pseudo"
"3327","pseudo"
"3328","pseudo"
"3329","real"
"3330","real"
"3331","real"
"3332","pseudo"
"3333","pseudo"
"3334","real"
"3335","pseudo"
"3336","real"
"3337","pseudo"
"3338","real"
"3339","real"
"3340","real"
"3341","pseudo"
"3342","real"
"3343","pseudo"
"3344","pseudo"
"3345","pseudo"
"3346","pseudo"
"3347","real"
"3348","real"
"3349","real"
"3350","pseudo"
"3351","real"
"3352","real"
"3353","real"
"3354","pseudo"
"3355","real"
"3356","pseudo"
"3357","pseudo"
"3358","pseudo"
"3359","pseudo"
"3360","real"
"3361","real"
"3362","pseudo"
"3363","pseudo"
"3364","real"
"3365","real"
"3366","pseudo"
"3367","real"
"3368","pseudo"
"3369","pseudo"
"3370","pseudo"
"3371","real"
"3372","real"
"3373","real"
"3374","real"
"3375","real"
"3376","real"
"3377","real"
"3378","pseudo"
"3379","real"
"3380","pseudo"
"3381","real"
"3382","real"
"3383","real"
"3384","real"
"3385","pseudo"
"3386","pseudo"
"3387","pseudo"
"3388","pseudo"
"3389","pseudo"
"3390","real"
"3391","real"
"3392","real"
"3393","pseudo"
"3394","real"
"3395","pseudo"
"3396","pseudo"
"3397","pseudo"
"3398","pseudo"
"3399","pseudo"
"3400","pseudo"
"3401","pseudo"
"3402","real"
"3403","pseudo"
"3404","real"
"3405","pseudo"
