"","realpseudo"
"405","pseudo"
"406","real"
"407","pseudo"
"408","pseudo"
"409","real"
"410","pseudo"
"411","pseudo"
"412","pseudo"
"413","pseudo"
"414","real"
"415","real"
"416","pseudo"
"417","pseudo"
"418","real"
"419","pseudo"
"420","real"
"421","real"
"422","real"
"423","pseudo"
"424","pseudo"
"425","pseudo"
"426","pseudo"
"427","pseudo"
"428","real"
"429","real"
"430","pseudo"
"431","real"
"432","real"
"433","pseudo"
"434","real"
"435","real"
"436","real"
"437","pseudo"
"438","real"
"439","real"
"440","real"
"441","real"
"442","real"
"443","real"
"444","pseudo"
"445","real"
"446","real"
"447","pseudo"
"448","pseudo"
"449","pseudo"
"450","pseudo"
"451","real"
"452","real"
"453","real"
"454","real"
"455","pseudo"
"456","real"
"457","pseudo"
"458","real"
"459","pseudo"
"460","pseudo"
"461","real"
"462","pseudo"
"463","pseudo"
"464","real"
"465","pseudo"
"466","real"
"467","pseudo"
"468","real"
"469","pseudo"
"470","real"
"471","real"
"472","real"
"473","pseudo"
"474","pseudo"
"475","real"
"476","pseudo"
"477","real"
"478","real"
"479","real"
"480","pseudo"
"481","real"
"482","real"
"483","pseudo"
"484","pseudo"
"485","pseudo"
"486","real"
"487","real"
"488","real"
"489","pseudo"
"490","pseudo"
"491","real"
"492","real"
"493","pseudo"
"494","pseudo"
"495","real"
"496","pseudo"
"497","pseudo"
"498","pseudo"
"499","real"
"500","pseudo"
"501","pseudo"
"502","pseudo"
"503","real"
"504","pseudo"
"505","pseudo"
"506","pseudo"
"507","pseudo"
"508","real"
"509","real"
"510","pseudo"
"511","pseudo"
"512","real"
"513","pseudo"
"514","real"
"515","real"
"516","pseudo"
"517","real"
"518","real"
"519","pseudo"
"520","pseudo"
"521","pseudo"
"522","real"
"523","pseudo"
"524","real"
"525","real"
"526","pseudo"
"527","pseudo"
"528","real"
"529","real"
"530","real"
"531","pseudo"
"532","pseudo"
"533","pseudo"
"534","real"
"535","pseudo"
"536","real"
"537","real"
"538","pseudo"
"539","pseudo"
"540","pseudo"
"541","real"
"542","pseudo"
"543","real"
"544","pseudo"
"545","real"
"546","real"
"547","real"
"548","pseudo"
"549","real"
"550","real"
"551","real"
"552","pseudo"
"553","real"
"554","real"
"555","real"
"556","pseudo"
"557","real"
"558","real"
"559","real"
"560","real"
"561","real"
"562","real"
"563","pseudo"
"564","real"
"565","pseudo"
"566","pseudo"
"567","pseudo"
"568","real"
"569","pseudo"
"570","real"
"571","pseudo"
"572","pseudo"
"573","real"
"574","pseudo"
"575","pseudo"
"576","pseudo"
"577","pseudo"
"578","real"
"579","real"
"580","pseudo"
"581","real"
"582","pseudo"
"583","pseudo"
"584","pseudo"
"585","pseudo"
"586","real"
"587","real"
"588","real"
"589","pseudo"
"590","pseudo"
"591","pseudo"
"592","pseudo"
"593","real"
"594","real"
"595","pseudo"
"596","real"
"597","pseudo"
"598","real"
"599","real"
"600","real"
"601","real"
"602","real"
"603","pseudo"
"604","pseudo"
"605","real"
"606","pseudo"
"607","pseudo"
"608","pseudo"
"609","real"
"610","real"
"611","pseudo"
"612","real"
"613","real"
"614","real"
"615","pseudo"
"616","real"
"617","pseudo"
"618","pseudo"
"619","real"
"620","pseudo"
"621","pseudo"
"622","pseudo"
"623","real"
"624","pseudo"
"625","pseudo"
"626","real"
"627","pseudo"
"628","real"
"629","real"
"630","real"
"631","real"
"632","pseudo"
"633","pseudo"
"634","pseudo"
"635","real"
"636","real"
"637","pseudo"
"638","real"
"639","pseudo"
"640","pseudo"
"641","pseudo"
"642","real"
"643","real"
"644","pseudo"
"645","real"
"646","real"
"647","pseudo"
"648","real"
"649","real"
"650","pseudo"
"651","pseudo"
"652","real"
"653","real"
"654","pseudo"
"655","pseudo"
"656","pseudo"
"657","real"
"658","pseudo"
"659","real"
"660","pseudo"
"661","real"
"662","pseudo"
"663","pseudo"
"664","real"
"665","real"
"666","pseudo"
"667","real"
"668","real"
"669","real"
"670","pseudo"
"671","pseudo"
"672","real"
"673","pseudo"
"674","real"
"675","real"
"676","real"
"677","pseudo"
"678","pseudo"
"679","real"
"680","real"
"681","pseudo"
"682","pseudo"
"683","real"
"684","real"
"685","pseudo"
"686","pseudo"
"687","real"
"688","real"
"689","pseudo"
"690","pseudo"
"691","real"
"692","real"
"693","pseudo"
"694","pseudo"
"695","real"
"696","pseudo"
"697","pseudo"
"698","real"
"699","real"
"700","pseudo"
"701","real"
"702","real"
"703","real"
"704","real"
"705","pseudo"
"706","pseudo"
"707","pseudo"
"708","real"
"709","pseudo"
"710","pseudo"
"711","real"
"712","pseudo"
"713","pseudo"
"714","pseudo"
"715","real"
"716","pseudo"
"717","pseudo"
"718","real"
"719","real"
"720","real"
"721","pseudo"
"722","pseudo"
"723","pseudo"
"724","pseudo"
"725","pseudo"
"726","pseudo"
"727","real"
"728","real"
"729","pseudo"
"730","real"
"731","real"
"732","pseudo"
"733","real"
"734","real"
"735","real"
"736","pseudo"
"737","real"
"738","real"
"739","pseudo"
"740","real"
"741","real"
"742","pseudo"
"743","real"
"744","pseudo"
"745","real"
"746","pseudo"
"747","real"
"748","real"
"749","pseudo"
"750","pseudo"
"751","real"
"752","pseudo"
"753","real"
"754","real"
"755","pseudo"
"756","real"
"757","pseudo"
"758","pseudo"
"759","pseudo"
"760","real"
"761","pseudo"
"762","pseudo"
"763","real"
"764","real"
"765","real"
"766","real"
"767","real"
"768","pseudo"
"769","pseudo"
"770","pseudo"
"771","real"
"772","pseudo"
"773","pseudo"
"774","pseudo"
"775","pseudo"
"776","pseudo"
"777","real"
"778","pseudo"
"779","real"
"780","real"
"781","real"
"782","real"
"783","pseudo"
"784","pseudo"
"785","real"
"786","real"
"787","real"
"788","real"
"789","pseudo"
"790","real"
"791","real"
"792","real"
"793","pseudo"
"794","real"
"795","pseudo"
"796","pseudo"
"797","real"
"798","pseudo"
"799","pseudo"
"800","pseudo"
"801","real"
"802","real"
"803","pseudo"
"804","real"
"805","real"
"806","real"
"807","real"
"808","real"
"809","pseudo"
"810","real"
"811","real"
"812","real"
"813","real"
"814","pseudo"
"815","real"
"816","pseudo"
"817","real"
"818","pseudo"
"819","pseudo"
"820","pseudo"
"821","real"
"822","real"
"823","real"
"824","pseudo"
"825","pseudo"
"826","real"
"827","pseudo"
"828","pseudo"
"829","pseudo"
"830","pseudo"
"831","pseudo"
"832","real"
"833","pseudo"
"834","pseudo"
"835","real"
"836","real"
"837","real"
"838","pseudo"
"839","pseudo"
"840","real"
"841","pseudo"
"842","real"
"843","real"
"844","pseudo"
"845","real"
"846","real"
"847","pseudo"
"848","pseudo"
"849","real"
"850","pseudo"
"851","pseudo"
"852","pseudo"
"853","pseudo"
"854","pseudo"
"855","real"
"856","pseudo"
"857","pseudo"
"858","pseudo"
"859","real"
"860","pseudo"
"861","real"
"862","real"
"863","real"
"864","real"
"865","pseudo"
"866","real"
"867","real"
"868","real"
"869","pseudo"
"870","pseudo"
"871","pseudo"
"872","pseudo"
"873","pseudo"
"874","pseudo"
"875","real"
"876","real"
"877","real"
"878","pseudo"
"879","pseudo"
"880","pseudo"
"881","real"
"882","real"
"883","real"
"884","pseudo"
"885","real"
"886","pseudo"
"887","pseudo"
"888","pseudo"
"889","pseudo"
"890","real"
"891","real"
"892","real"
"893","pseudo"
"894","pseudo"
"895","real"
"896","real"
"897","real"
"898","pseudo"
"899","pseudo"
"900","real"
"901","real"
"902","real"
"903","pseudo"
"904","real"
"905","pseudo"
"906","pseudo"
"907","real"
"908","real"
"909","pseudo"
"910","real"
"911","pseudo"
"912","pseudo"
"913","real"
"914","real"
"915","pseudo"
"916","real"
"917","real"
"918","pseudo"
"919","pseudo"
"920","real"
"921","real"
"922","real"
"923","pseudo"
"924","pseudo"
"925","pseudo"
"926","pseudo"
"927","pseudo"
"928","real"
"929","pseudo"
"930","pseudo"
"931","pseudo"
"932","pseudo"
"933","pseudo"
"934","real"
"935","pseudo"
"936","real"
"937","real"
"938","real"
"939","pseudo"
"940","real"
"941","real"
"942","pseudo"
"943","pseudo"
"944","pseudo"
"945","real"
"946","real"
"947","pseudo"
"948","pseudo"
"949","real"
"950","pseudo"
"951","pseudo"
"952","pseudo"
"953","pseudo"
"954","real"
"955","pseudo"
"956","pseudo"
"957","real"
"958","real"
"959","real"
"960","pseudo"
"961","real"
"962","real"
"963","real"
"964","pseudo"
"965","real"
"966","real"
"967","pseudo"
"968","pseudo"
"969","pseudo"
"970","real"
"971","real"
"972","real"
"973","real"
"974","pseudo"
"975","pseudo"
"976","pseudo"
"977","real"
"978","real"
"979","pseudo"
"980","real"
"981","real"
"982","real"
"983","real"
"984","pseudo"
"985","real"
"986","pseudo"
"987","pseudo"
"988","pseudo"
"989","real"
"990","real"
"991","pseudo"
"992","real"
"993","pseudo"
"994","real"
"995","pseudo"
"996","real"
"997","real"
"998","real"
"999","pseudo"
"1000","pseudo"
"1001","pseudo"
"1002","real"
"1003","real"
"1004","real"
"1005","real"
"1006","real"
"1007","real"
"1008","real"
"1009","real"
"1010","pseudo"
"1011","pseudo"
"1012","real"
"1013","pseudo"
"1014","real"
"1015","pseudo"
"1016","pseudo"
"1017","pseudo"
"1018","real"
"1019","pseudo"
"1020","real"
"1021","pseudo"
"1022","real"
"1023","pseudo"
"1024","pseudo"
"1025","pseudo"
"1026","pseudo"
"1027","pseudo"
"1028","pseudo"
"1029","real"
"1030","pseudo"
"1031","real"
"1032","pseudo"
"1033","real"
"1034","real"
"1035","real"
"1036","pseudo"
"1037","real"
"1038","real"
"1039","real"
"1040","pseudo"
"1041","pseudo"
"1042","pseudo"
"1043","real"
"1044","real"
"1045","real"
"1046","real"
"1047","pseudo"
"1048","real"
"1049","pseudo"
"1050","real"
"1051","pseudo"
"1052","pseudo"
"1053","real"
"1054","pseudo"
"1055","pseudo"
"1056","pseudo"
"1057","pseudo"
"1058","real"
"1059","real"
"1060","pseudo"
"1061","pseudo"
"1062","real"
"1063","real"
"1064","pseudo"
"1065","pseudo"
"1066","pseudo"
"1067","pseudo"
"1068","pseudo"
"1069","real"
"1070","real"
"1071","real"
"1072","pseudo"
"1073","pseudo"
"1074","real"
"1075","pseudo"
"1076","real"
"1077","pseudo"
"1078","real"
"1079","pseudo"
"1080","pseudo"
"1081","real"
"1082","pseudo"
"1083","pseudo"
"1084","real"
"1085","real"
"1086","real"
"1087","pseudo"
"1088","real"
"1089","pseudo"
"1090","pseudo"
"1091","real"
"1092","real"
"1093","real"
"1094","pseudo"
"1095","real"
"1096","real"
"1097","real"
"1098","pseudo"
"1099","real"
"1100","pseudo"
"1101","pseudo"
"1102","pseudo"
"1103","pseudo"
"1104","real"
"1105","pseudo"
"1106","pseudo"
"1107","real"
"1108","real"
"1109","pseudo"
"1110","real"
"1111","real"
"1112","pseudo"
"1113","pseudo"
"1114","pseudo"
"1115","pseudo"
"1116","real"
"1117","real"
"1118","real"
"1119","real"
"1120","pseudo"
"1121","real"
"1122","real"
"1123","pseudo"
"1124","pseudo"
"1125","pseudo"
"1126","pseudo"
"1127","real"
"1128","pseudo"
"1129","real"
"1130","real"
"1131","real"
"1132","real"
"1133","pseudo"
"1134","pseudo"
"1135","real"
"1136","real"
"1137","pseudo"
"1138","real"
"1139","pseudo"
"1140","pseudo"
"1141","real"
"1142","pseudo"
"1143","real"
"1144","real"
"1145","pseudo"
"1146","pseudo"
"1147","pseudo"
"1148","real"
"1149","real"
"1150","real"
"1151","pseudo"
"1152","real"
"1153","pseudo"
"1154","pseudo"
"1155","real"
"1156","real"
"1157","pseudo"
"1158","real"
"1159","pseudo"
"1160","pseudo"
"1161","real"
"1162","pseudo"
"1163","real"
"1164","pseudo"
"1165","pseudo"
"1166","real"
"1167","pseudo"
"1168","real"
"1169","pseudo"
"1170","real"
"1171","pseudo"
"1172","real"
"1173","real"
"1174","pseudo"
"1175","pseudo"
"1176","pseudo"
"1177","pseudo"
"1178","real"
"1179","pseudo"
"1180","real"
"1181","real"
"1182","real"
"1183","real"
"1184","real"
"1185","real"
"1186","pseudo"
"1187","pseudo"
"1188","real"
"1189","real"
"1190","real"
"1191","real"
"1192","pseudo"
"1193","real"
"1194","pseudo"
"1195","pseudo"
"1196","pseudo"
"1197","real"
"1198","pseudo"
"1199","pseudo"
"1200","real"
"1201","pseudo"
"1202","real"
"1203","pseudo"
"1204","real"
"1205","pseudo"
"1206","real"
"1207","pseudo"
"1208","pseudo"
"1209","real"
"1210","real"
"1211","pseudo"
"1212","pseudo"
"1213","real"
"1214","real"
"1215","pseudo"
"1216","real"
"1217","real"
"1218","pseudo"
"1219","real"
"1220","pseudo"
"1221","real"
"1222","pseudo"
"1223","pseudo"
"1224","pseudo"
"1225","real"
"1226","pseudo"
"1227","real"
"1228","real"
"1229","pseudo"
"1230","pseudo"
"1231","real"
"1232","real"
"1233","pseudo"
"1234","real"
"1235","real"
"1236","real"
"1237","pseudo"
"1238","pseudo"
"1239","real"
"1240","pseudo"
"1241","pseudo"
"1242","real"
"1243","pseudo"
"1244","pseudo"
"1245","real"
"1246","pseudo"
"1247","real"
"1248","pseudo"
"1249","real"
"1250","real"
"1251","real"
"1252","pseudo"
"1253","real"
"1254","pseudo"
"1255","pseudo"
"1256","pseudo"
"1257","real"
"1258","pseudo"
"1259","real"
"1260","real"
"1261","real"
"1262","real"
"1263","pseudo"
"1264","real"
"1265","real"
"1266","pseudo"
"1267","pseudo"
"1268","real"
"1269","real"
"1270","pseudo"
"1271","real"
"1272","real"
"1273","pseudo"
"1274","pseudo"
"1275","pseudo"
"1276","real"
"1277","real"
"1278","pseudo"
"1279","pseudo"
"1280","real"
"1281","pseudo"
"1282","pseudo"
"1283","pseudo"
"1284","real"
"1285","pseudo"
"1286","pseudo"
"1287","real"
"1288","real"
"1289","pseudo"
"1290","pseudo"
"1291","real"
"1292","pseudo"
"1293","real"
"1294","real"
"1295","real"
"1296","real"
"1297","pseudo"
"1298","pseudo"
"1299","pseudo"
"1300","real"
"1301","real"
"1302","real"
"1303","pseudo"
"1304","pseudo"
"1305","pseudo"
"1306","real"
"1307","pseudo"
"1308","real"
"1309","pseudo"
"1310","real"
"1311","real"
"1312","real"
"1313","pseudo"
"1314","real"
"1315","pseudo"
"1316","real"
"1317","real"
"1318","pseudo"
"1319","real"
"1320","real"
"1321","pseudo"
"1322","real"
"1323","pseudo"
"1324","pseudo"
"1325","real"
"1326","pseudo"
"1327","real"
"1328","real"
"1329","real"
"1330","real"
"1331","pseudo"
"1332","pseudo"
"1333","real"
"1334","real"
"1335","pseudo"
"1336","pseudo"
"1337","pseudo"
"1338","real"
"1339","real"
"1340","real"
"1341","real"
"1342","pseudo"
"1343","pseudo"
"1344","pseudo"
"1345","real"
"1346","real"
"1347","real"
"1348","pseudo"
"1349","pseudo"
"1350","pseudo"
"1351","pseudo"
"1352","pseudo"
"1353","pseudo"
"1354","pseudo"
"1355","real"
"1356","pseudo"
"1357","pseudo"
"1358","pseudo"
"1359","real"
"1360","pseudo"
"1361","pseudo"
"1362","real"
"1363","pseudo"
"1364","pseudo"
"1365","real"
"1366","pseudo"
"1367","pseudo"
"1368","pseudo"
"1369","real"
"1370","real"
"1371","pseudo"
"1372","real"
"1373","pseudo"
"1374","pseudo"
"1375","pseudo"
"1376","real"
"1377","pseudo"
"1378","pseudo"
"1379","real"
"1380","real"
"1381","pseudo"
"1382","real"
"1383","real"
"1384","real"
"1385","pseudo"
"1386","real"
"1387","pseudo"
"1388","real"
"1389","real"
"1390","pseudo"
"1391","real"
"1392","pseudo"
"1393","pseudo"
"1394","real"
"1395","real"
"1396","real"
"1397","real"
"1398","real"
"1399","pseudo"
"1400","real"
"1401","real"
"1402","pseudo"
"1403","real"
"1404","pseudo"
"1405","pseudo"
"1406","real"
"1407","pseudo"
"1408","pseudo"
"1409","real"
"1410","real"
"1411","pseudo"
"1412","real"
"1413","real"
"1414","real"
"1415","real"
"1416","pseudo"
"1417","pseudo"
"1418","real"
"1419","real"
"1420","real"
"1421","real"
"1422","pseudo"
"1423","pseudo"
"1424","real"
"1425","pseudo"
"1426","real"
"1427","real"
"1428","pseudo"
"1429","real"
"1430","real"
"1431","pseudo"
"1432","pseudo"
"1433","pseudo"
"1434","real"
"1435","real"
"1436","pseudo"
"1437","pseudo"
"1438","real"
"1439","pseudo"
"1440","pseudo"
"1441","real"
"1442","real"
"1443","pseudo"
"1444","real"
"1445","real"
"1446","pseudo"
"1447","real"
"1448","pseudo"
"1449","real"
"1450","pseudo"
"1451","pseudo"
"1452","pseudo"
"1453","pseudo"
"1454","real"
"1455","real"
"1456","pseudo"
"1457","pseudo"
"1458","real"
"1459","pseudo"
"1460","real"
"1461","pseudo"
"1462","real"
"1463","real"
"1464","pseudo"
"1465","real"
"1466","pseudo"
"1467","pseudo"
"1468","real"
"1469","pseudo"
"1470","pseudo"
"1471","real"
"1472","real"
"1473","real"
"1474","pseudo"
"1475","real"
"1476","pseudo"
"1477","pseudo"
"1478","pseudo"
"1479","pseudo"
"1480","pseudo"
"1481","real"
"1482","real"
"1483","real"
"1484","real"
"1485","pseudo"
"1486","real"
"1487","real"
"1488","pseudo"
"1489","pseudo"
"1490","pseudo"
"1491","real"
"1492","real"
"1493","real"
"1494","real"
"1495","pseudo"
"1496","pseudo"
"1497","pseudo"
"1498","real"
"1499","pseudo"
"1500","pseudo"
"1501","real"
"1502","real"
"1503","real"
"1504","real"
"1505","real"
"1506","real"
"1507","real"
"1508","real"
"1509","real"
"1510","real"
"1511","real"
"1512","pseudo"
"1513","pseudo"
"1514","pseudo"
"1515","real"
"1516","pseudo"
"1517","real"
"1518","pseudo"
"1519","real"
"1520","pseudo"
"1521","real"
"1522","pseudo"
"1523","pseudo"
"1524","pseudo"
"1525","pseudo"
"1526","real"
"1527","pseudo"
"1528","pseudo"
"1529","pseudo"
"1530","real"
"1531","pseudo"
"1532","pseudo"
"1533","real"
"1534","real"
"1535","pseudo"
"1536","pseudo"
"1537","pseudo"
"1538","pseudo"
"1539","pseudo"
"1540","pseudo"
"1541","pseudo"
"1542","real"
"1543","real"
"1544","pseudo"
"1545","pseudo"
"1546","pseudo"
"1547","pseudo"
"1548","real"
"1549","pseudo"
"1550","pseudo"
"1551","real"
"1552","real"
"1553","real"
"1554","real"
"1555","pseudo"
"1556","pseudo"
"1557","real"
"1558","real"
"1559","pseudo"
"1560","pseudo"
"1561","real"
"1562","real"
"1563","real"
"1564","pseudo"
"1565","real"
"1566","real"
"1567","real"
"1568","real"
"1569","pseudo"
"1570","pseudo"
"1571","real"
"1572","pseudo"
"1573","pseudo"
"1574","real"
"1575","pseudo"
"1576","pseudo"
"1577","pseudo"
"1578","real"
"1579","pseudo"
"1580","real"
"1581","real"
"1582","real"
"1583","pseudo"
"1584","real"
"1585","pseudo"
"1586","real"
"1587","real"
"1588","pseudo"
"1589","pseudo"
"1590","real"
"1591","real"
"1592","pseudo"
"1593","real"
"1594","real"
"1595","pseudo"
"1596","real"
"1597","pseudo"
"1598","pseudo"
"1599","real"
"1600","pseudo"
"1601","pseudo"
"1602","pseudo"
"1603","real"
"1604","real"
"1605","pseudo"
"1606","pseudo"
"1607","pseudo"
"1608","real"
"1609","real"
"1610","pseudo"
"1611","pseudo"
"1612","pseudo"
"1613","pseudo"
"1614","real"
"1615","real"
"1616","real"
"1617","real"
"1618","pseudo"
"1619","pseudo"
"1620","real"
"1621","real"
"1622","real"
"1623","pseudo"
"1624","real"
"1625","pseudo"
"1626","pseudo"
"1627","pseudo"
"1628","real"
"1629","real"
"1630","real"
"1631","pseudo"
"1632","pseudo"
"1633","real"
"1634","pseudo"
"1635","pseudo"
"1636","pseudo"
"1637","pseudo"
"1638","real"
"1639","pseudo"
"1640","real"
"1641","pseudo"
"1642","real"
"1643","real"
"1644","pseudo"
"1645","pseudo"
"1646","real"
"1647","pseudo"
"1648","pseudo"
"1649","pseudo"
"1650","pseudo"
"1651","real"
"1652","real"
"1653","real"
"1654","pseudo"
"1655","pseudo"
"1656","pseudo"
"1657","real"
"1658","real"
"1659","pseudo"
"1660","real"
"1661","real"
"1662","real"
"1663","real"
"1664","real"
"1665","pseudo"
"1666","pseudo"
"1667","real"
"1668","pseudo"
"1669","real"
"1670","real"
"1671","pseudo"
"1672","real"
"1673","real"
"1674","pseudo"
"1675","real"
"1676","real"
"1677","pseudo"
"1678","real"
"1679","real"
"1680","real"
"1681","pseudo"
"1682","pseudo"
"1683","pseudo"
"1684","pseudo"
"1685","pseudo"
"1686","pseudo"
"1687","real"
"1688","pseudo"
"1689","real"
"1690","real"
"1691","real"
"1692","pseudo"
"1693","real"
"1694","real"
"1695","real"
"1696","pseudo"
"1697","real"
"1698","pseudo"
"1699","pseudo"
"1700","real"
"1701","pseudo"
"1702","real"
"1703","pseudo"
"1704","real"
"1705","real"
"1706","pseudo"
"1707","real"
"1708","real"
"1709","real"
"1710","real"
"1711","pseudo"
"1712","pseudo"
"1713","pseudo"
"1714","pseudo"
"1715","pseudo"
"1716","real"
"1717","pseudo"
"1718","pseudo"
"1719","real"
"1720","pseudo"
"1721","real"
"1722","pseudo"
"1723","real"
"1724","real"
"1725","real"
"1726","real"
"1727","pseudo"
"1728","real"
"1729","pseudo"
"1730","pseudo"
"1731","pseudo"
"1732","real"
"1733","real"
"1734","real"
"1735","real"
"1736","pseudo"
"1737","pseudo"
"1738","pseudo"
"1739","pseudo"
"1740","real"
"1741","real"
"1742","pseudo"
"1743","pseudo"
"1744","pseudo"
"1745","real"
"1746","pseudo"
"1747","pseudo"
"1748","pseudo"
"1749","real"
"1750","pseudo"
"1751","pseudo"
"1752","real"
"1753","real"
"1754","real"
"1755","pseudo"
"1756","real"
"1757","real"
"1758","real"
"1759","pseudo"
"1760","pseudo"
"1761","pseudo"
"1762","real"
