"","subj","word","rt","acc","wordLength","realpseudo","visit_age"
"6001",16,"roder",1.39822,1,5,"pseudo",28.6666666666667
"6002",16,"stain",0.69246,1,5,"real",28.6666666666667
"6003",16,"kind",0.610215,1,4,"real",28.6666666666667
"6004",16,"de",0.73311,1,2,"pseudo",28.6666666666667
"6005",16,"immiterise",0.739295,1,10,"pseudo",28.6666666666667
"6006",16,"fish",0.649935,1,4,"real",28.6666666666667
"6007",16,"ways",0.54099,1,4,"real",28.6666666666667
"6008",16,"arsher",0.569465,1,6,"pseudo",28.6666666666667
"6009",16,"arm",0.606805,1,3,"real",28.6666666666667
"6010",16,"resolve",0.80183,1,7,"real",28.6666666666667
"6011",16,"hom",0.85103,1,3,"pseudo",28.6666666666667
"6012",16,"stass",0.669795,1,5,"pseudo",28.6666666666667
"6013",16,"strange",0.617245,1,7,"real",28.6666666666667
"6014",16,"appropriates",0.738115,1,12,"real",28.6666666666667
"6015",16,"seadrill",0.69446,1,8,"pseudo",28.6666666666667
"6016",16,"stail",0.744035,1,5,"pseudo",28.6666666666667
"6017",16,"stop",0.565655,1,4,"real",28.6666666666667
"6018",16,"ase",0.58605,1,3,"pseudo",28.6666666666667
"6019",16,"special",0.5856,1,7,"real",28.6666666666667
"6020",16,"acquisitiveness",0.716535,0,15,"real",28.6666666666667
"6021",16,"tice",0.849355,1,4,"pseudo",28.6666666666667
"6022",16,"idthepiates",0.76998,1,11,"pseudo",28.6666666666667
"6023",16,"alk",0.71669,1,3,"pseudo",28.6666666666667
"6024",16,"warpen",0.76711,1,6,"pseudo",28.6666666666667
"6025",16,"business",0.686485,1,8,"real",28.6666666666667
"6026",16,"cow",0.71858,1,3,"real",28.6666666666667
"6027",16,"mun",0.60202,1,3,"pseudo",28.6666666666667
"6028",16,"distance",0.705735,1,8,"real",28.6666666666667
"6029",16,"answer",0.61834,1,6,"real",28.6666666666667
"6030",16,"impoverish",0.724055,1,10,"real",28.6666666666667
"6031",16,"river",0.5358,1,5,"real",28.6666666666667
"6032",16,"bangs",0.7342,1,5,"real",28.6666666666667
"6033",16,"wared",0.68429,1,5,"pseudo",28.6666666666667
"6034",16,"ston",0.935465,1,4,"pseudo",28.6666666666667
"6035",16,"stamp",0.63853,1,5,"real",28.6666666666667
"6036",16,"molk",0.81443,1,4,"pseudo",28.6666666666667
"6037",16,"imagine",0.765875,1,7,"real",28.6666666666667
"6038",16,"land",0.63458,1,4,"real",28.6666666666667
"6039",16,"napery",0.713435,0,6,"real",28.6666666666667
"6040",16,"strarms",1.338855,1,7,"pseudo",28.6666666666667
"6041",16,"time",1.0356,1,4,"real",28.6666666666667
"6042",16,"han",1.164295,1,3,"pseudo",28.6666666666667
"6043",16,"runey",0.72325,1,5,"pseudo",28.6666666666667
"6044",16,"milk",0.716725,1,4,"real",28.6666666666667
"6045",16,"waves",0.771685,1,5,"real",28.6666666666667
"6046",16,"fattify",0.67065,1,7,"pseudo",28.6666666666667
"6047",16,"fatter",0.755755,1,6,"real",28.6666666666667
"6048",16,"swane",0.89137,1,5,"pseudo",28.6666666666667
"6049",16,"dooseful",0.622655,1,8,"pseudo",28.6666666666667
"6050",16,"jewel",0.610055,1,5,"real",28.6666666666667
"6051",16,"vosery",1.45097,1,6,"pseudo",28.6666666666667
"6052",16,"find",0.71978,1,4,"real",28.6666666666667
"6053",16,"ancrusinishness",0.75051,1,15,"pseudo",28.6666666666667
"6054",16,"collapse",0.734685,1,8,"real",28.6666666666667
"6055",16,"plane",0.751945,1,5,"real",28.6666666666667
"6056",16,"nop",0.591005,1,3,"pseudo",28.6666666666667
"6057",16,"man",0.601445,1,3,"real",28.6666666666667
"6058",16,"see",0.4741,1,3,"real",28.6666666666667
"6059",16,"te",0.600395,1,2,"pseudo",28.6666666666667
"6060",16,"doubtful",0.683305,1,8,"real",28.6666666666667
"6061",16,"collosks",0.613165,1,8,"pseudo",28.6666666666667
"6062",16,"contain",0.734535,1,7,"real",28.6666666666667
"6063",16,"imeyits",0.685695,1,7,"pseudo",28.6666666666667
"6064",16,"cok",0.540145,1,3,"pseudo",28.6666666666667
"6065",16,"fimp",0.70655,1,4,"pseudo",28.6666666666667
"6066",16,"kile",0.65129,1,4,"pseudo",28.6666666666667
