"","rt"
"146",1.54164
"147",1.139715
"148",0.90977
"149",1.59894
"150",2.784095
"151",1.99918
"152",0.9184
"153",1.06615
"154",1.398675
"155",1.13736
"156",0.705145
"157",1.399285
"158",0.799715
"159",0.867085
"160",0.714345
"161",1.07745
"162",0.880755
"163",1.582385
"164",0.84995
"165",1.612865
"166",1.073325
"167",1.586765
"168",1.462295
"169",1.00553
"170",0.765125
"171",1.115215
"172",0.63616
"173",0.58284
"174",1.699635
"175",1.013995
"176",1.178705
"177",1.109675
"178",0.89079
"179",15.43565
"180",1.35242
"181",1.31853
"182",1.10846
"183",0.74305
"184",0.938405
"185",1.704915
"186",0.96922
"187",1.199595
"188",0.88248
"189",1.120325
"190",1.367715
"191",0.917795
"192",4.76615
"193",17.83977
"194",1.238325
"195",0.984095
"196",0.969775
"197",2.64014
"198",1.345795
"199",1.13292
"200",1.60484
"201",1.50994
"202",0.78229
"203",0.9057
"204",1.42278
"205",0.75016
"206",1.275555
"207",0.90102
"208",0.73453
"209",0.75578
"210",0.63045
"211",1.07118
"212",0.809435
"213",0.71802
"214",0.907635
"215",4.949715
"216",1.12501
"217",0.8047
"218",1.15328
"219",0.80664
"220",0.77881
"221",0.62575
"222",1.698255
"223",1.29243
"224",1.435425
"225",0.76602
"226",0.949155
"227",2.9246
"228",1.20745
"229",3.28261
"230",0.83569
"231",0.964795
"232",1.153955
"233",0.63477
"234",0.6431
"235",2.964965
"236",1.32704
"237",1.254725
"238",1.814775
"239",2.32324
"240",1.13657
"241",0.90911
"242",1.016005
"243",0.78513
"244",0.961235
"245",0.68424
"246",1.090135
"247",1.13519
"248",1.06729
"249",0.693035
"250",2.853275
"251",1.54909
"252",0.867875
"253",0.898825
"254",0.949095
"255",1.6134
"256",2.01024
"257",1.224015
"258",0.99806
"259",1.39367
"260",1.230855
"261",0.8328
"262",1.718795
"263",0.91575
"264",1.555165
"265",1.621955
"266",1.180705
"267",0.91889
"268",17.75478
"269",0.851075
"270",1.76768
"271",1.22411
"272",1.39549
"273",2.781905
"274",0.866195
"275",1.08118
"276",0.880265
"277",1.36602
"278",1.473055
"279",0.740155
"280",0.98803
"281",1.04035
"282",0.77268
"283",1.104805
"284",0.64978
"285",1.06791
"286",2.883615
"287",1.43818
"288",1.33215
"289",1.843865
"290",1.364425
"291",2.30027
"292",1.667095
"293",0.68815
"294",0.62772
"295",0.982305
"296",1.825295
"297",0.83569
"298",0.91959
"299",1.083915
"300",1.183755
"301",1.51634
"302",0.77987
"303",0.9704
"304",0.7149
"305",0.880905
"306",0.98156
"307",0.80073
"308",0.88449
"309",0.94949
"310",0.783065
"311",0.80114
"312",0.69797
"313",0.84981
"314",1.4183
"315",0.99933
"316",0.99367
"317",0.67248
"318",0.80967
"319",0.95904
"320",2.666555
"321",11.137305
"322",1.16591
"323",13.461885
"324",1.354425
"325",0.916945
"326",14.37293
"327",0.93256
"328",0.92939
"329",2.392815
"330",2.497705
"331",9.567305
"332",1.298585
"333",0.836415
"334",0.751515
"335",1.273155
"336",1.69911
"337",1.150625
"338",0.95368
"339",2.066015
"340",1.081475
"341",0.63395
"342",1.05329
"343",1.04973
"344",1.03823
"345",0.8056
"346",1.251595
"347",1.869065
"348",0.69753
"349",0.827295
"350",0.735085
"351",1.618145
"352",0.837415
"353",1.31976
"354",0.66847
"355",0.79969
"356",0.479455
"357",0.97298
"358",0.62467
"359",1.10609
"360",0.921035
"361",0.567355
"362",0.67205
"363",1.43337
"364",0.71551
"365",1.490065
"366",1.11533
"367",1.022795
"368",1.039095
"369",1.35326
"370",0.787095
"371",2.32913
"372",3.214775
"373",2.71659
"374",1.41652
"375",0.69972
"376",1.01911
"377",1.54835
"378",1.414595
"379",1.96383
"380",0.81866
"381",0.982815
"382",0.853645
"383",2.097255
"384",0.752995
"385",1.498035
"386",1.333475
"387",0.85023
"388",0.782295
"389",1.041385
"390",0.721555
"391",1.33891
"392",0.680715
"393",0.9779
"394",0.831855
"395",1.225455
"396",0.789385
"397",0.9241
"398",1.004875
"399",0.73536
"400",1.3311
"401",1.0974
"402",3.88178
"403",1.35268
"404",0.950645
"405",0.785825
"406",0.786575
"407",1.63783
"408",0.799125
"409",0.784005
"410",0.830125
"411",0.630465
"412",0.865275
"413",0.86635
"414",1.283495
"415",1.7597
"416",1.43224
"417",1.081805
"418",1.33641
"419",2.43401
"420",1.435345
"421",1.442245
"422",2.82555
"423",1.859945
"424",1.16494
"425",1.866905
"426",0.76645
"427",1.139385
"428",0.96786
"429",1.5828
"430",1.258815
"431",0.774435
"432",0.66611
"433",1.73508
"434",0.70736
"435",0.706795
"436",0.753125
"437",0.97397
"438",1.146735
"439",2.313575
"440",1.015875
"441",1.402085
"442",0.93101
"443",1.28168
"444",1.492305
"445",0.721935
"446",0.85548
"447",1.310795
"448",1.32273
"449",1.526325
"450",0.539505
"451",1.61768
"452",0.666945
"453",0.716405
"454",0.77762
"455",0.749655
"456",0.647795
"457",0.921225
"458",1.33724
"459",2.181025
"460",1.16619
"461",0.638855
"462",0.901995
"463",1.149435
"464",0.714605
"465",1.244125
"466",0.98321
"467",1.026225
"468",0.688375
"469",1.30003
"470",0.901965
"471",0.861595
"472",0.58438
"473",0.963275
"474",1.0039
"475",0.683805
"476",0.86552
"477",0.98931
"478",0.847365
"479",0.79789
"480",1.14369
"481",1.558625
"482",0.895505
"483",0.60037
"484",1.35013
"485",1.050645
"486",0.681565
"487",0.964505
"488",0.6048
"489",0.92603
"490",0.97525
"491",0.788945
"492",0.74971
"493",0.95323
"494",0.92325
"495",1.382535
"496",1.18069
"497",0.83543
"498",1.218405
"499",0.990225
"500",0.910675
"501",1.504385
"502",1.099885
"503",1.76203
"504",0.967485
"505",3.29333
"506",1.14131
"507",1.014945
"508",1.3308
"509",0.942435
"510",4.34449
"511",0.976835
"512",1.601065
"513",1.33528
"514",1.710555
"515",1.698485
"516",1.36316
"517",1.120485
"518",3.26385
"519",2.38199
"520",4.90507
"521",2.849625
"522",2.340705
"523",1.557335
"524",1.794135
"525",1.727165
"526",1.420525
"527",1.34295
"528",1.71834
"529",1.095255
"530",0.943935
"531",2.240535
"532",13.118515
"533",7.450205
"534",1.810765
"535",5.515795
"536",2.407885
"537",2.50866
"538",4.04441
"539",1.51179
"540",3.62929
"541",3.20938
"542",0.944785
"543",1.144335
"544",0.965545
"545",1.33831
"546",1.272635
"547",1.338695
"548",0.99593
"549",0.859675
"550",0.773345
"551",0.826
"552",0.553895
"553",1.19208
"554",0.807275
"555",0.61447
"556",0.900995
"557",0.776785
"558",3.22535
"559",3.079655
"560",1.41158
"561",0.44788
"562",0.609245
"563",0.84324
"564",1.22713
"565",0.575805
"566",0.648335
"567",2.09615
"568",0.64041
"569",0.84981
"570",1.310435
"571",1.45648
"572",1.939165
"573",1.213955
"574",1.06556
"575",0.7144
"576",0.582185
"577",0.400995
"578",1.00741
"579",1.759735
"580",0.786965
"581",0.598355
"582",1.108505
"583",2.671315
"584",1.008245
"585",2.328855
"586",0.68827
"587",0.548205
"588",0.97177
"589",0.60903
"590",3.18248
"591",1.934885
"592",1.08031
"593",2.82482
"594",0.89135
"595",1.87506
"596",2.093935
"597",0.96786
"598",0.636425
"599",0.534005
"600",0.427355
"601",1.647275
"602",1.705985
"603",1.197025
"604",0.75975
"605",0.808715
"606",2.04077
"607",1.049205
"608",1.81539
"609",1.11682
"610",1.756815
"611",2.39396
"612",1.91473
"613",2.025325
"614",1.826265
"615",1.44044
"616",1.710145
"617",1.09472
"618",0.6608
"619",0.609145
"620",1.03333
"621",1.277235
"622",0.84817
"623",1.475365
"624",2.001405
"625",1.99219
"626",1.392505
"627",3.113305
"628",4.636175
"629",2.13551
"630",2.098065
"631",2.233535
"632",1.976405
"633",0.62983
"634",0.7187
"635",0.588585
"636",0.64822
"637",5.424605
"638",2.15652
"639",0.47787
"640",0.746595
"641",0.463475
"642",0.53205
"643",0.131055
"644",0.384325
"645",0.322955
"646",1.072625
"647",0.81631
"648",0.514615
"649",1.3813
"650",1.133415
"651",1.311375
"652",1.014575
"653",3.006685
"654",1.393585
"655",2.05765
"656",0.86106
"657",0.52738
"658",1.084085
"659",0.461395
"660",0.538355
"661",0.23981
"662",0.594215
"663",0.6982
"664",0.561785
"665",0.97701
"666",0.661265
"667",0.363585
"668",0.43596
"669",0.83754
"670",0.5343
"671",0.69588
"672",0.411165
"673",1.16337
"674",0.195515
"675",0.45078
"676",0.47852
"677",0.02871
"678",0.03323
"679",0.16443
"680",1.192525
"681",0.659815
"682",0.4118
"683",0.331415
"684",0.352
"685",0.612075
"686",0.413925
"687",0.91871
"688",0.502315
"689",0.51754
"690",0.850195
"691",0.46164
"692",0.251445
"693",0.58663
"694",0.51743
"695",0.710765
"696",0.648885
"697",0.330445
"698",0.49481
"699",0.317035
"700",0.522225
"701",1.59482
"702",1.4702
"703",0.70137
"704",0.381915
"705",0.75355
"706",1.00058
"707",0.42805
"708",0.63193
"709",0.418055
"710",0.383585
"711",0.663395
"712",0.27115
"713",0.40313
"714",0.179
"715",0.122375
"716",0.082395
"717",0.59891
"718",0.663875
"719",0.57755
"720",0.18534
"721",0.41366
"722",0.391725
"723",1.76163
"724",0.55416
"725",0.26698
"726",0.80965
"727",0.54178
"728",1.36413
"729",0.188
"730",0.412645
"731",0.25042
"732",0.679555
"733",0.469345
"734",0.28029
"735",0.424325
"736",0.61015
"737",0.393945
"738",0.37167
"739",3.075605
"740",0.58836
"741",0.06486
"742",0.53917
"743",0.64181
"744",0.371005
"745",0.0665
"746",0.575135
"747",0.20392
"748",0.08894
"749",1.611725
"750",0.613125
"751",1.76065
"752",1.412975
"753",0.63016
"754",0.295985
"755",1.110075
"756",0.327695
"757",0.38453
"758",0.94768
"759",0.288015
"760",0.112855
"761",0.43475
"762",0.70036
"763",0.946885
"764",2.556865
"765",0.98505
"766",1.93422
"767",0.693695
"768",1.51641
"769",4.20358
"770",1.233365
"771",1.077755
"772",1.2205
"773",3.24055
"774",2.06251
"775",1.59662
"776",0.73531
"777",2.22754
"778",1.52528
"779",1.8428
"780",0.252095
"781",4.320115
"782",0.16589
"783",0.631645
"784",1.297415
"785",0.585765
"786",0.41569
"787",0.02227
"788",0.699545
"789",0.2961
"790",0.467685
"791",0.09518
"792",0.395245
"793",0.449775
"794",0.08177
"795",0.99272
"796",0.59582
"797",0.438705
"798",1.675095
"799",0.584695
"800",0.540225
"801",2.46644
"802",1.121775
"803",3.39777
"804",1.15315
"805",0.95006
"806",0.924245
"807",0.538425
"808",1.212025
"809",1.01192
"810",0.96216
"811",1.025585
"812",1.7229
"813",2.102745
"814",3.5331
"815",1.44846
"816",1.817635
"817",1.342635
"818",1.957715
"819",1.439035
"820",2.92176
"821",2.58683
"822",1.318915
"823",1.256525
"824",1.257555
"825",1.29835
"826",1.160445
"827",1.243045
"828",1.147525
"829",1.10894
"830",1.43357
"831",1.11581
"832",1.16316
"833",1.193395
"834",1.276245
"835",1.18064
"836",0.73739
"837",0.78283
"838",8.759235
"839",17.689375
"840",0.516785
"841",17.6881
"842",0.974935
"843",1.935095
"844",1.4431
"845",1.194315
"846",1.062065
"847",3.64749
"848",2.4637
"849",0.76346
"850",2.01565
"851",1.196175
"852",1.293245
"853",0.52396
"854",2.00828
"855",1.78105
"856",3.082645
"857",1.17716
"858",0.95324
"859",1.179435
"860",1.22715
"861",1.53304
"862",0.67828
"863",0.727615
"864",0.5455
"865",0.60538
"866",1.1125
"867",2.062755
"868",1.161685
"869",1.51159
"870",1.87889
"871",5.22531
"872",1.30971
"873",1.428795
"874",2.111405
"875",2.00277
"876",1.3832
"877",1.083805
"878",1.534335
"879",1.1955
"880",1.260265
"881",0.96313
"882",1.259145
"883",1.026675
"884",1.375385
"885",1.000525
"886",1.7975
"887",1.152755
"888",0.91959
"889",1.110285
"890",1.951015
"891",0.89493
"892",0.76005
"893",0.660275
"894",1.80097
"895",1.566785
"896",0.677945
"897",1.230045
"898",0.567085
"899",0.84862
"900",0.548
"901",1.529405
"902",0.830305
"903",1.3825
"904",3.178565
"905",2.917395
"906",0.715605
"907",0.74454
"908",1.40918
"909",0.076135
"910",0.147695
"911",0.85857
"912",1.590395
"913",0.44335
"914",1.004305
"915",1.811745
"916",0.813915
"917",0.566415
"918",1.36732
"919",1.156255
"920",0.56934
"921",0.022205
"922",1.769315
"923",0.613435
"924",0.11786
"925",2.94865
"926",0.764895
"927",0.685455
"928",2.45168
"929",1.27743
"930",4.34542
"931",1.63046
"932",2.330615
"933",1.892315
"934",1.213665
"935",1.458935
"936",0.914575
"937",2.14472
"938",2.689055
"939",1.527355
"940",1.45226
"941",1.08554
"942",0.993395
"943",1.74167
"944",2.825475
"945",1.998775
"946",1.693505
"947",1.598325
"948",0.92716
"949",0.9694
"950",0.99756
"951",2.097655
"952",4.968835
"953",1.45362
"954",1.67514
"955",0.81701
"956",0.970665
"957",0.813285
"958",0.175475
"959",0.391615
"960",1.187795
"961",0.36112
"962",1.113875
"963",0.59518
"964",1.48291
"965",1.619315
"966",1.61438
"967",0.850035
"968",1.48328
"969",0.899695
"970",0.65157
"971",0.05245
"972",1.95784
"973",0.47796
"974",1.00924
"975",0.65283
"976",0.652405
"977",0.29379
"978",2.728
"979",1.31817
"980",0.56473
"981",0.084285
"982",2.101465
"983",1.647015
"984",0.337765
"985",0.44626
"986",0.43845
"987",0.179335
"988",0.05048
"989",0.00165
"990",0.15414
"991",0.77875
"992",0.77874
"993",1.110325
"994",0.278365
"995",0.386175
"996",0.333745
"997",0.82857
"998",1.5634
"999",1.097295
"1000",1.800125
"1001",1.600555
"1002",1.346395
"1003",1.01716
"1004",0.773995
"1005",0.781035
"1006",0.87649
"1007",0.98764
"1008",1.230995
"1009",0.79848
"1010",0.814885
"1011",0.75172
"1012",0.81442
"1013",1.03263
"1014",0.81529
"1015",1.89741
"1016",1.23069
"1017",0.970285
"1018",1.59662
"1019",1.074155
"1020",0.91853
"1021",1.188675
"1022",0.783755
"1023",1.248965
"1024",1.030935
"1025",0.86406
"1026",0.803315
"1027",0.945845
"1028",2.30227
"1029",0.91437
"1030",0.986445
"1031",0.928995
"1032",1.138565
"1033",1.180675
"1034",1.069765
"1035",0.6798
"1036",1.029995
"1037",0.58081
"1038",0.91292
"1039",2.28802
"1040",2.60388
"1041",0.752355
"1042",1.389595
"1043",1.512335
"1044",0.88067
"1045",1.030125
"1046",0.703085
"1047",1.59522
"1048",0.865275
"1049",0.88198
"1050",0.954635
"1051",3.32241
"1052",1.23059
"1053",0.68288
"1054",0.89645
"1055",1.98119
"1056",2.19426
"1057",1.93642
"1058",3.72805
"1059",3.379615
"1060",1.185515
"1061",1.465925
"1062",1.048865
"1063",2.38428
"1064",1.02842
"1065",1.0834
"1066",0.94725
"1067",0.75123
"1068",7.69532
"1069",6.17635
"1070",10.328245
"1071",1.10097
"1072",1.622
"1073",2.848935
"1074",1.76531
"1075",4.06121
"1076",1.2971
"1077",0.881495
"1078",3.002905
"1079",1.15293
"1080",4.015375
"1081",1.266965
"1082",0.6807
"1083",0.89668
"1084",1.702905
"1085",1.628975
"1086",0.94663
"1087",2.12898
"1088",2.350395
"1089",1.223465
"1090",0.72072
"1091",1.022635
"1092",1.790535
"1093",0.8385
"1094",0.7803
"1095",1.57207
"1096",0.740445
"1097",0.749595
"1098",4.76673
"1099",1.07091
"1100",1.08074
"1101",1.95248
"1102",2.781345
"1103",0.933375
"1104",2.685595
"1105",0.81091
"1106",0.8338
"1107",2.28302
"1108",1.344845
"1109",0.947805
"1110",1.621325
"1111",1.616835
"1112",6.80659
"1113",1.11338
"1114",0.69803
"1115",0.901095
"1116",0.48852
"1117",0.536005
"1118",3.392915
"1119",0.801105
"1120",0.58168
"1121",0.283745
"1122",0.747225
"1123",1.21785
"1124",0.886615
"1125",0.81476
"1126",1.86293
"1127",2.11792
"1128",0.78275
"1129",0.386995
"1130",0.54857
"1131",0.36457
"1132",0.46471
"1133",0.894945
"1134",1.01631
"1135",1.230175
"1136",0.7807
"1137",1.19787
"1138",1.017175
"1139",1.351275
"1140",2.067965
"1141",0.865365
"1142",1.13347
"1143",0.94749
"1144",0.74803
"1145",1.11429
"1146",1.41346
"1147",1.396745
"1148",1.7348
"1149",1.198315
"1150",2.646415
"1151",1.88453
"1152",1.06641
"1153",2.645015
"1154",1.217665
"1155",0.93014
"1156",1.28402
"1157",1.464495
"1158",0.80427
"1159",0.796785
"1160",0.833165
"1161",0.597615
"1162",1.68989
"1163",1.719545
"1164",0.432725
"1165",0.21363
"1166",0.84959
"1167",1.35175
"1168",0.81508
"1169",1.35446
"1170",0.938565
"1171",1.083785
"1172",0.785055
"1173",0.80535
"1174",1.521425
"1175",0.871065
"1176",1.43017
"1177",1.11739
"1178",1.031375
"1179",0.85563
"1180",0.93426
"1181",1.442495
"1182",1.176275
"1183",7.49313
"1184",4.694295
"1185",1.03062
"1186",0.88951
"1187",0.61877
"1188",3.74774
"1189",0.80621
"1190",0.364515
"1191",0.87068
"1192",0.89709
"1193",0.92009
"1194",1.711085
"1195",1.641655
"1196",1.21346
"1197",0.902905
"1198",2.904965
"1199",1.34977
"1200",0.897765
"1201",1.300725
"1202",0.863325
"1203",1.066005
"1204",0.72462
"1205",0.754365
"1206",0.88503
"1207",0.86513
"1208",0.89733
"1209",1.000345
"1210",0.88329
"1211",2.791625
"1212",1.292745
"1213",4.53306
"1214",1.35054
"1215",1.30224
"1216",1.298235
"1217",1.518345
"1218",0.91601
"1219",0.666015
"1220",1.530655
"1221",1.409545
"1222",0.40592
"1223",0.33177
"1224",0.66468
"1225",0.597895
"1226",0.74936
"1227",0.73018
"1228",0.902455
"1229",3.120735
"1230",5.48424
"1231",0.93289
"1232",1.04145
"1233",5.49621
"1234",0.91399
"1235",4.218355
"1236",1.041455
"1237",1.1827
"1238",0.747745
"1239",0.800815
"1240",0.791035
"1241",0.62903
"1242",0.78141
"1243",3.29751
"1244",1.40564
"1245",0.31142
"1246",2.45437
"1247",1.112655
"1248",1.246765
"1249",0.57494
"1250",0.085585
"1251",1.68858
"1252",0.883585
"1253",0.82286
"1254",0.919625
"1255",1.59909
"1256",4.384335
"1257",1.369655
"1258",1.364315
"1259",1.02017
"1260",1.238285
"1261",1.5135
"1262",5.07947
"1263",3.13571
"1264",1.466385
"1265",1.04878
"1266",1.00288
"1267",0.717305
"1268",0.55412
"1269",0.28145
"1270",1.869345
"1271",1.08954
"1272",0.670255
"1273",1.133175
"1274",2.05393
"1275",0.701235
"1276",0.94616
"1277",0.829645
"1278",1.151375
"1279",0.85453
"1280",2.49082
"1281",0.968935
"1282",1.46356
"1283",1.169875
"1284",0.824975
"1285",1.114745
"1286",0.599305
"1287",0.45425
"1288",1.00177
"1289",0.913755
"1290",0.34926
"1291",0.814115
"1292",1.032505
"1293",1.171665
"1294",1.323345
"1295",2.08381
"1296",0.63324
"1297",0.946635
"1298",1.035505
"1299",0.880225
"1300",0.86546
"1301",1.20801
"1302",1.983605
"1303",1.47693
"1304",3.51691
"1305",3.59604
"1306",1.594645
"1307",3.125415
"1308",4.013165
"1309",1.585855
"1310",5.965025
"1311",5.895835
"1312",1.36455
"1313",0.953895
"1314",0.8194
"1315",0.831255
"1316",0.973705
"1317",1.21446
"1318",3.00227
"1319",10.7478
"1320",0.951455
"1321",0.95344
"1322",0.979575
"1323",1.046925
"1324",2.330245
"1325",1.538825
"1326",5.1284
"1327",0.70315
"1328",0.804905
"1329",0.95443
"1330",0.96826
"1331",0.731535
"1332",0.32721
"1333",0.633765
"1334",0.741415
"1335",1.1969
"1336",1.082415
"1337",1.056185
"1338",0.604
"1339",0.333765
"1340",0.48277
"1341",0.518315
"1342",0.87561
"1343",0.717295
"1344",1.0819
"1345",0.680185
"1346",0.308805
"1347",3.731955
"1348",0.836875
"1349",1.21422
"1350",0.2344
"1351",1.418865
"1352",1.307505
"1353",1.137625
"1354",1.229945
"1355",0.78549
"1356",3.452105
"1357",2.79667
"1358",0.8475
"1359",1.303095
"1360",0.81195
"1361",0.731175
"1362",0.88446
"1363",0.87062
"1364",0.346535
"1365",0.340575
"1366",0.333255
"1367",0.74839
"1368",0.732225
"1369",0.58198
"1370",0.763655
"1371",1.33385
"1372",1.57881
"1373",0.19753
"1374",0.3189
"1375",0.697225
"1376",2.05399
"1377",0.90247
"1378",0.038205
"1379",1.0806
"1380",0.799865
"1381",1.279885
"1382",0.48186
"1383",3.86078
"1384",1.480855
"1385",1.046355
"1386",0.66546
"1387",0.30092
"1388",0.831805
"1389",0.64973
"1390",4.988725
"1391",0.786765
"1392",1.41582
"1393",1.20668
"1394",1.15271
"1395",0.802585
"1396",0.79651
"1397",0.799065
"1398",0.649715
"1399",1.28887
"1400",0.547575
"1401",1.018855
"1402",0.975225
"1403",0.74941
"1404",1.228915
"1405",2.69868
"1406",0.66299
"1407",0.774865
"1408",0.27738
"1409",0.385115
"1410",0.129075
"1411",0.8651
"1412",0.230345
"1413",0.609255
"1414",0.49752
"1415",1.057985
"1416",0.626815
"1417",0.295
"1418",0.85182
"1419",0.295965
"1420",1.240105
"1421",0.750465
"1422",0.220945
"1423",0.18064
"1424",0.830285
"1425",0.951525
"1426",1.46381
"1427",0.79612
"1428",0.863335
"1429",0.679295
"1430",0.67493
"1431",0.77129
"1432",1.097325
"1433",1.856025
"1434",0.839645
"1435",0.764355
"1436",1.334235
"1437",0.447595
"1438",0.729215
"1439",1.38337
"1440",1.052515
"1441",0.66613
"1442",0.76503
"1443",0.1878
"1444",0.23095
"1445",0.56768
"1446",1.181075
"1447",0.84728
"1448",0.350535
"1449",0.00287
"1450",0.66642
"1451",2.898095
"1452",0.785825
"1453",0.846735
"1454",1.181
"1455",0.75306
"1456",1.29731
"1457",0.29637
"1458",0.996175
"1459",0.92499
"1460",0.66416
"1461",0.992215
"1462",1.31885
"1463",1.55402
"1464",0.603105
"1465",0.11146
"1466",0.66389
"1467",1.32964
"1468",0.473715
"1469",1.240835
"1470",0.882935
"1471",0.11507
"1472",1.275355
"1473",1.148105
"1474",0.221655
"1475",0.128515
"1476",0.27473
"1477",0.24868
"1478",0.448315
"1479",0.464835
"1480",0.071725
"1481",0.73164
"1482",1.114935
"1483",0.88801
"1484",0.73478
"1485",0.954235
"1486",2.39638
"1487",0.696725
"1488",2.58062
"1489",0.48599
"1490",0.09778
"1491",0.815255
"1492",0.97964
"1493",0.35057
"1494",0.46865
"1495",1.127375
"1496",0.00106
"1497",0.861385
"1498",0.96619
"1499",0.84956
"1500",0.30946
"1501",1.501345
"1502",0.76612
"1503",1.104645
"1504",0.86081
"1505",0.792525
"1506",0.75297
"1507",0.71579
"1508",0.69895
"1509",1.03467
"1510",1.16647
"1511",0.7164
"1512",8.18985
"1513",0.87014
"1514",0.87258
"1515",0.95768
"1516",1.0825
"1517",0.899175
"1518",2.446725
"1519",0.953455
"1520",0.833675
"1521",0.91843
"1522",2.13438
"1523",1.66482
"1524",1.915205
"1525",1.000635
"1526",1.234915
"1527",1.333425
"1528",2.12018
"1529",2.385965
"1530",1.20542
"1531",1.121995
"1532",0.969895
"1533",0.519145
"1534",0.717555
"1535",1.585055
"1536",1.285125
"1537",1.43549
"1538",1.10706
"1539",2.068875
"1540",1.00243
"1541",1.534815
"1542",1.23568
"1543",1.539975
"1544",2.435715
"1545",0.819195
"1546",1.670085
"1547",1.73264
"1548",0.82096
"1549",1.628565
"1550",1.033135
"1551",1.121495
"1552",0.711385
"1553",0.614265
"1554",0.66524
"1555",1.132505
"1556",1.234805
"1557",1.202025
"1558",1.365945
"1559",0.970645
"1560",0.989185
"1561",1.8336
"1562",1.003425
"1563",1.321615
"1564",1.081805
"1565",1.064585
"1566",1.2454
"1567",1.182745
"1568",1.00115
"1569",1.14381
"1570",2.076425
"1571",0.89939
"1572",0.949115
"1573",0.69829
"1574",1.61909
"1575",1.91404
"1576",2.064285
"1577",2.344635
"1578",1.155595
"1579",1.238345
"1580",1.118375
"1581",1.23515
"1582",0.640735
"1583",0.94764
"1584",1.48756
"1585",0.98236
"1586",0.88205
"1587",1.893805
"1588",1.25145
"1589",0.95276
"1590",0.978795
"1591",0.918845
"1592",0.90506
"1593",0.95149
"1594",1.608055
"1595",3.719235
"1596",1.013995
"1597",0.88266
"1598",0.716375
"1599",1.55358
"1600",1.8878
"1601",0.91589
"1602",0.97079
"1603",0.90654
"1604",0.66586
"1605",1.4126
"1606",0.848505
"1607",0.988585
"1608",0.725425
"1609",1.311105
"1610",1.078355
"1611",1.29093
"1612",2.804395
"1613",1.040915
"1614",0.963945
"1615",2.494275
"1616",0.9438
"1617",1.483075
"1618",0.806695
"1619",1.784075
"1620",1.065055
"1621",1.282185
"1622",0.757765
"1623",1.62155
"1624",1.154665
"1625",1.4522
"1626",2.15258
"1627",2.01848
"1628",0.92048
"1629",2.65263
"1630",1.23499
"1631",0.852075
"1632",1.777325
"1633",2.7361
"1634",0.93355
"1635",1.417415
"1636",0.85457
"1637",1.000735
"1638",2.31331
"1639",1.233395
"1640",1.136155
"1641",1.086055
"1642",1.149185
"1643",1.768285
"1644",2.341405
"1645",1.2366
"1646",2.485
"1647",1.518915
"1648",1.582165
"1649",1.91151
"1650",6.071885
"1651",4.803775
"1652",0.928575
"1653",0.754925
"1654",0.632105
"1655",0.97443
"1656",2.175945
"1657",1.717725
"1658",0.883605
"1659",1.18903
"1660",1.55141
"1661",0.728715
"1662",0.847785
"1663",1.40119
"1664",0.72323
"1665",1.898605
"1666",1.388435
