"","rt"
"328",1.206685
"329",1.332685
"330",1.008255
"331",0.84266
"332",1.617355
"333",0.684415
"334",0.867305
"335",0.762465
"336",1.031425
"337",1.755845
"338",1.43726
"339",1.19435
"340",1.24934
"341",2.199995
"342",1.191125
"343",1.10053
"344",0.928675
"345",1.497545
"346",1.633135
"347",1.397
"348",1.265655
"349",0.865785
"350",2.2539
"351",1.117985
"352",1.142205
"353",0.86573
"354",1.329885
"355",0.92621
"356",1.39502
"357",2.47915
"358",1.64381
"359",1.091835
"360",1.016045
"361",1.401035
"362",1.916035
"363",1.10386
"364",1.133055
"365",0.931265
"366",0.830075
"367",1.147495
"368",23.496285
"369",1.24178
"370",1.454625
"371",1.314635
"372",1.506255
"373",1.285835
"374",2.01957
"375",1.18131
"376",2.25461
"377",1.70238
"378",1.413635
"379",0.912665
"380",0.961435
"381",2.01842
"382",6.82737
"383",1.07967
"384",1.34708
"385",1.432335
"386",0.90417
"387",1.049225
"388",1.13357
"389",1.26258
"390",1.648305
"391",1.513505
"392",1.23162
"393",1.016485
"394",1.330735
"395",256.531245
"396",1.13377
"397",3.088395
"398",1.065165
"399",0.89813
"400",1.019385
"401",1.973455
"402",3.547015
"403",0.951705
"404",0.901945
"405",1.975005
"406",3.80184
"407",5.32883
"408",2.548265
"409",1.026345
"410",0.962165
"411",3.54059
"412",1.134425
"413",1.30014
"414",1.145505
"415",0.968745
"416",1.608645
"417",1.205455
"418",0.77405
"419",1.4466
"420",1.069095
"421",1.01995
"422",0.83686
"423",1.043875
"424",1.036945
"425",1.124395
"426",1.779385
"427",1.934495
"428",2.55461
"429",1.947325
"430",1.965055
"431",9.066405
"432",12.713055
"433",16.428275
"434",2.16413
"435",1.1474
"436",3.171445
"437",1.10652
"438",1.58043
"439",1.145055
"440",2.75168
"441",0.81499
"442",1.01331
"443",1.184415
"444",1.03266
"445",1.16527
"446",1.399295
"447",1.067575
"448",0.96922
"449",1.570885
"450",1.10566
"451",1.266415
"452",1.197575
"453",1.2809
"454",1.78755
"455",1.26552
"456",1.46664
"457",1.07836
"458",1.128755
"459",1.228145
"460",1.085495
"461",10.18458
"462",0.787615
"463",1.09559
"464",0.79844
"465",1.099185
"466",1.195845
"467",1.71966
"468",1.13129
"469",1.451285
"470",1.032945
"471",1.076465
"472",1.431945
"473",1.50054
"474",1.56652
"475",1.048115
"476",1.184095
"477",1.54829
"478",0.964355
"479",1.85283
"480",0.963765
"481",1.035365
"482",1.266135
"483",1.1312
"484",1.032375
"485",2.145185
"486",1.045865
"487",1.29393
"488",2.235485
"489",0.80677
"490",1.03396
"491",1.77155
"492",3.166945
"493",1.41652
"494",0.978785
"495",1.295555
"496",1.830915
"497",1.245415
"498",1.221475
"499",1.726345
"500",0.85002
"501",1.926815
"502",1.13711
"503",1.858995
"504",1.05508
"505",1.57064
"506",1.54044
"507",2.277545
"508",1.46593
"509",1.436755
"510",1.426715
"511",1.50554
"512",1.371585
"513",1.26052
"514",1.33817
"515",1.11568
"516",0.96937
"517",1.13438
"518",0.999765
"519",1.100345
"520",1.48282
"521",1.188365
"522",1.253665
"523",1.937365
"524",1.050205
"525",1.768015
"526",1.53753
"527",1.13696
"528",1.717015
"529",1.499525
"530",1.12647
"531",1.424095
"532",1.417385
"533",1.03293
"534",1.50891
"535",1.15017
"536",1.12415
"537",9.895245
"538",1.14973
"539",1.626685
"540",1.683085
"541",0.966455
"542",1.34985
"543",1.101925
"544",1.37604
"545",1.27214
"546",1.03614
"547",1.47276
"548",0.999875
"549",1.053035
"550",1.505025
"551",1.77602
"552",1.5006
"553",1.16733
"554",0.96736
"555",1.06788
"556",0.81713
"557",1.08419
"558",1.21876
"559",0.784505
"560",0.684625
"561",0.83603
"562",0.73475
"563",0.501165
"564",2.28443
"565",1.20073
"566",4.301565
"567",2.350565
"568",1.46728
"569",4.665945
"570",2.60087
"571",1.33411
"572",1.208145
"573",1.500645
"574",2.96694
"575",1.150795
"576",1.43441
"577",1.284075
"578",1.204395
"579",1.234105
"580",1.001075
"581",1.25448
"582",0.933655
"583",0.90109
"584",1.383045
"585",0.702005
"586",0.729265
"587",0.770455
"588",0.950145
"589",0.611585
"590",1.66698
"591",1.09367
"592",1.266375
"593",0.78787
"594",1.466935
"595",0.671845
"596",0.583835
"597",0.766155
"598",1.172775
"599",1.11772
"600",0.8165
"601",1.93448
"602",0.84107
"603",0.899955
"604",0.834485
"605",0.965885
"606",0.852835
"607",0.721695
"608",1.453845
"609",1.072565
"610",1.38131
"611",1.06902
"612",1.336185
"613",0.721035
"614",1.017325
"615",1.26522
"616",1.06734
"617",0.95575
"618",0.88817
"619",0.68555
"620",1.113075
"621",1.27671
"622",3.71742
"623",0.99589
"624",0.793205
"625",0.505195
"626",0.799595
"627",0.595725
"628",0.994825
"629",6.456415
"630",1.006105
"631",1.64975
"632",0.595085
"633",0.083035
"634",2.41679
"635",0.868245
"636",0.600845
"637",0.650025
"638",0.53948
"639",1.22053
"640",0.61062
"641",0.483295
"642",0.50156
"643",0.45572
"644",1.412265
"645",0.73417
"646",0.517805
"647",0.767455
"648",0.51761
"649",0.86771
"650",0.551315
"651",1.70074
"652",2.816065
"653",1.251755
"654",1.916255
"655",0.90248
"656",1.184235
"657",1.58493
"658",1.334755
"659",0.851695
"660",0.76872
"661",1.550255
"662",0.815715
"663",1.90002
"664",0.75208
"665",0.904375
"666",0.81293
"667",0.906365
"668",1.342375
"669",1.52622
"670",4.22376
"671",1.07079
"672",1.049775
"673",1.279595
"674",1.5835
"675",1.70555
"676",0.6795
"677",0.651025
"678",1.81505
"679",1.61975
"680",0.983455
"681",1.03438
"682",0.849485
"683",4.616195
"684",0.690835
"685",0.50145
"686",0.87189
"687",1.43703
"688",1.3011
"689",1.08611
"690",1.232985
"691",0.80675
"692",0.988835
"693",1.677025
"694",3.901365
"695",2.13512
"696",1.26815
"697",2.21879
"698",2.168935
"699",1.80097
"700",1.534425
"701",1.88299
"702",1.540525
"703",0.751245
"704",2.387925
"705",4.12067
"706",1.27446
"707",0.92502
"708",1.48548
"709",1.20397
"710",1.3181
"711",0.986185
"712",0.87354
"713",0.7021
"714",0.936165
"715",0.77056
"716",0.00105
"717",0.918245
"718",1.29958
"719",1.110015
"720",0.96935
"721",1.40073
"722",0.722075
"723",0.693035
"724",0.650815
"725",0.549855
"726",0.899965
"727",0.36804
"728",1.401775
"729",1.017685
"730",0.70149
"731",0.951295
"732",0.71729
"733",0.91748
"734",2.884545
"735",1.750615
"736",1.30094
"737",1.98439
"738",0.73424
"739",0.16797
"740",0.56792
"741",1.20247
"742",1.30104
"743",1.234105
"744",1.000925
"745",1.200945
"746",0.902175
"747",1.866825
"748",1.56874
"749",2.59995
"750",2.020665
"751",1.554995
"752",0.98258
"753",0.660405
"754",1.21523
"755",0.96662
"756",0.750065
"757",1.04824
"758",0.72376
"759",1.816535
"760",1.155795
"761",0.74127
"762",1.158665
"763",0.806155
"764",0.542105
"765",1.350445
"766",3.206935
"767",1.91518
"768",0.883055
"769",2.94893
"770",1.366285
"771",0.47482
"772",0.799845
"773",0.649635
"774",0.549365
"775",0.800145
"776",0.77218
"777",0.69233
"778",0.799675
"779",0.637215
"780",0.85081
"781",0.65566
"782",0.691705
"783",0.503235
"784",0.51632
"785",0.41329
"786",1.241965
"787",1.40998
"788",1.00943
"789",0.736
"790",0.52
"791",0.418815
"792",0.3923
"793",0.513185
"794",0.44291
"795",0.36936
"796",0.224005
"797",0.58352
"798",0.35052
"799",0.58329
"800",0.62254
"801",1.468645
"802",0.569695
"803",0.351845
"804",0.999585
"805",0.468125
"806",0.31757
"807",0.30422
"808",0.34143
"809",0.832685
"810",0.56605
"811",0.4338
"812",0.48318
"813",0.52278
"814",0.652815
"815",1.449445
"816",0.76713
"817",1.839035
"818",1.000265
"819",0.895315
"820",1.13478
"821",1.6388
"822",2.15168
"823",1.67945
"824",1.19045
"825",2.61367
"826",1.1855
"827",1.10122
"828",0.66796
"829",0.999215
"830",0.97388
"831",1.0997
"832",1.233695
"833",0.449045
"834",0.7391
"835",1.44556
"836",1.033525
"837",1.18333
"838",1.23235
"839",0.84479
"840",1.425235
"841",0.967795
"842",1.268415
"843",1.123735
"844",1.43113
"845",1.307285
"846",0.854355
"847",1.48485
"848",0.91147
"849",0.6497
"850",0.438865
"851",1.220685
"852",0.566435
"853",1.12434
"854",2.006475
"855",0.85221
"856",0.96286
"857",1.858835
"858",0.00645
"859",2.8379
"860",1.85846
"861",0.66631
"862",1.54915
"863",7.414805
"864",1.068225
"865",3.66729
"866",1.26992
"867",1.00161
"868",2.767675
"869",3.315455
"870",0.86744
"871",0.5195
"872",1.33495
"873",1.06869
"874",0.685395
"875",0.600455
"876",5.47582
"877",1.03505
"878",1.769345
"879",1.85435
"880",1.162885
"881",1.268895
"882",1.304655
"883",1.19419
"884",1.45918
"885",1.11892
"886",1.17711
"887",1.353055
"888",1.152655
"889",1.379455
"890",2.171115
"891",1.050705
"892",1.113405
"893",1.008875
"894",0.920125
"895",1.332575
"896",1.6022
"897",1.138015
"898",1.203775
"899",0.796105
"900",4.840835
"901",2.519305
"902",2.312795
"903",1.05194
"904",1.8675
"905",1.90746
"906",1.08366
"907",1.16964
"908",0.75198
"909",1.000485
"910",1.21559
"911",1.288405
"912",1.00117
"913",1.048295
"914",0.632025
"915",0.032075
"916",1.34764
"917",1.57998
"918",1.55041
"919",1.36871
"920",1.31898
"921",0.90896
"922",1.5384
"923",1.16123
"924",1.95292
"925",0.766415
"926",1.55434
"927",0.749895
"928",2.18387
"929",0.81296
"930",1.290455
"931",0.71575
"932",0.769745
"933",1.486115
"934",1.18651
"935",0.7348
"936",0.80981
"937",1.652205
"938",1.21459
"939",1.61255
"940",0.98651
"941",1.10648
"942",0.98805
"943",1.48581
"944",0.926895
"945",0.874605
"946",1.87822
"947",1.22589
"948",1.574935
"949",2.5766
"950",1.912155
"951",3.322365
"952",0.97186
"953",0.939735
"954",1.11766
"955",2.591995
"956",1.51261
"957",1.323195
"958",1.43658
"959",1.39337
"960",1.793175
"961",2.92976
"962",1.658955
"963",1.303075
"964",1.1383
"965",1.10035
"966",1.11012
"967",1.32114
"968",1.26825
"969",1.207765
"970",1.742215
"971",0.927995
"972",1.394975
"973",1.874655
"974",1.71022
"975",2.088115
"976",1.79999
"977",1.258865
"978",1.18454
"979",1.119295
"980",1.472325
"981",1.15658
"982",1.7578
"983",1.007255
"984",1.020585
"985",2.88347
"986",2.83438
"987",14.52552
"988",1.535045
"989",3.35988
"990",2.639925
"991",2.166715
"992",1.74177
"993",1.20005
"994",2.050405
"995",2.153815
"996",1.307865
"997",1.312675
"998",1.870685
"999",1.01619
"1000",2.382785
"1001",1.763275
"1002",1.337555
"1003",0.766235
"1004",0.22071
"1005",0.52024
"1006",0.93948
"1007",1.580315
"1008",0.914465
"1009",0.847265
"1010",0.597745
"1011",0.90642
"1012",0.89352
"1013",1.348335
"1014",1.530925
"1015",1.20675
"1016",0.6484
"1017",0.6505
"1018",1.350125
"1019",0.61484
"1020",0.034105
"1021",1.131265
"1022",1.26375
"1023",0.71795
"1024",1.23411
"1025",0.66504
"1026",0.637225
"1027",0.58408
"1028",3.252045
"1029",0.33272
"1030",0.60715
"1031",1.31654
"1032",3.733885
"1033",1.901315
"1034",0.93956
"1035",0.564945
"1036",0.507095
"1037",0.458625
"1038",0.522525
"1039",0.798345
"1040",0.76875
"1041",0.447795
"1042",0.39977
"1043",0.118175
"1044",0.95128
"1045",1.15157
"1046",0.505455
"1047",0.34826
"1048",0.712855
"1049",0.31447
"1050",0.163925
"1051",1.28285
"1052",0.36814
"1053",0.751645
"1054",0.58675
"1055",0.768055
"1056",0.85141
"1057",1.534135
"1058",0.68459
"1059",0.55149
"1060",0.33471
"1061",1.272395
"1062",0.00152
"1063",1.11308
"1064",0.23669
"1065",0.6187
"1066",0.436625
"1067",0.387425
"1068",0.459055
"1069",0.35146
"1070",0.25283
"1071",0.368965
"1072",1.19714
"1073",0.397825
"1074",0.289225
"1075",0.349205
"1076",0.415305
"1077",0.347455
"1078",0.003975
"1079",0.653475
"1080",0.566255
"1081",1.594955
"1082",0.834885
"1083",0.465405
"1084",0.314225
"1085",0.205275
"1086",0.280375
"1087",1.781225
"1088",2.970285
"1089",1.597055
"1090",0.30956
"1091",0.738845
"1092",2.006955
"1093",0.43755
"1094",0.068035
"1095",0.179165
"1096",0.533625
"1097",0.550215
"1098",0.14017
"1099",1.83126
"1100",0.36438
"1101",3.712665
"1102",0.44908
"1103",0.38453
"1104",0.453325
"1105",0.313345
"1106",0.48312
"1107",0.518715
"1108",2.45479
"1109",2.19848
"1110",0.33282
"1111",0.88454
"1112",1.251545
"1113",5.385235
"1114",0.57877
"1115",3.9427
"1116",0.79686
"1117",0.33119
"1118",0.36817
"1119",0.19734
"1120",0.214985
"1121",0.015935
"1122",0.001965
"1123",0.03397
"1124",1.63124
"1125",1.68162
"1126",0.05104
"1127",0.053645
"1128",0.138365
"1129",1.219415
"1130",0.311565
"1131",0.36804
"1132",0.448045
"1133",0.264695
"1134",0.980735
"1135",0.335115
"1136",0.770285
"1137",0.675305
"1138",0.43575
"1139",0.29895
"1140",0.88207
"1141",0.14967
"1142",0.290585
"1143",0.296085
"1144",1.834245
"1145",0.71208
"1146",0.988255
"1147",0.484695
"1148",0.99648
"1149",0.417885
"1150",0.16507
"1151",1.148675
"1152",0.28997
"1153",0.33197
"1154",0.23939
"1155",0.237095
"1156",0.284945
"1157",0.28087
"1158",2.6827
"1159",0.22391
"1160",0.74811
"1161",0.316965
"1162",0.165555
"1163",0.5846
"1164",0.008505
"1165",0.893125
"1166",0.38198
"1167",1.480335
"1168",0.215525
"1169",0.086795
"1170",0.24739
"1171",0.5207
"1172",0.347545
"1173",0.47514
"1174",0.230075
"1175",0.13066
"1176",0.030395
"1177",0.51279
"1178",0.269065
"1179",0.29675
"1180",0.2393
"1181",0.224125
"1182",0.248105
"1183",0.133095
"1184",0.354985
"1185",0.36459
"1186",0.063975
"1187",0.01311
"1188",4.39631
"1189",0.0339
"1190",0.132465
"1191",0.480145
"1192",0.29814
"1193",0.223625
"1194",0.288035
"1195",0.311435
"1196",0.19582
"1197",0.264745
"1198",0.142205
"1199",0.317945
"1200",0.272645
"1201",2.89904
"1202",0.33086
"1203",0.33086
"1204",0.2006
"1205",0.29836
"1206",0.122185
"1207",0.195755
"1208",0.269405
"1209",0.41244
"1210",0.282495
"1211",0.21455
"1212",0.195655
"1213",0.16811
"1214",0.18009
"1215",1.181555
"1216",0.595905
"1217",0.348325
"1218",0.28518
"1219",0.23175
"1220",0.24907
"1221",0.245655
"1222",0.1487
"1223",0.18239
"1224",0.61935
"1225",0.09974
"1226",0.20776
"1227",0.052535
"1228",0.064865
"1229",0.52852
"1230",0.41609
"1231",2.229885
"1232",0.15389
"1233",0.550695
"1234",0.269475
"1235",0.296765
"1236",0.126165
"1237",0.078325
"1238",0.001945
"1239",1.535665
"1240",0.2506
"1241",0.337225
"1242",0.59646
"1243",1.61982
"1244",0.510765
"1245",1.197345
"1246",0.348705
"1247",2.68769
"1248",0.19161
"1249",0.289155
"1250",0.42903
"1251",0.412925
"1252",0.30689
"1253",0.244885
"1254",0.24822
"1255",5.780425
"1256",0.08232
"1257",0.21914
"1258",0.0658
"1259",1.73431
"1260",0.014105
"1261",0.90071
"1262",0.263525
"1263",1.503815
"1264",0.31886
"1265",0.34097
"1266",1.28116
"1267",0.100875
"1268",0.50586
"1269",0.148445
"1270",0.24396
"1271",0.05333
"1272",0.76473
"1273",0.333275
"1274",0.03309
"1275",0.131965
"1276",0.33806
"1277",0.316275
"1278",0.231085
"1279",39.681935
"1280",0.13722
"1281",0.153405
"1282",0.26562
"1283",0.267145
"1284",0.26772
"1285",0.49745
"1286",0.21504
"1287",0.064865
"1288",0.38801
"1289",0.90392
"1290",0.1678
"1291",0.251545
"1292",0.01921
"1293",0.218405
"1294",0.153535
"1295",0.01808
"1296",0.15141
"1297",0.00159
"1298",0.16828
"1299",0.384105
"1300",0.15092
"1301",0.67373
"1302",0.184805
"1303",0.250035
"1304",0.317465
"1305",0.19675
"1306",0.00219
"1307",0.277145
"1308",0.430565
"1309",0.15244
"1310",0.03175
"1311",0.11217
"1312",0.075815
"1313",0.434455
"1314",0.416855
"1315",7.69804
"1316",0.331395
"1317",0.47547
"1318",3.89654
"1319",0.336405
"1320",0.89379
"1321",0.280615
"1322",0.981405
"1323",0.52792
"1324",1.283595
"1325",1.06517
"1326",0.765685
"1327",0.57842
"1328",1.31965
"1329",0.018335
"1330",0.699825
"1331",0.698575
"1332",0.343375
"1333",1.086865
"1334",0.00208
"1335",2.89724
"1336",0.23823
"1337",0.349525
"1338",0.19745
"1339",0.53681
"1340",0.35503
"1341",0.314685
"1342",0.35901
"1343",0.08914
"1344",0.763205
"1345",0.29027
"1346",0.23419
"1347",0.129985
"1348",0.456125
"1349",0.379585
"1350",0.3712
"1351",1.28387
"1352",0.28728
"1353",0.32682
"1354",0.28868
"1355",0.363985
"1356",0.28315
"1357",0.289995
"1358",0.096685
"1359",0.197175
"1360",0.391905
"1361",0.260025
"1362",0.3528
"1363",1.337105
"1364",0.638315
"1365",0.299315
"1366",0.44606
"1367",0.01795
"1368",2.263145
"1369",0.13632
"1370",0.28886
"1371",0.152775
"1372",0.348355
"1373",0.266055
"1374",0.27017
"1375",0.279165
"1376",0.28177
"1377",0.24668
"1378",0.31983
"1379",0.870195
"1380",0.11692
"1381",0.081065
"1382",0.521385
"1383",0.342815
"1384",0.26419
"1385",0.161795
"1386",0.425055
"1387",0.26735
"1388",0.24658
"1389",0.455375
"1390",0.363365
"1391",0.3767
"1392",0.41984
"1393",0.28019
"1394",0.349315
"1395",0.39481
"1396",4.967885
"1397",0.449285
"1398",0.332165
"1399",0.185235
"1400",0.32119
"1401",1.43814
"1402",0.02187
"1403",0.498535
"1404",0.20105
"1405",0.1542
"1406",0.332025
"1407",0.319185
"1408",0.19868
"1409",0.144665
"1410",0.251895
"1411",0.275665
"1412",0.284535
"1413",0.2449
"1414",0.134655
"1415",0.29925
"1416",0.168755
"1417",0.265895
"1418",0.283955
"1419",1.50945
"1420",0.46339
"1421",0.659635
"1422",0.143785
"1423",0.498865
"1424",0.657255
"1425",0.293645
"1426",11.48011
"1427",0.001555
"1428",0.60739
"1429",0.15333
"1430",4.05898
"1431",0.87547
"1432",0.247935
"1433",0.182795
"1434",0.75161
"1435",0.400375
"1436",0.497235
"1437",0.90408
"1438",0.34662
"1439",0.419865
"1440",0.274805
"1441",0.3738
"1442",0.46104
"1443",0.486695
"1444",0.39881
"1445",0.28112
"1446",0.421265
"1447",15.38697
"1448",0.384265
"1449",0.254275
"1450",0.107275
"1451",1.33409
"1452",0.228695
"1453",0.20464
"1454",0.237065
"1455",0.069445
"1456",0.521845
"1457",0.28198
"1458",0.299405
"1459",0.286175
"1460",0.033115
"1461",0.18793
"1462",0.39766
"1463",0.43567
"1464",0.18067
"1465",0.328605
"1466",0.461185
"1467",0.414705
"1468",0.288125
"1469",0.28928
"1470",0.22442
"1471",0.30652
"1472",0.28261
"1473",0.396655
"1474",0.10108
"1475",0.084425
"1476",0.31509
"1477",0.313525
"1478",0.210515
"1479",0.24956
"1480",2.24877
"1481",0.13349
"1482",0.837015
"1483",0.305985
"1484",0.138355
"1485",0.366875
"1486",0.211895
"1487",0.23688
"1488",0.505415
"1489",0.256285
"1490",0.21972
"1491",0.314905
"1492",0.264035
"1493",0.245345
"1494",0.3155
"1495",0.301985
"1496",0.263555
"1497",0.189035
"1498",0.301105
"1499",0.445985
"1500",0.18173
"1501",1.15706
"1502",0.73614
"1503",0.72667
"1504",1.03729
"1505",1.00907
"1506",0.950615
"1507",0.801615
"1508",0.73682
"1509",0.97615
"1510",0.93447
"1511",1.06873
"1512",0.73403
"1513",1.567925
"1514",1.15405
"1515",0.99253
"1516",0.858075
"1517",1.25228
"1518",0.91844
"1519",1.277615
"1520",0.78452
"1521",1.250995
"1522",0.92878
"1523",0.88447
"1524",0.625295
"1525",0.969175
"1526",1.084405
"1527",1.060125
"1528",1.57649
"1529",0.953155
"1530",1.08665
"1531",0.68396
"1532",0.949665
"1533",0.67107
"1534",0.93321
"1535",1.08348
"1536",1.24402
"1537",1.022965
"1538",1.043265
"1539",0.990325
"1540",0.95492
"1541",1.302195
"1542",1.252575
"1543",1.53448
"1544",2.01851
"1545",1.05978
"1546",0.86931
"1547",0.872885
"1548",0.714785
"1549",1.001255
"1550",1.203055
"1551",1.37726
"1552",0.8232
"1553",1.284635
"1554",0.91666
"1555",1.41246
"1556",1.051025
"1557",1.19974
"1558",0.750585
"1559",0.719055
"1560",0.86824
"1561",0.908085
"1562",0.88442
"1563",1.08135
"1564",0.97633
"1565",1.5299
"1566",1.02681
"1567",0.917465
"1568",1.03139
"1569",1.521455
"1570",0.833845
"1571",1.27558
"1572",0.973885
"1573",0.767975
"1574",0.810485
"1575",1.114785
"1576",0.792695
"1577",1.15278
"1578",0.843395
"1579",0.89414
"1580",0.775005
"1581",1.98338
"1582",0.856605
"1583",0.93604
"1584",0.801555
"1585",0.776765
"1586",0.948285
"1587",0.850745
"1588",1.0352
"1589",1.20198
"1590",0.80011
"1591",0.842265
"1592",0.957485
"1593",0.933225
"1594",0.82451
"1595",1.22078
"1596",0.967035
"1597",0.884915
"1598",0.83202
"1599",1.34072
"1600",1.28657
"1601",1.168365
"1602",1.350495
"1603",1.1353
"1604",1.15065
"1605",1.156205
"1606",0.76936
"1607",0.83965
"1608",1.44897
"1609",0.880985
"1610",1.033545
"1611",0.907165
"1612",0.89901
"1613",1.053085
"1614",0.931595
"1615",0.6565
"1616",1.013725
"1617",1.100775
"1618",0.801145
"1619",2.890815
"1620",1.28092
"1621",0.93238
"1622",1.135465
"1623",0.771425
"1624",0.796975
"1625",0.93142
"1626",0.91583
"1627",1.17486
"1628",0.807885
"1629",1.245785
"1630",0.977965
"1631",0.280935
"1632",1.199235
"1633",1.156185
"1634",0.884085
"1635",0.68439
"1636",1.301915
"1637",1.204565
"1638",1.53406
"1639",0.98473
"1640",0.7894
"1641",1.078495
"1642",0.965355
"1643",1.786445
"1644",1.051085
"1645",0.90183
"1646",0.80715
"1647",0.798235
"1648",0.871395
"1649",0.8739
"1650",0.67512
"1651",1.143765
"1652",1.25466
"1653",0.961175
"1654",8.38735
"1655",0.718855
"1656",0.77439
"1657",0.772145
"1658",0.702115
"1659",1.42085
"1660",2.03451
"1661",1.016955
"1662",1.42875
"1663",1.46915
"1664",1.57715
"1665",1.85601
