"","rt"
"1666",0.973555
"1667",1.05086
"1668",0.871855
"1669",1.049815
"1670",1.921385
"1671",0.85518
"1672",0.858515
"1673",0.773575
"1674",1.086775
"1675",0.850125
"1676",0.716885
"1677",1.180745
"1678",1.33484
"1679",1.097495
"1680",1.173165
"1681",1.003955
"1682",1.03173
"1683",0.828245
"1684",0.73268
"1685",1.000895
"1686",0.934735
"1687",0.84359
"1688",2.13458
"1689",0.804005
"1690",1.05885
"1691",2.620755
"1692",2.32396
"1693",1.04065
"1694",2.95682
"1695",2.19123
"1696",0.93472
"1697",0.938795
"1698",0.81078
"1699",0.81601
"1700",0.802275
"1701",1.319505
"1702",0.98944
"1703",0.963105
"1704",0.971815
"1705",0.83638
"1706",0.95047
"1707",1.0499
"1708",1.44869
"1709",0.820195
"1710",0.981395
"1711",1.04673
"1712",0.819205
"1713",1.015
"1714",0.895675
"1715",0.76828
"1716",0.848695
"1717",0.90378
"1718",0.834565
"1719",0.7632
"1720",0.794615
"1721",1.104385
"1722",1.049365
"1723",2.180935
"1724",0.77342
"1725",0.796415
"1726",1.11508
"1727",0.834995
"1728",0.85483
"1729",1.54448
"1730",0.83197
"1731",0.99489
"1732",1.039495
"1733",0.770725
"1734",1.00217
"1735",2.153775
"1736",1.134375
"1737",0.95446
"1738",0.809475
"1739",1.06925
"1740",1.23419
"1741",1.350535
"1742",0.7821
"1743",0.98725
"1744",1.154185
"1745",2.09835
"1746",1.825565
"1747",0.827265
"1748",0.75122
"1749",1.523395
"1750",1.576925
"1751",0.95579
"1752",2.086175
"1753",0.770525
"1754",0.785015
"1755",0.77429
"1756",0.80154
"1757",0.791595
"1758",1.1909
"1759",1.37119
"1760",0.92108
"1761",3.793265
"1762",0.807185
"1763",0.93408
"1764",44.86774
"1765",1.173015
"1766",0.717085
"1767",1.021415
"1768",0.92093
"1769",1.26772
"1770",2.05714
"1771",1.009435
"1772",1.30409
"1773",1.95237
"1774",2.92614
"1775",0.952625
"1776",0.836435
"1777",9.38499
"1778",0.96652
"1779",0.783265
"1780",6.944495
"1781",1.45665
"1782",1.95289
"1783",1.32602
"1784",0.8076
"1785",0.893415
"1786",1.541745
"1787",1.004345
"1788",1.352655
"1789",1.55031
"1790",0.555325
"1791",0.778885
"1792",1.36049
"1793",1.09424
"1794",1.14363
"1795",0.88486
"1796",0.88674
"1797",0.717705
"1798",1.39295
"1799",3.64527
"1800",2.519415
"1801",1.143825
"1802",0.93407
"1803",0.973275
"1804",1.085225
"1805",0.799975
"1806",0.83363
"1807",0.82552
"1808",0.80168
"1809",1.268855
"1810",1.224665
"1811",2.60597
"1812",0.954185
"1813",1.923645
"1814",11.70882
"1815",2.163995
"1816",1.101105
"1817",1.386935
"1818",1.589135
"1819",1.351795
"1820",0.787505
"1821",1.84125
"1822",1.44303
"1823",1.83469
"1824",0.73525
"1825",0.93593
"1826",0.925775
"1827",1.0921
"1828",1.139675
"1829",1.12435
"1830",0.955925
"1831",1.04276
"1832",2.11949
"1833",1.01964
"1834",0.97725
"1835",1.70277
"1836",1.08519
"1837",2.36867
"1838",1.21044
"1839",0.900345
"1840",1.671695
"1841",0.824465
"1842",3.74075
"1843",2.91281
"1844",10.190745
"1845",0.207675
"1846",2.205615
"1847",1.320085
"1848",1.03928
"1849",3.09621
"1850",1.022205
"1851",1.20558
"1852",0.89988
"1853",1.19309
"1854",1.06841
"1855",1.603615
"1856",1.2855
"1857",3.046415
"1858",1.25447
"1859",1.958295
"1860",1.667505
"1861",12.043875
"1862",1.677095
"1863",1.644545
"1864",1.099605
"1865",1.422765
"1866",1.33399
"1867",1.62709
"1868",1.189325
"1869",1.505265
"1870",1.75168
"1871",3.7541
"1872",1.345325
"1873",5.639145
"1874",3.382425
"1875",0.92706
"1876",0.81812
"1877",1.044055
"1878",4.0046
"1879",1.502895
"1880",1.776785
"1881",0.94062
"1882",2.042705
"1883",1.03632
"1884",0.730445
"1885",1.09227
"1886",2.87468
"1887",1.708855
"1888",1.237585
"1889",0.985535
"1890",1.11083
"1891",1.69558
"1892",0.83824
"1893",2.09057
"1894",1.986355
"1895",1.9905
"1896",5.88192
"1897",11.23038
"1898",1.551315
"1899",1.067135
"1900",1.87353
"1901",2.13514
"1902",1.21345
"1903",0.99768
"1904",3.21856
"1905",0.75258
"1906",1.449085
"1907",1.764655
"1908",1.42056
"1909",2.721985
"1910",2.500425
"1911",1.334815
"1912",1.33274
"1913",1.56895
"1914",2.420125
"1915",1.86982
"1916",1.14563
"1917",2.38884
"1918",2.861195
"1919",1.134675
"1920",3.80623
"1921",2.898915
"1922",0.75858
"1923",1.3098
"1924",3.821725
"1925",1.12543
"1926",1.045205
"1927",1.09476
"1928",1.23931
"1929",0.95445
"1930",1.48912
"1931",0.704795
"1932",0.793775
"1933",0.9193
"1934",1.25193
"1935",0.88864
"1936",1.8485
"1937",1.252425
"1938",1.810775
"1939",2.301895
"1940",3.2369
"1941",1.167975
"1942",1.551435
"1943",1.370495
"1944",2.109805
"1945",1.01619
"1946",1.31769
"1947",1.842785
"1948",2.109925
"1949",1.81779
"1950",1.455585
"1951",1.251925
"1952",0.984955
"1953",0.681425
"1954",1.326725
"1955",0.892485
"1956",0.682135
"1957",0.839605
"1958",1.100765
"1959",1.54146
"1960",0.96543
"1961",1.058695
"1962",1.03541
"1963",0.851265
"1964",0.827915
"1965",0.76802
"1966",1.017195
"1967",1.88531
"1968",2.12263
"1969",0.967445
"1970",1.16862
"1971",1.77065
"1972",0.81848
"1973",1.35079
"1974",1.15124
"1975",0.76896
"1976",0.9002
"1977",1.154965
"1978",1.337285
"1979",0.97691
"1980",0.83325
"1981",0.82473
"1982",0.869235
"1983",0.86787
"1984",1.75181
"1985",1.37346
"1986",1.355815
"1987",1.810285
"1988",1.00585
"1989",1.65217
"1990",1.26914
"1991",1.220785
"1992",2.05176
"1993",1.58404
"1994",1.33497
"1995",1.11892
"1996",1.535735
"1997",0.840465
"1998",0.892095
"1999",0.852725
"2000",0.94359
"2001",1.25353
"2002",0.970285
"2003",0.671245
"2004",0.68308
"2005",0.876555
"2006",0.837195
"2007",0.65973
"2008",0.906425
"2009",0.65443
"2010",1.131795
"2011",0.63364
"2012",0.81802
"2013",0.79915
"2014",0.904465
"2015",0.60153
"2016",0.93309
"2017",0.618575
"2018",0.51708
"2019",0.45055
"2020",0.750985
"2021",0.53385
"2022",0.46736
"2023",0.45091
"2024",0.501025
"2025",0.184405
"2026",0.334935
"2027",0.467095
"2028",0.466345
"2029",0.51684
"2030",0.65139
"2031",0.6679
"2032",0.99975
"2033",0.58408
"2034",0.534295
"2035",1.551005
"2036",0.68481
"2037",0.833495
"2038",0.60124
"2039",0.767755
"2040",0.750385
"2041",0.668135
"2042",0.968485
"2043",0.93312
"2044",1.001695
"2045",0.932975
"2046",0.936165
"2047",0.759105
"2048",1.198905
"2049",1.882505
"2050",1.649315
"2051",0.82414
"2052",0.55448
"2053",0.81968
"2054",0.82107
"2055",0.483295
"2056",0.52565
"2057",0.81543
"2058",0.925625
"2059",0.855945
"2060",0.565455
"2061",0.76619
"2062",0.69403
"2063",0.687215
"2064",1.36617
"2065",2.950315
"2066",0.968275
"2067",0.469885
"2068",0.887425
"2069",0.88217
"2070",0.666315
"2071",1.154235
"2072",1.120965
"2073",0.85979
"2074",0.73849
"2075",0.790715
"2076",0.73333
"2077",1.81749
"2078",0.532285
"2079",0.901715
"2080",1.03758
"2081",2.542875
"2082",0.77659
"2083",1.087315
"2084",1.209275
"2085",0.876135
"2086",1.28231
"2087",0.915115
"2088",1.07083
"2089",1.115535
"2090",0.802155
"2091",0.757815
"2092",1.405205
"2093",0.6926
"2094",1.156705
"2095",0.9027
"2096",1.532945
"2097",0.799425
"2098",1.139255
"2099",1.053125
"2100",3.50978
"2101",1.10255
"2102",1.034165
"2103",0.997635
"2104",0.933345
"2105",0.745285
"2106",1.02029
"2107",0.90001
"2108",0.83399
"2109",1.46789
"2110",0.76712
"2111",1.120705
"2112",1.300825
"2113",0.886855
"2114",0.853915
"2115",0.953905
"2116",1.00075
"2117",1.22314
"2118",8.57948
"2119",1.45102
"2120",0.750245
"2121",0.800495
"2122",0.564485
"2123",1.01654
"2124",0.921055
"2125",0.70268
"2126",0.749585
"2127",0.6823
"2128",0.888395
"2129",0.63287
"2130",1.491345
"2131",0.66563
"2132",0.69824
"2133",0.822255
"2134",6.282785
"2135",1.18195
"2136",0.851295
"2137",0.85704
"2138",2.604495
"2139",0.932295
"2140",11.61617
"2141",0.95474
"2142",1.082405
"2143",0.7755
"2144",1.76677
"2145",0.95075
"2146",1.616405
"2147",0.68479
"2148",1.20115
"2149",0.917505
"2150",0.866985
"2151",1.384855
"2152",1.168395
"2153",0.96762
"2154",1.1019
"2155",1.267515
"2156",0.98514
"2157",0.66773
"2158",1.23312
"2159",0.699515
"2160",0.95356
"2161",0.78972
"2162",0.66693
"2163",0.716845
"2164",0.90352
"2165",2.08209
"2166",1.174555
"2167",0.50464
"2168",0.78216
"2169",0.61656
"2170",0.949515
"2171",0.71633
"2172",1.63251
"2173",1.57085
"2174",1.231725
"2175",1.21549
"2176",1.31546
"2177",1.686265
"2178",1.58201
"2179",0.96623
"2180",1.40363
"2181",3.38987
"2182",1.734805
"2183",0.83705
"2184",0.691415
"2185",1.183765
"2186",1.105565
"2187",0.80278
"2188",0.93931
"2189",0.789275
"2190",0.953095
"2191",0.821265
"2192",1.432935
"2193",0.98344
"2194",0.957925
"2195",1.16625
"2196",1.003805
"2197",0.832985
"2198",0.674715
"2199",1.186565
"2200",0.83854
"2201",0.900595
"2202",0.60401
"2203",1.21393
"2204",0.749415
"2205",0.50168
"2206",1.732515
"2207",0.965235
"2208",1.46998
"2209",0.59978
"2210",1.036765
"2211",0.88829
"2212",1.31805
"2213",0.70333
"2214",0.885255
"2215",2.00162
"2216",1.820945
"2217",0.98561
"2218",1.31799
"2219",0.61538
"2220",0.832125
"2221",0.785945
"2222",1.001845
"2223",0.932445
"2224",0.772325
"2225",1.18443
"2226",0.83098
"2227",0.76725
"2228",1.23361
"2229",1.15318
"2230",0.54983
"2231",2.16745
"2232",5.48348
"2233",0.90187
"2234",0.919555
"2235",0.98343
"2236",1.116035
"2237",3.534155
"2238",1.034245
"2239",1.24957
"2240",1.767325
"2241",0.80062
"2242",1.050465
"2243",1.00096
"2244",1.03375
"2245",1.030815
"2246",0.86619
"2247",0.942995
"2248",0.87485
"2249",0.605755
"2250",1.05281
"2251",0.85883
"2252",1.09903
"2253",0.76666
"2254",1.63872
"2255",0.624355
"2256",0.96678
"2257",0.571805
"2258",1.05375
"2259",1.382145
"2260",3.36566
"2261",0.80313
"2262",0.731985
"2263",0.73496
"2264",1.07646
"2265",0.981715
"2266",0.93204
"2267",0.48414
"2268",0.899695
"2269",0.69889
"2270",0.216435
"2271",0.483035
"2272",0.536385
"2273",0.938345
"2274",1.016085
"2275",0.8235
"2276",0.882405
"2277",0.616055
"2278",1.35066
"2279",0.46583
"2280",1.0659
"2281",0.38428
"2282",2.334935
"2283",5.142575
"2284",1.20018
"2285",1.393095
"2286",0.76582
"2287",3.666795
"2288",1.448895
"2289",1.15056
"2290",0.83336
"2291",0.8845
"2292",0.917845
"2293",0.4508
"2294",1.118355
"2295",4.83297
"2296",1.050665
"2297",0.88571
"2298",0.966975
"2299",1.15189
"2300",1.50048
"2301",1.367365
"2302",0.94748
"2303",0.768945
"2304",0.69949
"2305",1.201315
"2306",1.084075
"2307",0.91313
"2308",1.348525
"2309",0.8179
"2310",0.895965
"2311",0.83761
"2312",1.081805
"2313",0.71874
"2314",0.99966
"2315",0.798655
"2316",1.41374
"2317",0.82004
"2318",0.66685
"2319",0.919305
"2320",0.88697
"2321",1.454105
"2322",1.022925
"2323",0.90083
"2324",0.86586
"2325",0.99971
"2326",0.865695
"2327",0.73393
"2328",0.8332
"2329",0.98497
"2330",0.81264
"2331",0.598595
"2332",0.382835
"2333",0.289675
"2334",0.787125
"2335",1.402765
"2336",0.73287
"2337",0.4742
"2338",0.79301
"2339",1.076485
"2340",0.837685
"2341",0.670575
"2342",0.82157
"2343",0.50243
"2344",0.40847
"2345",1.90385
"2346",0.632395
"2347",0.757845
"2348",1.06573
"2349",0.673245
"2350",0.772915
"2351",0.666075
"2352",1.05834
"2353",0.64849
"2354",0.771435
"2355",0.601945
"2356",0.540575
"2357",0.792065
"2358",0.93652
"2359",0.920395
"2360",0.69954
"2361",0.806905
"2362",0.865515
"2363",0.72486
"2364",7.34728
"2365",4.292635
"2366",1.060155
"2367",0.867345
"2368",0.827355
"2369",0.717205
"2370",0.907545
"2371",0.78404
"2372",0.751465
"2373",0.967745
"2374",0.822635
"2375",0.766585
"2376",0.63327
"2377",0.649705
"2378",0.73265
"2379",0.63699
"2380",0.799735
"2381",0.31802
"2382",0.767045
"2383",0.683355
"2384",0.642995
"2385",1.26679
"2386",0.799285
"2387",0.683235
"2388",0.948995
"2389",0.67161
"2390",2.049405
"2391",0.916815
"2392",0.86817
"2393",0.78426
"2394",0.734475
"2395",0.751605
"2396",1.7344
"2397",0.785015
"2398",0.751835
"2399",0.81855
"2400",0.86852
"2401",0.94599
"2402",0.602175
"2403",0.917155
"2404",0.81707
"2405",1.247165
"2406",0.685405
"2407",0.680345
"2408",0.783255
"2409",0.512125
"2410",0.66591
"2411",0.72059
"2412",0.599105
"2413",0.77034
"2414",0.80188
"2415",0.933255
"2416",4.336415
"2417",0.939235
"2418",0.93308
"2419",0.65252
"2420",0.647365
"2421",0.8347
"2422",0.499805
"2423",0.74608
"2424",2.95057
"2425",0.7887
"2426",0.66238
"2427",2.152055
"2428",1.066905
"2429",1.396575
"2430",0.814795
"2431",0.666335
"2432",1.039835
"2433",1.25273
"2434",0.608845
"2435",2.90518
"2436",0.643555
"2437",1.149955
"2438",0.773295
"2439",0.803885
"2440",3.19084
"2441",0.800625
"2442",0.648835
"2443",1.10732
"2444",0.64831
"2445",0.84032
"2446",0.873645
"2447",1.99861
"2448",0.77166
"2449",0.916595
"2450",0.837655
"2451",1.307095
"2452",0.7237
"2453",1.00398
"2454",0.559545
"2455",0.638225
"2456",0.87167
"2457",0.732765
"2458",0.705015
"2459",0.9712
"2460",1.35046
"2461",0.68867
"2462",1.022475
"2463",0.666235
"2464",0.822045
"2465",0.653445
"2466",8.89068
"2467",0.875065
"2468",0.684175
"2469",0.83353
"2470",5.617765
"2471",0.666335
"2472",0.849935
"2473",0.583645
"2474",0.70101
"2475",0.718675
"2476",0.818595
"2477",1.03349
"2478",0.717625
"2479",0.99984
"2480",0.883695
"2481",0.734695
"2482",0.783915
"2483",1.001845
"2484",0.83461
"2485",1.01748
"2486",0.902165
"2487",1.567885
"2488",1.15128
"2489",1.20047
"2490",1.584575
"2491",4.11647
"2492",0.667335
"2493",0.76698
"2494",0.851255
"2495",1.08435
"2496",0.86804
"2497",2.267505
"2498",1.001775
"2499",1.43672
"2500",0.93242
"2501",2.384255
"2502",2.164315
"2503",2.032865
"2504",1.25534
"2505",2.47198
"2506",1.58187
"2507",1.270645
"2508",2.281805
"2509",5.24731
"2510",1.05085
"2511",2.877665
"2512",1.19837
"2513",1.517515
"2514",1.40036
"2515",1.14976
"2516",1.55891
"2517",4.86705
"2518",2.749475
"2519",0.89893
"2520",1.308915
"2521",0.96532
"2522",1.02372
"2523",0.863735
"2524",1.432865
"2525",0.80388
"2526",1.736855
"2527",0.894735
"2528",2.35
"2529",1.819455
"2530",1.99973
"2531",1.338345
"2532",1.27
"2533",0.98594
"2534",1.417005
"2535",0.987235
"2536",0.690865
"2537",1.44967
"2538",1.29841
"2539",1.46742
"2540",2.74153
"2541",1.48428
"2542",0.91475
"2543",3.366835
"2544",1.09923
"2545",0.788385
"2546",0.66533
"2547",1.73787
"2548",0.474355
"2549",1.16647
"2550",1.862765
"2551",1.058855
"2552",1.08396
"2553",0.799325
"2554",0.6832
"2555",1.4904
"2556",1.57376
"2557",3.577945
"2558",1.4684
"2559",0.79739
"2560",3.59905
"2561",4.69996
"2562",1.98319
"2563",0.214555
"2564",0.864435
"2565",1.5492
"2566",1.56549
"2567",0.251745
"2568",0.991785
"2569",0.826055
"2570",0.49785
"2571",0.25227
"2572",0.983035
"2573",0.81644
"2574",0.33862
"2575",0.45385
"2576",0.367935
"2577",0.501905
"2578",0.871145
"2579",6.70717
"2580",0.83372
"2581",0.83199
"2582",0.829645
"2583",0.66823
"2584",0.36755
"2585",0.449095
"2586",0.3008
"2587",0.33597
"2588",0.302295
"2589",0.18659
"2590",0.48608
"2591",0.385845
"2592",0.357825
"2593",0.314415
"2594",0.353505
"2595",0.3298
"2596",0.322065
"2597",0.30579
"2598",0.299375
"2599",0.652475
"2600",0.366485
"2601",1.103355
"2602",0.7484
"2603",0.392635
"2604",0.381845
"2605",0.332205
"2606",0.37088
"2607",0.63581
"2608",0.29675
"2609",0.32968
"2610",0.334265
"2611",0.67056
"2612",0.48032
"2613",0.5125
"2614",0.30103
"2615",0.2858
"2616",0.31751
"2617",0.28336
"2618",0.31532
"2619",0.29779
"2620",0.29457
"2621",0.28782
"2622",0.340835
"2623",0.271895
"2624",0.339445
"2625",0.488415
"2626",0.55337
"2627",0.590475
"2628",0.571875
"2629",0.87154
"2630",0.80071
"2631",0.571535
"2632",0.36273
"2633",0.66139
"2634",0.35636
"2635",0.791015
"2636",0.63362
"2637",1.44365
"2638",0.42696
"2639",0.31709
"2640",0.354905
"2641",0.305185
"2642",0.25533
"2643",0.53594
"2644",0.139415
"2645",0.517195
"2646",0.421625
"2647",0.37378
"2648",0.202125
"2649",0.47085
"2650",0.30632
"2651",0.82969
"2652",0.34685
"2653",0.305805
"2654",0.30098
"2655",0.44771
"2656",0.347625
"2657",0.107215
"2658",0.0639
"2659",0.29093
"2660",0.303615
"2661",0.34928
"2662",0.00907
"2663",0.186585
"2664",0.279335
"2665",0.470045
"2666",0.288745
"2667",0.25346
"2668",0.34367
"2669",0.32371
"2670",0.251945
"2671",0.36934
"2672",0.303085
"2673",0.453805
"2674",0.364215
"2675",2.05008
"2676",0.440985
"2677",0.38246
"2678",0.354825
"2679",0.38249
"2680",0.667195
"2681",3.464785
"2682",2.746575
"2683",2.167395
"2684",1.879855
"2685",1.25538
"2686",0.684425
"2687",0.618185
"2688",0.93858
"2689",0.76359
"2690",0.282525
"2691",0.381195
"2692",0.281425
"2693",0.18547
"2694",0.27406
"2695",0.150585
"2696",0.21246
"2697",0.102865
"2698",0.264505
"2699",0.34896
"2700",0.322705
"2701",1.060385
"2702",0.60247
"2703",3.140835
"2704",0.607725
"2705",0.45304
"2706",0.265555
"2707",0.281235
"2708",0.37162
"2709",0.509125
"2710",0.70241
"2711",0.54497
"2712",0.29805
"2713",0.212085
"2714",0.13349
"2715",0.20295
"2716",0.47619
"2717",0.213725
"2718",0.07411
"2719",0.08496
"2720",0.087175
"2721",0.25346
"2722",0.00637
"2723",0.085245
"2724",0.209025
"2725",0.39242
"2726",0.03154
"2727",0.051425
"2728",0.142845
"2729",0.00282
"2730",0.182475
"2731",0.24465
"2732",0.163875
"2733",0.088
"2734",0.20735
"2735",0.106025
"2736",0.68895
"2737",0.285665
"2738",0.213225
"2739",0.025205
"2740",0.12434
"2741",0.07955
"2742",0.055225
"2743",0.140495
"2744",0.199895
"2745",0.102865
"2746",0.00422
"2747",0.410275
"2748",0.115205
"2749",0.05778
"2750",0.025565
"2751",0.15823
"2752",0.03655
"2753",0.45545
"2754",0.048915
"2755",0.206395
"2756",0.108185
"2757",0.7673
"2758",0.713985
"2759",2.980625
"2760",1.083865
"2761",0.51811
"2762",0.238065
"2763",0.34586
"2764",0.16971
"2765",0.182235
"2766",0.318605
"2767",0.237655
"2768",0.228175
"2769",0.222815
"2770",0.218495
"2771",0.184355
"2772",0.0746
"2773",0.185425
"2774",0.04493
"2775",0.04474
"2776",0.56708
"2777",0.16387
"2778",0.416025
"2779",0.001935
"2780",0.017305
"2781",0.38992
"2782",0.067435
"2783",0.02768
"2784",0.064875
"2785",0.416785
"2786",0.33163
"2787",0.87949
"2788",0.297195
"2789",0.221255
"2790",0.3112
"2791",0.303065
"2792",0.384605
"2793",0.31855
"2794",0.490075
"2795",0.29107
"2796",0.314175
"2797",0.20128
"2798",0.31659
"2799",0.310185
"2800",0.135965
"2801",0.61697
"2802",0.200685
"2803",0.21835
"2804",0.27489
"2805",0.8153
"2806",0.14367
"2807",0.497365
"2808",0.325235
"2809",0.11154
"2810",0.341655
"2811",0.66576
"2812",0.398915
"2813",0.59574
"2814",0.29384
"2815",0.53111
"2816",0.517115
"2817",0.67216
"2818",0.593645
"2819",0.25461
"2820",0.11161
"2821",0.2316
"2822",0.18911
"2823",0.254495
"2824",0.092025
"2825",0.00317
"2826",0.084385
"2827",0.22621
"2828",0.089675
"2829",0.00265
"2830",0.135435
"2831",0.749415
"2832",0.70196
"2833",0.56064
"2834",0.115875
"2835",0.27002
"2836",0.2373
"2837",0.025
"2838",0.810785
"2839",0.67222
"2840",0.195555
"2841",0.129605
"2842",0.141215
"2843",0.103165
"2844",0.052415
"2845",0.060375
"2846",0.143295
"2847",0.136505
"2848",0.19437
"2849",0.300785
"2850",0.363095
"2851",0.9778
"2852",0.78966
"2853",0.273245
"2854",0.269585
"2855",0.032345
"2856",0.003425
"2857",0.05861
"2858",0.655295
"2859",0.171755
"2860",0.035095
"2861",0.564145
"2862",0.1805
"2863",0.13261
"2864",0.371705
"2865",0.277255
"2866",0.23295
"2867",0.0826
"2868",0.113455
"2869",0.50829
"2870",0.14179
"2871",0.140435
"2872",0.534725
"2873",0.13565
"2874",0.071275
"2875",0.036815
"2876",0.108135
"2877",0.233055
"2878",0.06706
"2879",0.569925
"2880",0.049275
"2881",0.35047
"2882",0.248815
"2883",0.33286
"2884",0.26147
"2885",0.403395
"2886",0.265235
"2887",0.815355
"2888",0.36964
"2889",0.685885
"2890",0.253855
"2891",0.455655
"2892",0.27781
"2893",0.13672
"2894",0.24998
"2895",0.332905
"2896",0.033325
"2897",0.352095
"2898",0.101205
"2899",0.580585
"2900",0.23882
"2901",0.77516
"2902",0.14826
"2903",0.00274
"2904",0.26112
"2905",0.161785
"2906",0.18101
"2907",0.350525
"2908",0.235275
"2909",0.11113
"2910",0.41619
"2911",0.34442
"2912",0.33161
"2913",0.186045
"2914",0.30605
"2915",0.20928
"2916",0.033875
"2917",0.08261
"2918",0.048875
"2919",0.49356
"2920",0.23596
"2921",0.00408
"2922",0.005405
"2923",0.029075
"2924",0.00248
"2925",0.40559
"2926",0.16184
"2927",0.20514
"2928",0.0635
"2929",0.297365
"2930",0.02589
"2931",0.1169
"2932",0.328035
"2933",0.029985
"2934",0.212335
"2935",0.003445
"2936",0.01165
"2937",0.00247
"2938",0.004505
"2939",0.031895
"2940",0.004825
"2941",0.183615
"2942",0.26311
"2943",0.21671
"2944",0.054875
"2945",0.028515
"2946",0.04054
"2947",0.002295
"2948",0.1489
"2949",0.049335
"2950",0.295145
"2951",0.03816
"2952",0.026515
"2953",0.059545
"2954",0.15632
"2955",0.37804
"2956",0.12579
"2957",0.0658
"2958",0.1879
"2959",0.14587
"2960",0.13497
"2961",0.141775
"2962",0.56776
"2963",0.033285
"2964",0.210765
"2965",0.03817
"2966",0.388165
"2967",0.0663
"2968",0.751175
"2969",0.034945
"2970",0.002105
"2971",0.48083
"2972",0.087715
"2973",0.36116
"2974",0.245545
"2975",0.31899
"2976",0.31096
"2977",0.20763
"2978",0.23266
"2979",0.617465
"2980",0.138245
"2981",0.251215
"2982",0.21011
"2983",0.085975
"2984",0.027535
"2985",0.011235
"2986",0.03446
"2987",0.23501
"2988",0.218425
"2989",0.174005
"2990",0.451085
"2991",0.326525
"2992",0.002035
"2993",0.76199
"2994",0.55641
"2995",0.246805
"2996",0.2809
"2997",1.52466
"2998",0.48276
"2999",0.748455
"3000",0.329595
"3001",1.763275
"3002",1.337555
"3003",0.766235
"3004",0.22071
"3005",0.52024
"3006",0.93948
"3007",1.580315
"3008",0.914465
"3009",0.847265
"3010",0.597745
"3011",0.90642
"3012",0.89352
"3013",1.348335
"3014",1.530925
"3015",1.20675
"3016",0.6484
"3017",0.6505
"3018",1.350125
"3019",0.61484
"3020",0.034105
"3021",1.131265
"3022",1.26375
"3023",0.71795
"3024",1.23411
"3025",0.66504
"3026",0.637225
"3027",0.58408
"3028",3.252045
"3029",0.33272
"3030",0.60715
"3031",1.31654
"3032",3.733885
"3033",1.901315
"3034",0.93956
"3035",0.564945
"3036",0.507095
"3037",0.458625
"3038",0.522525
"3039",0.798345
"3040",0.76875
"3041",0.447795
"3042",0.39977
"3043",0.118175
"3044",0.95128
"3045",1.15157
"3046",0.505455
"3047",0.34826
"3048",0.712855
"3049",0.31447
"3050",0.163925
"3051",1.28285
"3052",0.36814
"3053",0.751645
"3054",0.58675
"3055",0.768055
"3056",0.85141
"3057",1.534135
"3058",0.68459
"3059",0.55149
"3060",0.33471
"3061",1.272395
"3062",0.00152
"3063",1.11308
"3064",0.23669
"3065",0.6187
"3066",0.436625
"3067",0.387425
"3068",0.459055
"3069",0.35146
"3070",0.25283
"3071",0.368965
"3072",1.19714
"3073",0.397825
"3074",0.289225
"3075",0.349205
"3076",0.415305
"3077",0.347455
"3078",0.003975
"3079",0.653475
"3080",0.566255
"3081",1.594955
"3082",0.834885
"3083",0.465405
"3084",0.314225
"3085",0.205275
"3086",0.280375
"3087",1.781225
"3088",2.970285
"3089",1.597055
"3090",0.30956
"3091",0.738845
"3092",2.006955
"3093",0.43755
"3094",0.068035
"3095",0.179165
"3096",0.533625
"3097",0.550215
"3098",0.14017
"3099",1.83126
"3100",0.36438
"3101",3.712665
"3102",0.44908
"3103",0.38453
"3104",0.453325
"3105",0.313345
"3106",0.48312
"3107",0.518715
"3108",2.45479
"3109",2.19848
"3110",0.33282
"3111",0.88454
"3112",1.251545
"3113",5.385235
"3114",0.57877
"3115",3.9427
"3116",0.79686
"3117",0.33119
"3118",0.36817
"3119",0.19734
"3120",0.214985
"3121",0.015935
"3122",0.001965
"3123",0.03397
"3124",1.63124
"3125",1.68162
"3126",0.05104
"3127",0.053645
"3128",0.138365
"3129",1.219415
"3130",0.311565
"3131",0.36804
"3132",0.448045
"3133",0.264695
"3134",0.980735
"3135",0.335115
"3136",0.770285
"3137",0.675305
"3138",0.43575
"3139",0.29895
"3140",0.88207
"3141",0.14967
"3142",0.290585
"3143",0.296085
"3144",1.834245
"3145",0.71208
"3146",0.988255
"3147",0.484695
"3148",0.99648
"3149",0.417885
"3150",0.16507
"3151",1.148675
"3152",0.28997
"3153",0.33197
"3154",0.23939
"3155",0.237095
"3156",0.284945
"3157",0.28087
"3158",2.6827
"3159",0.22391
"3160",0.74811
"3161",0.316965
"3162",0.165555
"3163",0.5846
"3164",0.008505
"3165",0.893125
"3166",0.38198
"3167",1.480335
"3168",0.215525
"3169",0.086795
"3170",0.24739
"3171",0.5207
"3172",0.347545
"3173",0.47514
"3174",0.230075
"3175",0.13066
"3176",0.030395
"3177",0.51279
"3178",0.269065
"3179",0.29675
"3180",0.2393
"3181",0.224125
"3182",0.248105
"3183",0.133095
"3184",0.354985
"3185",0.36459
"3186",0.063975
"3187",0.01311
"3188",4.39631
"3189",0.0339
"3190",0.132465
"3191",0.480145
"3192",0.29814
"3193",0.223625
"3194",0.288035
"3195",0.311435
"3196",0.19582
"3197",0.264745
"3198",0.142205
"3199",0.317945
"3200",0.272645
"3201",2.89904
"3202",0.33086
"3203",0.33086
"3204",0.2006
"3205",0.29836
"3206",0.122185
"3207",0.195755
"3208",0.269405
"3209",0.41244
"3210",0.282495
"3211",0.21455
"3212",0.195655
"3213",0.16811
"3214",0.18009
"3215",1.181555
"3216",0.595905
"3217",0.348325
"3218",0.28518
"3219",0.23175
"3220",0.24907
